Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
Наименование Избирательной комиссии:    Углегорская																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239					
1	"Число избирателей, внесенных в списки"	24176	993	401	537	161	710	1158	1080	2095	1466	2006	221	418	2263	2019	1757	1630	1076	321	1210	252	203	833	300	401	483	182					
2	"Число бюллетеней, полученных участковыми комиссиями"	23858	960	390	520	160	730	1160	1080	2060	1440	1900	230	400	2220	2020	1740	1610	1060	310	1220	250	200	830	300	400	480	188					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11675	527	260	317	77	197	538	446	1028	696	932	79	158	1067	1038	871	821	495	112	586	132	119	429	158	197	287	108					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	416	17	10	24	0	7	36	17	15	16	16	19	3	39	39	19	27	8	16	20	5	1	25	8	9	12	8					
6	Число погашенных бюллетеней	11767	416	120	179	83	526	586	617	1017	728	952	132	239	1114	943	850	762	557	182	614	113	80	376	134	194	181	72					
7	Число бюллетеней в переносных ящиках для голосования	416	17	10	24	0	7	36	17	15	16	16	19	3	39	39	19	27	8	16	20	5	1	25	8	9	12	8					
8	Число бюллетеней в стационарных ящиках для голосования	11676	527	260	317	77	197	539	446	1028	696	932	79	158	1067	1038	871	821	495	112	586	132	119	429	158	197	287	108					
9	Число недействительных бюллетеней	200	20	8	4	2	3	10	6	16	17	16	2	2	24	19	12	8	4	1	6	1	0	10	0	0	9	0					
10	Число действительных бюллетеней	11892	524	262	337	75	201	565	457	1027	695	932	96	159	1082	1058	878	840	499	127	600	136	120	444	166	206	290	116					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	376	15	6	8	2	13	19	17	33	25	31	4	6	35	32	27	17	16	4	20	4	3	16	5	6	8	4					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	149	8	4	1	2	4	8	2	5	11	4	0	0	15	13	20	17	2	0	5	1	3	13	3	6	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	80	3	2	2	1	2	2	0	6	0	0	2	1	4	3	9	16	6	0	2	3	2	3	4	2	4	1					
14	Число погашенных открепительных удостоверений	227	7	2	7	0	9	11	15	28	14	27	4	6	20	19	7	0	14	4	15	3	0	3	2	0	7	3					
15	Число открепительных удостоверений выданных ТИК	24	2	0	0	0	3	1	1	0	0	2	1	0	3	2	2	1	1	2	1	0	0	1	0	1	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	"1. ""ЕДИНЕНИЕ"""	116	9	3	9	1	3	4	3	4	4	8	1	2	10	7	6	9	3	0	11	2	5	5	2	1	1	3					
		0.95%	1.65%	1.11%	2.63%	1.29%	1.47%	0.69%	0.64%	0.38%	0.56%	0.84%	1.02%	1.24%	0.90%	0.64%	0.67%	1.06%	0.59%	0.0%	1.81%	1.45%	4.16%	1.10%	1.20%	0.48%	0.33%	2.58%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	256	4	0	4	4	6	3	9	12	16	25	1	6	22	19	35	33	14	8	15	4	1	10	1	1	3	0					
		2.11%	0.73%	0.0%	1.17%	5.19%	2.94%	0.52%	1.94%	1.15%	2.24%	2.63%	1.02%	3.72%	1.98%	1.76%	3.93%	3.89%	2.78%	6.25%	2.47%	2.91%	0.83%	2.20%	0.60%	0.48%	1.00%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	610	34	19	19	4	7	44	20	62	47	49	1	10	53	36	30	39	20	5	30	8	8	15	13	24	9	4					
		5.04%	6.24%	7.03%	5.57%	5.19%	3.43%	7.65%	4.31%	5.94%	6.60%	5.16%	1.02%	6.21%	4.79%	3.34%	3.37%	4.59%	3.97%	3.90%	4.95%	5.83%	6.66%	3.30%	7.83%	11.65%	3.01%	3.44%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	430	19	9	23	2	8	18	25	44	45	43	1	6	28	39	33	29	10	5	16	4	1	9	5	5	2	1					
		3.55%	3.49%	3.33%	6.74%	2.59%	3.92%	3.13%	5.39%	4.21%	6.32%	4.53%	1.02%	3.72%	2.53%	3.62%	3.70%	3.41%	1.98%	3.90%	2.64%	2.91%	0.83%	1.98%	3.01%	2.42%	0.66%	0.86%					
22	"5. ""За Русь Святую"""	54	1	3	2	0	1	4	1	7	2	0	0	0	3	7	1	3	7	0	2	5	1	4	0	0	0	0					
