Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																															
Дата голосования: 04.12.2011																																																															
																																																															
Наименование Избирательной комиссии:    Хунзахская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694					
1	"Число избирателей, внесенных в список избирателей"	21495	2537	270	244	278	170	189	167	843	120	815	572	490	221	459	190	582	362	284	1501	481	490	270	204	504	261	128	386	151	249	309	460	167	88	422	243	217	193	164	238	287	202	103	330	176	895	114	770	91	938	94	347	342	285	246	103	253					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19750	2529	240	214	248	140	159	137	808	90	780	537	455	191	424	160	548	332	254	1459	446	455	240	174	469	231	98	356	121	219	279	425	137	58	392	213	187	163	134	190	257	172	73	300	146	860	84	742	61	903	64	317	312	255	216	73	223					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	17870	2355	235	198	240	138	155	135	750	89	743	530	420	185	401	156	530	320	245	595	192	440	239	170	450	220	90	350	120	200	260	420	130	57	345	210	180	162	133	170	248	168	72	290	145	840	80	732	60	880	63	300	300	250	210	72	202					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	675	172	3	14	6	0	2	0	56	0	35	5	33	5	21	3	16	10	7	0	0	13	0	3	17	9	7	4	0	17	17	3	6	0	45	2	6	0	0	19	7	3	0	8	0	18	3	8	0	21	0	15	10	3	4	0	19					
6	Число погашенных избирательных бюллетеней	1205	2	2	2	2	2	2	2	2	1	2	2	2	1	2	1	2	2	2	864	254	2	1	1	2	2	1	2	1	2	2	2	1	1	2	1	1	1	1	1	2	1	1	2	1	2	1	2	1	2	1	2	2	2	2	1	2					
7	Число избирательных бюллетеней в переносных ящиках для голосования	675	172	3	14	6	0	2	0	56	0	35	5	33	5	21	3	16	10	7	0	0	13	0	3	17	9	7	4	0	17	17	3	6	0	45	2	6	0	0	19	7	3	0	8	0	18	3	8	0	21	0	15	10	3	4	0	19					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17870	2355	235	198	240	138	155	135	750	89	743	530	420	185	401	156	530	320	245	595	192	440	239	170	450	220	90	350	120	200	260	420	130	57	345	210	180	162	133	170	248	168	72	290	145	840	80	732	60	880	63	300	300	250	210	72	202					
9	Число недействительных избирательных бюллетеней	788	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	594	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	17757	2526	238	212	246	138	157	135	806	89	778	535	453	190	422	159	546	330	252	1	0	453	239	173	467	229	97	354	120	217	277	423	136	57	390	212	186	162	133	189	255	171	72	298	145	858	83	740	60	900	63	315	310	253	214	72	221					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	118	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	3	2	2	2	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	118	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	3	2	2	2	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	856	122	12	10	12	7	8	7	39	4	38	26	22	9	20	8	26	16	12	0	0	22	12	8	23	11	5	17	6	10	13	20	7	3	19	10	9	8	6	9	12	8	3	14	7	41	4	36	3	43	3	15	15	12	10	3	11					
		4.62%	4.83%	5.04%	4.72%	4.88%	5.07%	5.10%	5.19%	4.84%	4.49%	4.88%	4.86%	4.86%	4.74%	4.74%	5.03%	4.76%	4.85%	4.76%	0.00%	0.00%	4.86%	5.02%	4.62%	4.93%	4.80%	5.15%	4.80%	5.00%	4.61%	4.69%	4.73%	5.15%	5.26%	4.87%	4.72%	4.84%	4.94%	4.51%	4.76%	4.71%	4.68%	4.17%	4.70%	4.83%	4.78%	4.82%	4.86%	5.00%	4.77%	4.76%	4.76%	4.84%	4.74%	4.67%	4.17%	4.98%					
