Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Островская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510					
1	"Число избирателей, внесенных в списки"	10849	636	184	256	288	677	380	104	442	145	509	350	216	167	369	525	177	594	309	172	142	424	999	1107	1000	677					
2	"Число бюллетеней, полученных участковыми комиссиями"	11030	660	180	260	270	690	380	110	450	150	520	360	210	170	380	530	180	590	320	180	150	430	1010	1150	1010	690					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5404	337	79	161	118	335	166	64	239	89	237	170	130	58	195	179	61	323	132	88	101	232	542	504	521	343					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	896	40	37	7	16	18	97	13	46	26	29	42	15	32	30	61	41	34	93	17	8	21	36	44	56	37					
6	Число погашенных бюллетеней	4730	283	64	92	136	337	117	33	165	35	254	148	65	80	155	290	78	233	95	75	41	177	432	602	433	310					
7	Число бюллетеней в переносных ящиках для голосования	896	40	37	7	16	18	97	13	46	26	29	42	15	32	30	61	41	34	93	17	8	21	36	44	56	37					
8	Число бюллетеней в стационарных ящиках для голосования	5403	336	79	161	118	335	166	64	239	89	237	170	130	58	195	179	61	323	132	88	101	232	542	504	521	343					
9	Число недействительных бюллетеней	95	4	4	2	3	10	3	2	4	2	4	2	3	0	2	5	3	6	3	0	0	5	3	6	9	10					
10	Число действительных бюллетеней	6204	372	112	166	131	343	260	75	281	113	262	210	142	90	223	235	99	351	222	105	109	248	575	542	568	370					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	128	10	2	4	3	7	4	1	5	2	5	6	2	4	3	6	4	6	4	3	3	4	9	14	9	8					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	41	6	0	0	1	0	0	0	1	0	3	1	0	0	0	0	0	1	0	1	3	1	7	12	2	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	31	0	2	3	1	2	1	0	0	1	0	2	2	1	2	2	1	3	1	1	0	0	3	1	0	2					
14	Число погашенных открепительных удостоверений	87	4	2	4	2	7	4	1	4	2	2	5	2	4	3	6	4	5	4	2	0	3	2	2	7	6					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	"1. ""ЕДИНЕНИЕ"""	105	4	5	6	2	2	2	0	14	4	5	7	3	0	2	5	2	8	3	0	0	6	7	6	10	2					
		1.66%	1.06%	4.31%	3.57%	1.49%	0.56%	0.76%	0.0%	4.91%	3.47%	1.87%	3.30%	2.06%	0.0%	0.88%	2.08%	1.96%	2.24%	1.33%	0.0%	0.0%	2.37%	1.21%	1.09%	1.73%	0.52%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	53	5	0	0	1	0	0	0	2	2	0	1	0	0	1	1	0	5	4	4	1	0	8	5	7	6					
		0.84%	1.32%	0.0%	0.0%	0.74%	0.0%	0.0%	0.0%	0.70%	1.73%	0.0%	0.47%	0.0%	0.0%	0.44%	0.41%	0.0%	1.40%	1.77%	3.80%	0.91%	0.0%	1.38%	0.91%	1.21%	1.57%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	183	23	3	6	3	17	5	3	5	6	9	7	0	12	8	9	1	10	6	0	2	3	4	9	21	11					
		2.90%	6.11%	2.58%	3.57%	2.23%	4.81%	1.90%	3.89%	1.75%	5.21%	3.38%	3.30%	0.0%	13.33%	3.55%	3.75%	0.98%	2.80%	2.66%	0.0%	1.83%	1.18%	0.69%	1.64%	3.63%	2.89%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	118	8	1	4	0	6	6	1	5	0	6	2	4	1	1	3	0	3	10	0	5	8	6	11	16	11					
		1.87%	2.12%	0.86%	2.38%	0.0%	1.69%	2.28%	1.29%	1.75%	0.0%	2.25%	0.94%	2.75%	1.11%	0.44%	1.25%	0.0%	0.84%	4.44%	0.0%	4.58%	3.16%	1.03%	2.00%	2.77%	2.89%					
22	"5. ""За Русь Святую"""	56	0	4	1	2	3	1	0	1	0	3	1	5	1	1	6	0	1	0	2	0	7	6	2	5	4					
		0.88%	0.0%	3.44%	0.59%	1.49%	0.84%	0.38%	0.0%	0.35%	0.0%	1.12%	0.47%	3.44%	1.11%	0.44%	2.5%	0.0%	0.28%	0.0%	1.90%	0.0%	2.76%	1.03%	0.36%	0.86%	1.05%					
23	"6. ""Объединенная Российская партия ""Русь"""	22	1	1	1	1	1	2	0	1	0	0	0	0	0	0	4	1	3	0	0	1	0	0	1	3	1					
		0.34%	0.26%	0.86%	0.59%	0.74%	0.28%	0.76%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.66%	0.98%	0.84%	0.0%	0.0%	0.91%	0.0%	0.0%	0.18%	0.51%	0.26%					
24	"7. ""Новый курс - Автомобильная Россия"""	39	0	1	0	3	1	1	0	2	1	2	2	0	0	0	1	0	1	3	0	0	4	6	3	5	3					
		0.61%	0.0%	0.86%	0.0%	2.23%	0.28%	0.38%	0.0%	0.70%	0.86%	0.75%	0.94%	0.0%	0.0%	0.0%	0.41%	0.0%	0.28%	1.33%	0.0%	0.0%	1.58%	1.03%	0.54%	0.86%	0.78%					
25	"8. ""Народно-республиканская партия России"""	18	2	2	1	1	3	1	0	2	0	0	0	0	0	0	0	0	1	1	0	0	1	0	2	1	0					
