Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
Наименование Избирательной комиссии:    Алейская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553					
1	"Число избирателей, внесенных в списки избирателей"	15016	575	209	41	142	183	343	597	455	107	948	107	325	1043	392	221	224	558	691	110	598	721	535	71	115	184	133	520	343	803	91	689	452	430	466	548	549	497					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13880	520	190	40	130	170	340	560	430	100	890	100	320	1000	360	190	200	540	670	100	570	660	490	70	110	170	120	470	330	730	90	610	400	400	400	480	500	430					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9929	392	173	38	118	154	243	388	303	74	563	71	224	627	253	141	146	344	445	80	416	478	336	48	84	113	97	336	243	515	68	467	340	273	341	338	362	297					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	848	24	0	0	2	9	8	30	18	4	94	11	28	69	20	15	20	20	12	0	39	37	64	5	0	10	7	8	27	29	8	22	36	35	18	61	25	33					
6	Число погашенных избирательных бюллетеней	3103	104	17	2	10	7	89	142	109	22	233	18	68	304	87	34	34	176	213	20	115	145	90	17	26	47	16	126	60	186	14	121	24	92	41	81	113	100					
7	Число избирательных бюллетеней в переносных ящиках для голосования	848	24	0	0	2	9	8	30	18	4	94	11	28	69	20	15	20	20	12	0	39	37	64	5	0	10	7	8	27	29	8	22	36	35	18	61	25	33					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9929	392	173	38	118	154	243	388	303	74	563	71	224	627	253	141	146	344	445	80	416	478	336	48	84	113	97	336	243	515	68	467	340	273	341	338	362	297					
9	Число недействительных избирательных бюллетеней	113	0	1	1	0	2	3	3	4	1	9	0	3	10	4	1	0	3	12	0	4	8	1	1	0	2	2	5	3	8	0	5	3	1	3	3	4	3					
10	Число действительных избирательных бюллетеней	10664	416	172	37	120	161	248	415	317	77	648	82	249	686	269	155	166	361	445	80	451	507	399	52	84	121	102	339	267	536	76	484	373	307	356	396	383	327					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	262	12	3	2	3	3	6	3	9	3	15	3	6	18	9	3	6	12	12	3	12	12	12	8	1	1	3	12	6	9	1	12	9	3	3	9	9	9					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	104	5	0	0	1	0	0	0	6	0	4	0	2	3	6	3	6	2	9	0	10	8	9	2	0	0	1	2	4	8	1	2	0	0	3	4	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	80	4	0	2	1	1	3	4	3	4	3	1	1	2	3	2	1	0	2	2	5	3	1	1	0	1	1	7	0	3	1	1	3	1	3	5	1	4					
14	Число погашенных неиспользованных открепительных удостоверений	158	7	3	2	2	3	6	3	3	3	11	3	4	15	3	0	0	10	3	3	2	4	3	6	1	1	2	10	2	1	0	10	9	3	0	5	9	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	1.Политическая партия «Аграрная партия России»	531	10	4	1	7	4	9	20	21	0	30	2	5	42	20	9	6	10	17	2	49	28	19	1	17	9	2	21	31	16	1	18	18	17	10	28	16	11					
