14	Число неиспользованных открепительных удостоверений	229	3	3	2	9	4	2	9	4	5	5	5	1	2	6	8	5	8	3	1	10	6	0	3	4	2	3	16	11	0	4	4	0	1	3	1	4	0	0	7	5	0	4	1	6	8	2	5	1	6	9	10	0	7	1					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	38	1	0	0	3	0	2	15	0	0	0	2	0	1	1	0	1	0	0	0	0	2	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	1	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																													
18	Богданов Андрей Владимирович	269	6	1	2	5	13	10	20	1	1	0	0	4	0	1	2	4	3	4	2	2	5	6	2	1	3	0	14	18	7	1	2	3	14	0	1	0	3	25	9	7	12	4	10	5	3	8	9	2	1	2	1	0	4	6					
		0.92%	1.85%	1.18%	2.13%	0.74%	1.26%	1.57%	1.15%	0.45%	1.23%	0.00%	0.00%	1.88%	0.00%	0.41%	0.48%	0.61%	1.09%	0.95%	1.82%	1.08%	0.61%	1.56%	0.22%	0.39%	0.53%	0.00%	1.12%	1.12%	1.63%	0.69%	0.54%	2.14%	1.45%	0.00%	0.33%	0.00%	0.47%	1.20%	0.56%	3.35%	2.84%	0.54%	0.91%	0.52%	0.68%	0.90%	1.77%	0.51%	0.56%	1.27%	0.60%	0.00%	0.52%	0.63%					
19	Жириновский Владимир Вольфович	4729	82	17	8	78	90	42	294	26	13	9	6	10	108	16	95	61	60	76	9	24	183	70	137	35	102	20	183	268	69	22	45	30	195	42	60	24	84	394	278	36	49	167	188	200	75	161	61	37	27	31	43	32	123	134					
		16.09%	25.23%	20.00%	8.51%	11.57%	8.72%	6.58%	16.96%	11.61%	16.05%	15.00%	8.45%	4.69%	14.79%	6.53%	22.57%	9.23%	21.74%	17.97%	8.18%	12.97%	22.26%	18.18%	14.84%	13.62%	18.18%	11.43%	14.69%	16.65%	16.05%	15.17%	12.06%	21.43%	20.23%	20.00%	19.74%	12.97%	13.27%	18.99%	17.29%	17.22%	11.61%	22.51%	17.03%	20.92%	16.89%	18.03%	12.01%	9.44%	15.08%	19.75%	25.60%	18.82%	15.95%	14.06%					
20	Зюганов Геннадий Андреевич	5245	51	9	14	157	151	46	256	43	13	13	28	55	241	101	21	69	45	45	36	43	101	106	164	40	92	15	187	215	83	19	81	33	147	45	66	41	152	259	309	54	107	123	185	198	84	163	103	129	47	29	25	53	196	157					
		17.84%	15.69%	10.59%	14.89%	23.29%	14.63%	7.21%	14.76%	19.20%	16.05%	21.67%	39.44%	25.82%	33.01%	41.22%	4.99%	10.44%	16.30%	10.64%	32.73%	23.24%	12.29%	27.53%	17.77%	15.56%	16.40%	8.57%	15.01%	13.35%	19.30%	13.10%	21.72%	23.57%	15.25%	21.43%	21.71%	22.16%	24.01%	12.48%	19.22%	25.84%	25.36%	16.58%	16.76%	20.71%	18.92%	18.25%	20.28%	32.91%	26.26%	18.47%	14.88%	31.18%	25.42%	16.47%					
21	Медведев Дмитрий Анатольевич	18788	181	57	67	427	767	534	1139	154	54	38	37	142	370	126	302	517	168	292	61	114	519	199	611	178	357	140	845	1085	264	102	239	74	600	120	176	119	387	1366	998	112	241	438	701	534	281	550	331	216	102	94	98	85	439	640					
		63.91%	55.69%	67.06%	71.28%	63.35%	74.32%	83.70%	65.69%	68.75%	66.67%	63.33%	52.11%	66.67%	50.68%	51.43%	71.73%	78.21%	60.87%	69.03%	55.45%	61.62%	63.14%	51.69%	66.20%	69.26%	63.64%	80.00%	67.82%	67.39%	61.40%	70.34%	64.08%	52.86%	62.24%	57.14%	57.89%	64.32%	61.14%	65.83%	62.06%	53.59%	57.11%	59.03%	63.50%	55.86%	63.29%	61.59%	65.16%	55.10%	56.98%	59.87%	58.33%	50.00%	56.94%	67.16%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
