Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Гергебильская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292					
1	"Число избирателей, внесенных в список избирателей"	13065	2192	1742	1634	2270	242	84	585	440	1924	372	55	76	188	64	552	63	27	58	87	410					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11780	1904	1586	1534	1903	245	78	563	418	1736	362	50	76	190	50	514	53	22	59	82	355					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11763	1904	1586	1534	1903	238	78	563	418	1736	362	50	73	184	50	514	53	22	58	82	355					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	17	0	0	0	0	7	0	0	0	0	0	0	3	6	0	0	0	0	1	0	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11763	1904	1586	1534	1903	238	78	563	418	1736	362	50	73	184	50	514	53	22	58	82	355					
9	Число недействительных избирательных бюллетеней	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	11762	1903	1586	1534	1903	238	78	563	418	1736	362	50	73	184	50	514	53	22	58	82	355					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	70	5	5	5	5	3	3	3	3	5	3	2	3	3	3	2	5	3	3	3	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	69	5	4	5	5	3	3	3	3	5	3	2	3	3	3	2	5	3	3	3	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	18	2	0	5	0	3	0	0	0	0	0	0	0	4	1	0	3	0	0	0	0					
		0.15%	0.11%	0.00%	0.33%	0.00%	1.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.17%	2.00%	0.00%	5.66%	0.00%	0.00%	0.00%	0.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.02%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	234	48	56	34	47	0	0	5	1	23	2	0	0	0	0	3	0	0	0	0	15					
		1.99%	2.52%	3.53%	2.22%	2.47%	0.00%	0.00%	0.89%	0.24%	1.32%	0.55%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	4.23%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11499	1849	1530	1495	1856	235	78	558	417	1713	360	50	70	180	49	511	50	22	56	80	340					
		97.76%	97.11%	96.47%	97.46%	97.53%	98.74%	100.00%	99.11%	99.76%	98.68%	99.45%	100.00%	95.89%	97.83%	98.00%	99.42%	94.34%	100.00%	96.55%	97.56%	95.77%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	9	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	2	0					
		0.08%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	4.11%	0.00%	0.00%	0.00%	0.00%	0.00%	3.45%	2.44%	0.00%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
