Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Гергебильская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289					
1	"Число избирателей, внесенных в списки избирателей"	10777	1552	1637	1418	1673	87	99	518	401	1480	353	49	220	84	366	517	21	63	39	200					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10633	1551	1617	1403	1635	87	99	508	393	1467	351	49	218	83	361	501	17	59	39	195					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10428	1551	1596	1324	1585	87	99	508	381	1467	351	49	218	83	350	469	17	59	39	195					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	205	0	21	79	50	0	0	0	12	0	0	0	0	0	11	32	0	0	0	0					
6	Число погашенных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	205	0	21	79	50	0	0	0	12	0	0	0	0	0	11	32	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10428	1551	1596	1324	1585	87	99	508	381	1467	351	49	218	83	350	469	17	59	39	195					
9	Число недействительных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	10632	1551	1617	1403	1635	87	99	508	393	1467	351	48	218	83	361	501	17	59	39	195					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	160	20	20	20	12	5	5	5	5	22	5	3	5	5	5	5	5	3	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	160	20	20	20	12	5	5	5	5	22	5	3	5	5	5	5	5	3	5	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	1.Политическая партия «Аграрная партия России»	30	4	5	3	5	2	1	3	0	0	5	0	0	0	1	0	0	0	1	0					
		0.28%	0.26%	0.31%	0.21%	0.31%	2.30%	1.01%	0.59%	0.00%	0.00%	1.42%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	2.56%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	57	7	4	5	3	8	0	4	4	5	5	0	2	0	2	2	0	0	0	6					
		0.54%	0.45%	0.25%	0.36%	0.18%	9.20%	0.00%	0.79%	1.02%	0.34%	1.42%	0.00%	0.92%	0.00%	0.55%	0.40%	0.00%	0.00%	0.00%	3.08%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	3	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.03%	0.00%	0.06%	0.00%	0.06%	1.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5	2	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
		0.05%	0.13%	0.06%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	6	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
		0.06%	0.06%	0.12%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.56%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	10527	1537	1604	1395	1623	76	98	501	389	1462	341	44	216	83	358	498	17	59	37	189					
		99.00%	99.10%	99.20%	99.43%	99.27%	87.36%	98.99%	98.62%	98.98%	99.66%	97.15%	89.80%	99.08%	10.00%	99.17%	99.40%	10.00%	10.00%	94.87%	96.92%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0					
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	8.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
