Выборы Президента Российской Федерации																															
																															
Наименование Избирательной комиссии:    Даровская																															
																															
Итоги голосования 																															
																															
		Сумма	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217					
1	"Число избирателей, внесенных в список"	11233	269	144	240	80	331	553	211	1315	769	1526	1745	818	232	603	733	208	90	223	214	239	170	343	113	64					
2	Число полученных избирательных бюллетеней	11700	273	148	251	85	354	580	225	1350	795	1610	1795	850	247	610	745	242	90	225	257	253	186	343	116	70					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	6678	183	115	178	58	238	298	172	716	384	907	929	451	169	363	362	144	64	163	168	161	124	212	73	46					
5	"Число избирательных бюллетеней, выданных вне помещения"	1193	58	26	17	19	49	149	27	47	29	53	89	39	45	118	157	54	16	32	35	36	29	47	19	3					
6	Число погашенных избирательных бюллетеней	3829	32	7	56	8	67	133	26	587	382	650	777	360	33	129	226	44	10	30	54	56	33	84	24	21					
7	Число избирательных бюллетеней в переносных ящиках	1193	58	26	17	19	49	149	27	47	29	53	89	39	45	118	157	54	16	32	35	36	29	47	19	3					
8	Число бюллетеней в стационарных ящиках для голосования	6678	183	115	178	58	238	298	172	716	384	907	929	451	169	363	362	144	64	163	168	161	124	212	73	46					
9	Число недействительных избирательных бюллетеней	40	1	1	3	0	0	3	2	2	2	9	5	3	1	2	3	0	0	0	0	0	0	2	1	0					
10	Число действительных избирательных бюллетеней	7831	240	140	192	77	287	444	197	761	411	951	1013	487	213	479	516	198	80	195	203	197	153	257	91	49					
11	Число полученных открепительных  удостоверений	125	3	3	3	3	3	5	10	9	6	10	8	4	5	5	5	3	3	3	10	6	9	3	3	3					
12	Число выданных открепительных удостоверений	95	3	3	1	1	3	4	10	9	1	8	7	3	4	3	3	3	2	1	10	6	9	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	43	2	2	1	2	0	1	2	2	3	2	14	2	0	2	1	0	1	0	0	1	1	2	0	2					
14	Число неиспользованных открепительных удостоверений	30	0	0	2	2	0	1	0	0	5	2	1	1	1	2	2	0	1	2	0	0	0	2	3	3					
15	"Число открепительных удостоверений, выданных в ТИК"	5	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																															
18	. Глазьев Сергей Юрьевич	359	3	5	4	0	6	19	3	48	26	71	65	27	4	14	19	7	2	4	6	5	5	6	7	3					
		4.56%	1.24%	3.55%	2.05%	0.00%	2.09%	4.25%	1.51%	6.29%	6.30%	7.40%	6.39%	5.51%	1.87%	2.91%	3.66%	3.54%	2.50%	2.05%	2.96%	2.54%	3.27%	2.32%	7.61%	6.12%					
19	. Малышкин Олег Александрович	226	2	5	7	0	7	5	7	25	19	30	26	11	4	14	15	5	1	6	8	9	7	3	9	1					
		2.87%	0.83%	3.55%	3.59%	0.00%	2.44%	1.12%	3.52%	3.28%	4.60%	3.12%	2.55%	2.24%	1.87%	2.91%	2.89%	2.53%	1.25%	3.08%	3.94%	4.57%	4.58%	1.16%	9.78%	2.04%					
20	. Миронов Сергей Михайлович	89	1	1	1	0	3	2	3	8	3	13	15	11	5	2	8	1	0	0	1	2	6	1	0	2					
		1.13%	0.41%	0.71%	0.51%	0.00%	1.05%	0.45%	1.51%	1.05%	0.73%	1.35%	1.47%	2.24%	2.34%	0.42%	1.54%	0.51%	0.00%	0.00%	0.49%	1.02%	3.92%	0.39%	0.00%	4.08%					
21	. Путин Владимир Владимирович	4867	116	115	109	66	206	305	103	453	234	557	651	318	153	310	302	119	45	105	122	149	67	173	48	41					
		61.83%	48.13%	81.56%	55.90%	85.71%	71.78%	68.23%	51.76%	59.37%	56.66%	58.02%	63.95%	64.90%	71.50%	64.45%	58.19%	60.10%	56.25%	53.85%	60.10%	75.63%	43.79%	66.80%	52.17%	83.67%					
