Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																	
Дата голосования: 02.12.2007																	
																	
Наименование Избирательной комиссии:    Междуреченская																	
																	
Сводная таблица результатов выборов																	
																	
		Сумма	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589					
1	"Число избирателей, внесенных в списки избирателей"	5744	401	469	415	587	150	2046	289	762	206	419					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	5850	470	484	428	594	167	2007	291	777	206	426					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	3147	284	197	242	320	71	1162	105	384	130	252					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1125	78	181	79	146	43	209	89	156	50	94					
6	Число погашенных избирательных бюллетеней	1578	108	106	107	128	53	636	97	237	26	80					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1125	78	181	79	146	43	209	89	156	50	94					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3145	284	197	241	320	70	1162	105	384	130	252					
9	Число недействительных избирательных бюллетеней	41	4	3	4	2	0	17	3	4	3	1					
10	Число действительных избирательных бюллетеней	4229	358	375	316	464	113	1354	191	536	177	345					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	480	90	40	30	40	30	100	20	70	20	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	226	64	14	14	27	17	25	3	26	9	27					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	76	4	3	3	4	3	37	2	11	6	3					
14	Число погашенных неиспользованных открепительных удостоверений	254	26	26	16	13	13	75	17	44	11	13					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	3	0	0	4	3	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0					
																	
18	1.Политическая партия «Аграрная партия России»	362	65	21	59	47	3	111	11	6	9	30					
		8.48%	17.96%	5.56%	18.44%	10.09%	2.65%	8.10%	5.67%	1.11%	5.00%	8.67%					
19	2.Всероссийская политическая партия «Гражданская Сила»	11	0	0	1	1	0	4	1	0	0	4					
		0.26%	0.00%	0.00%	0.31%	0.21%	0.00%	0.29%	0.52%	0.00%	0.00%	1.16%					
20	3.Политическая партия «Демократическая партия России»	2	0	0	0	0	0	2	0	0	0	0					
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	365	18	27	27	43	16	128	13	50	10	33					
		8.55%	4.97%	7.14%	8.44%	9.23%	14.16%	9.34%	6.70%	9.26%	5.56%	9.54%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	7	0	1	0	2	0	3	0	0	1	0					
		0.16%	0.00%	0.26%	0.00%	0.43%	0.00%	0.22%	0.00%	0.00%	0.56%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	5	1	0	0	0	0	2	2	0	0	0					
		0.12%	0.28%	0.00%	0.00%	0.00%	0.00%	0.15%	1.03%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	451	30	35	22	47	10	199	16	56	11	25					
		10.56%	8.29%	9.26%	6.88%	10.09%	8.85%	14.51%	8.25%	10.37%	6.11%	7.23%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	273	15	16	14	22	9	114	15	28	9	31					
		6.39%	4.14%	4.23%	4.38%	4.72%	7.96%	8.32%	7.73%	5.19%	5.00%	8.96%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	25	0	2	1	3	0	14	0	2	2	1					
		0.59%	0.00%	0.53%	0.31%	0.64%	0.00%	1.02%	0.00%	0.37%	1.11%	0.29%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	2723	229	273	192	298	75	775	133	393	134	221					
		63.77%	63.26%	72.22%	60.00%	63.95%	66.37%	56.53%	68.56%	72.78%	74.44%	63.87%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	5	0	0	0	1	0	2	0	1	1	0					
		0.12%	0.00%	0.00%	0.00%	0.21%	0.00%	0.15%	0.00%	0.19%	0.56%	0.00%					
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
