Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Первомайская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	22170	2457	2436	2543	2543	1225	727	371	712	528	586	275	334	200	506	1189	1447	107	161	469	505	539	144	600	343	237	986									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	22700	2550	2500	2600	2550	1250	750	400	750	550	600	300	350	200	500	1200	1450	100	150	500	500	550	150	650	350	250	1000									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	11828	957	840	1014	870	571	558	243	376	401	440	141	240	151	421	653	1185	90	120	392	410	456	125	383	252	132	407									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1582	120	37	28	111	93	113	97	79	74	38	59	29	25	62	105	77	8	21	43	50	49	15	113	40	11	85									
6	Число погашенных избирательных бюллетеней	9290	1473	1623	1558	1569	586	79	60	295	75	122	100	81	24	17	442	188	2	9	65	40	45	10	154	58	107	508									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1582	120	37	28	111	93	113	97	79	74	38	59	29	25	62	105	77	8	21	43	50	49	15	113	40	11	85									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	11828	957	840	1014	870	571	558	243	376	401	440	141	240	151	421	653	1185	90	120	392	410	456	125	383	252	132	407									
9	Число недействительных избирательных бюллетеней	171	20	28	19	10	3	5	7	6	4	18	3	4	4	2	13	6	0	0	0	2	1	3	3	0	3	7									
10	Число действительных избирательных бюллетеней	13239	1057	849	1023	971	661	666	333	449	471	460	197	265	172	481	745	1256	98	141	435	458	504	137	493	292	140	485									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	270	30	30	30	30	10	10	5	10	10	5	5	5	5	10	10	10	5	5	5	5	10	5	5	5	5	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	167	21	30	22	20	10	3	4	1	2	5	4	2	1	4	8	8	0	1	1	3	4	2	5	0	1	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	64	8	6	1	3	4	1	1	6	3	2	2	3	1	1	3	6	2	0	2	1	2	2	2	0	0	2									
14	Число погашенных неиспользованных открепительных удостоверений	103	9	0	8	10	0	7	1	9	8	0	1	3	4	6	2	2	5	4	4	2	6	3	0	5	4	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	97	21	4	20	11	2	3	0	4	4	2	0	0	0	0	6	2	0	0	2	2	6	0	3	2	2	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																					
