Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
Наименование Избирательной комиссии:    Новолакская																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303					
1	"Число избирателей, внесенных в списки"	15382	1119	1710	1260	1091	704	649	1001	1293	1263	692	620	839	554	420	412	175	55	203	160	110	139	220	261	291	81	60					
2	"Число бюллетеней, полученных участковыми комиссиями"	14011	1070	1414	1089	1042	580	597	897	1213	1175	663	620	670	528	420	349	176	55	202	160	100	115	200	268	266	81	61					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13131	846	1380	903	1017	580	529	897	1213	1065	605	620	618	490	412	349	175	55	202	160	98	115	160	243	261	78	60					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	237	29	0	36	0	0	19	0	0	54	23	0	29	24	8	0	0	0	0	0	0	0	0	12	0	3	0					
6	Число погашенных бюллетеней	643	195	34	150	25	0	49	0	0	56	35	0	23	14	0	0	1	0	0	0	2	0	40	13	5	0	1					
7	Число бюллетеней в переносных ящиках для голосования	237	29	0	36	0	0	19	0	0	54	23	0	29	24	8	0	0	0	0	0	0	0	0	12	0	3	0					
8	Число бюллетеней в стационарных ящиках для голосования	13102	846	1380	903	1017	551	529	897	1213	1065	605	620	618	490	412	349	175	55	202	160	98	115	160	243	261	78	60					
9	Число недействительных бюллетеней	299	8	100	41	31	2	30	0	37	2	0	0	23	9	7	0	3	0	0	0	0	0	2	0	4	0	0					
10	Число действительных бюллетеней	13040	867	1280	898	986	549	518	897	1176	1117	628	620	624	505	413	349	172	55	202	160	98	115	158	255	257	81	60					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	13	16	14	13	8	8	12	15	14	9	9	9	8	7	6	4	2	4	3	3	3	4	4	5	4	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	7	1	0	0	0	0	3	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	24	0	0	0	1	0	0	21	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	193	12	16	14	13	8	5	11	15	14	8	9	9	8	7	6	3	2	4	3	3	3	4	4	5	4	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	"1. ""ЕДИНЕНИЕ"""	40	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	2	0	1	4	0	1	0	9	0	0	0					
		0.29%	0.0%	0.0%	0.0%	2.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.14%	0.0%	0.49%	2.5%	0.0%	0.86%	0.0%	3.52%	0.0%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1945	104	220	250	357	90	129	209	59	20	74	8	159	100	41	80	0	0	0	0	0	0	6	9	30	0	0					
		14.58%	11.88%	15.94%	26.62%	35.10%	16.33%	23.54%	23.29%	4.86%	1.78%	11.78%	1.29%	24.57%	19.45%	9.76%	22.92%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.75%	3.52%	11.49%	0.0%	0.0%					
