Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																						
Дата голосования: 04.12.2011																						
																						
Наименование Избирательной комиссии:    Новосильская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №539	УИК №540	УИК №541	УИК №543	УИК №544					
1	"Число избирателей, внесенных в список избирателей"	7436	2090	1089	292	203	346	343	381	105	905	237	324	298	319	225	279					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	7682	2148	1125	303	220	359	342	403	114	947	239	321	316	335	227	283					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	3785	1160	663	184	103	200	149	180	64	338	68	124	181	152	77	142					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1057	94	23	49	55	43	67	86	20	161	102	104	72	81	60	40					
6	Число погашенных избирательных бюллетеней	2840	894	439	70	62	116	126	137	30	448	69	93	63	102	90	101					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1055	94	23	49	55	43	67	86	20	159	102	104	72	81	60	40					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3785	1160	663	184	103	200	149	180	64	338	68	124	181	152	77	142					
9	Число недействительных избирательных бюллетеней	82	18	14	5	4	6	4	5	2	8	0	2	4	3	1	6					
10	Число действительных избирательных бюллетеней	4758	1236	672	228	154	237	212	261	82	489	170	226	249	230	136	176					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	348	55	50	20	15	25	15	25	10	50	10	11	16	16	15	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	223	42	24	10	13	16	1	21	9	42	3	2	16	16	3	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	87	15	12	5	2	3	6	5	5	7	7	7	3	5	3	2					
14	Число погашенных неиспользованных открепительных удостоверений	125	13	26	10	2	9	14	4	1	8	7	9	0	0	12	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	527	169	98	29	17	31	14	26	3	61	16	13	6	14	11	19					
		10.89%	13.48%	14.29%	12.45%	10.76%	12.76%	6.48%	9.77%	3.57%	12.27%	9.41%	5.70%	2.37%	6.01%	8.03%	10.44%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	667	210	98	33	37	23	26	33	10	69	23	30	13	18	14	30					
		13.78%	16.75%	14.29%	14.16%	23.42%	9.47%	12.04%	12.41%	11.90%	13.88%	13.53%	13.16%	5.14%	7.73%	10.22%	16.48%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	42	7	6	1	1	1	1	1	0	8	2	2	1	3	2	6					
		0.87%	0.56%	0.87%	0.43%	0.63%	0.41%	0.46%	0.38%	0.00%	1.61%	1.18%	0.88%	0.40%	1.29%	1.46%	3.30%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1211	351	195	49	33	45	24	80	12	140	42	44	62	47	57	30					
		25.02%	27.99%	28.43%	21.03%	20.89%	18.52%	11.11%	30.08%	14.29%	28.17%	24.71%	19.30%	24.51%	20.17%	41.61%	16.48%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	46	13	8	4	0	1	2	3	1	2	2	6	0	4	0	0					
		0.95%	1.04%	1.17%	1.72%	0.00%	0.41%	0.93%	1.13%	1.19%	0.40%	1.18%	2.63%	0.00%	1.72%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2242	474	265	111	64	136	144	118	56	207	85	129	167	143	52	91					
		46.32%	37.80%	38.63%	47.64%	40.51%	55.97%	66.67%	44.36%	66.67%	41.65%	50.00%	56.58%	66.01%	61.37%	37.96%	50.00%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	23	12	2	1	2	0	1	0	0	2	0	2	0	1	0	0					
		0.48%	0.96%	0.29%	0.43%	1.27%	0.00%	0.46%	0.00%	0.00%	0.40%	0.00%	0.88%	0.00%	0.43%	0.00%	0.00%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
