Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																		
Дата голосования: 04.12.2011																																		
																																		
Наименование Избирательной комиссии:    Зиминская 																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500					
1	"Число избирателей, внесенных в список избирателей"	10565	821	278	135	190	96	212	304	1542	275	338	77	567	191	426	593	521	529	636	265	232	211	370	243	193	1088	124	108					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10365	800	250	135	190	105	210	310	1500	260	330	80	570	190	420	600	500	510	640	270	240	210	380	250	190	1000	120	105					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5334	472	186	69	101	52	106	149	701	128	168	54	243	89	197	282	260	303	326	122	116	94	172	144	111	562	51	76					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	980	53	42	27	21	13	28	46	133	19	50	0	44	16	75	105	64	23	36	5	13	21	18	32	21	67	6	2					
6	Число погашенных избирательных бюллетеней	4051	275	22	39	68	40	76	115	666	113	112	26	283	85	148	213	176	184	278	143	111	95	190	74	58	371	63	27					
7	Число избирательных бюллетеней в переносных ящиках для голосования	980	53	42	27	21	13	28	46	133	19	50	0	44	16	75	105	64	23	36	5	13	21	18	32	21	67	6	2					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5333	472	186	69	101	52	106	149	701	128	168	54	243	89	197	282	260	303	326	122	116	93	172	144	111	562	51	76					
9	Число недействительных избирательных бюллетеней	68	6	0	0	2	1	1	4	9	1	2	0	1	0	7	4	4	5	4	0	1	1	3	0	0	11	0	1					
10	Число действительных избирательных бюллетеней	6245	519	228	96	120	64	133	191	825	146	216	54	286	105	265	383	320	321	358	127	128	113	187	176	132	618	57	77					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	299	25	25	5	5	12	5	10	15	5	14	5	15	5	10	15	13	10	10	5	10	10	15	10	5	20	15	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	288	25	25	5	5	9	5	10	15	5	14	5	15	3	6	15	11	10	10	5	10	10	15	10	5	20	15	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	116	8	7	5	3	2	4	3	5	7	3	5	3	3	3	7	1	7	6	2	4	1	4	5	7	6	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	11	0	0	0	0	3	0	0	0	0	0	0	0	2	4	0	2	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	466	45	17	4	9	6	8	15	63	13	11	4	25	4	19	25	30	26	34	10	5	8	15	10	9	46	2	3					
