Выборы Президента Российской Федерации																																																									
Дата голосования: 02.03.2008																																																									
																																																									
Наименование Избирательной комиссии:    Железнодорожная городская																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
	Число участковых избирательных комиссий	50																																																							
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	50																																																							
																																																									
		Сумма	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555					
1	"Число избирателей, включенных в списки избирателей"	97652	453	1841	1335	2641	1492	1684	1217	1568	2156	1849	1706	2147	1994	2308	2404	2015	475	2511	2074	1618	1853	1438	2192	2272	2207	1615	2315	2135	2354	2428	1665	2144	2397	2443	2254	2041	2546	2532	2209	2033	2085	2331	2423	1396	2382	2073	2601	2600	780	420					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	88900	400	1700	1200	2350	1300	1500	1100	1400	1950	1700	1550	2000	1800	2100	2200	1850	450	2250	1850	1450	1650	1250	2050	2050	2100	1500	2150	1950	2150	2250	1450	2100	2300	2150	2050	1850	2200	2150	1950	1850	1850	2100	2300	1250	2100	1850	2400	2550	800	450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	80445	366	1631	970	1980	1149	1372	960	1134	1737	1462	1173	1724	1466	1927	2105	1674	279	1876	1798	1353	1559	1019	1858	1851	1965	1326	1987	1775	1929	1982	1439	1945	2074	2033	1977	1664	2146	2002	1907	1677	1753	1805	2076	1131	1935	1773	2291	2322	734	374					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1846	18	28	45	31	13	15	45	48	20	38	23	30	18	27	13	8	171	7	13	14	22	17	47	28	23	19	56	36	36	28	9	48	60	37	33	48	36	26	29	56	40	30	211	38	29	52	19	28	45	35					
6	Число погашенных избирательных бюллетеней	6609	16	41	185	339	138	113	95	218	193	200	354	246	316	146	82	168	0	367	39	83	69	214	145	171	112	155	107	139	185	240	2	107	166	80	40	138	18	122	14	117	57	265	13	81	136	25	90	200	21	41					
