Выборы Президента Российской Федерации																																																					
																																																					
Наименование Избирательной комиссии:    Железнодорожная городская																																																					
																																																					
Итоги голосования 																																																					
																																																					
		Сумма	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524					
1	"Число избирателей, внесенных в список"	91287	420	1798	1329	2602	2664	1315	1510	2034	1449	2326	2318	2010	2103	2291	2010	114	2214	1611	1777	1994	2041	2381	2249	2637	2292	2461	2360	2743	2526	2458	2176	2347	1635	2338	1913	1544	2230	2470	2562	1175	2411	2174	2613	2478	821	363					
2	Число полученных избирательных бюллетеней	87733	380	1680	1280	2400	2500	1270	1460	2000	1400	2260	2260	1940	2190	2200	1940	103	2110	1550	1770	1920	1980	2410	2170	2540	2200	2450	2240	2740	2450	2370	2110	2260	1580	2210	1830	1430	2150	2370	2430	1140	2300	2040	2300	2340	780	300					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	49977	240	998	672	1478	1526	704	803	1076	731	1154	1393	1189	1237	1357	1125	47	1235	831	782	1088	1112	1468	1292	1536	1128	1378	1211	1586	1408	1490	1203	1364	920	1306	1071	799	1167	1233	1409	495	1246	1087	1470	1363	409	160					
5	"Число избирательных бюллетеней, выданных вне помещения"	1248	22	22	37	27	9	29	35	14	34	26	22	9	22	10	9	56	11	33	19	32	11	34	14	4	36	56	29	51	33	11	33	37	24	17	20	47	28	39	33	48	28	19	24	21	44	29					
6	Число погашенных избирательных бюллетеней	36507	118	660	570	895	965	537	622	910	635	1080	845	742	931	833	806	0	864	686	969	800	857	908	864	1000	1036	1016	1000	1103	1009	869	874	859	636	887	739	584	955	1098	988	597	1026	934	806	956	327	111					
7	Число избирательных бюллетеней в переносных ящиках	1248	22	22	37	27	9	29	35	14	34	26	22	9	22	10	9	56	11	33	19	32	11	34	14	4	36	56	29	51	33	11	33	37	24	17	20	47	28	39	33	48	28	19	24	21	44	29					
8	Число бюллетеней в стационарных ящиках для голосования	49951	240	995	672	1478	1526	704	803	1076	731	1153	1389	1188	1237	1357	1125	47	1235	831	782	1088	1112	1468	1291	1536	1127	1378	1209	1586	1408	1490	1202	1364	920	1306	1070	799	1166	1230	1409	495	1245	1087	1464	1363	409	160					
9	Число недействительных избирательных бюллетеней	471	0	8	8	7	16	13	7	18	7	25	13	9	7	11	10	0	10	11	19	12	16	20	11	14	8	11	9	19	9	11	5	12	6	6	16	4	11	12	8	9	23	12	8	0	0	0					
10	Число действительных избирательных бюллетеней	50728	262	1009	701	1498	1519	720	831	1072	758	1154	1398	1188	1252	1356	1124	103	1236	853	782	1108	1107	1482	1294	1526	1155	1423	1229	1618	1432	1490	1230	1389	938	1317	1074	842	1183	1257	1434	534	1250	1094	1480	1384	453	189					
11	Число полученных открепительных  удостоверений	2100	30	40	40	50	50	40	40	50	40	50	50	40	50	50	40	0	40	40	40	40	40	60	50	60	50	60	50	60	60	60	50	50	40	50	40	40	50	50	50	40	60	50	60	60	40	0					
12	Число выданных открепительных удостоверений	859	5	15	7	20	20	15	8	15	14	19	28	18	20	23	17	0	18	14	12	7	20	37	21	27	13	37	17	26	18	35	24	22	13	23	20	17	26	29	34	10	12	13	32	31	7	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	663	14	12	7	18	18	4	10	18	7	12	16	12	6	11	16	6	16	7	3	5	13	26	15	8	7	22	11	24	7	16	11	15	14	9	10	10	12	10	17	6	17	7	73	24	28	33					
14	Число неиспользованных открепительных удостоверений	1241	25	25	33	30	30	25	32	35	26	31	22	22	30	27	23	0	22	26	28	33	20	23	29	33	37	23	33	34	42	25	26	28	27	27	20	23	24	21	16	30	48	37	28	29	33	0					
15	"Число открепительных удостоверений, выданных в ТИК"	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
