Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																														
Дата голосования: 07.12.2003 0:00:00																														
																														
Наименование Избирательной комиссии:    Староминская																														
																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																														
																														
		Сумма	УИК №4701	УИК №4702	УИК №4703	УИК №4704	УИК №4705	УИК №4706	УИК №4707	УИК №4708	УИК №4709	УИК №4710	УИК №4711	УИК №4712	УИК №4713	УИК №4714	УИК №4715	УИК №4716	УИК №4717	УИК №4718	УИК №4719	УИК №4720	УИК №4721	УИК №4722	УИК №4723					
1	"Число избирателей, внесенных в списки"	33571	2056	2289	1315	2219	2236	1716	2320	2141	2212	1350	2095	2747	262	516	315	1868	321	1186	441	1583	1753	440	190					
2	"Число бюллетеней, полученных участковыми комиссиями"	33343	2030	2272	1289	2178	2225	1725	2308	2133	2210	1323	2049	2720	262	519	316	1854	320	1192	443	1591	1754	438	192					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15427	824	1054	600	1085	954	846	1064	1017	1009	607	1030	1159	171	261	160	865	163	512	213	687	790	189	167					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	742	33	26	28	42	30	32	6	50	55	21	37	71	0	7	6	129	16	19	8	45	42	39	0					
6	Число погашенных бюллетеней	17174	1173	1192	661	1051	1241	847	1238	1066	1146	695	982	1490	91	251	150	860	141	661	222	859	922	210	25					
7	Число бюллетеней в переносных ящиках для голосования	742	33	26	28	42	30	32	6	50	55	21	37	71	0	7	6	129	16	19	8	45	42	39	0					
8	Число бюллетеней в стационарных ящиках для голосования	15387	824	1054	600	1085	954	846	1064	1017	1009	607	993	1157	171	261	160	864	163	512	213	687	790	189	167					
9	Число недействительных бюллетеней	155	11	9	7	10	9	1	4	9	11	6	15	10	0	5	5	7	2	8	0	12	8	5	1					
10	Число действительных бюллетеней	15974	846	1071	621	1117	975	877	1066	1058	1053	622	1015	1218	171	263	161	986	177	523	221	720	824	223	166					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	400	24	27	15	26	26	21	28	26	27	16	25	33	3	6	4	22	4	14	5	19	20	6	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	44	2	2	0	6	4	0	3	2	6	1	3	4	0	0	0	4	1	1	1	0	3	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	53	1	3	1	14	4	0	7	1	5	4	4	2	0	0	0	1	0	0	0	0	3	2	1					
14	Число погашенных открепительных удостоверений	356	22	25	15	20	22	21	25	24	21	15	22	29	3	6	4	18	3	13	4	19	17	5	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	"1. ""ЕДИНЕНИЕ"""	202	9	15	6	10	11	3	19	11	6	12	18	9	5	6	1	14	2	15	6	2	11	4	7					
		1.25%	1.05%	1.38%	0.95%	0.88%	1.11%	0.34%	1.77%	1.03%	0.56%	1.91%	1.74%	0.73%	2.92%	2.23%	0.60%	1.40%	1.11%	2.82%	2.71%	0.27%	1.32%	1.75%	4.19%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	205	11	13	8	23	17	10	13	17	15	12	11	13	1	2	2	14	0	6	0	7	6	0	4					
		1.27%	1.28%	1.20%	1.27%	2.04%	1.72%	1.13%	1.21%	1.59%	1.40%	1.91%	1.06%	1.05%	0.58%	0.74%	1.20%	1.40%	0.0%	1.12%	0.0%	0.95%	0.72%	0.0%	2.39%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	313	21	13	25	17	11	16	26	24	19	12	24	21	6	5	5	16	2	14	5	8	14	6	3					
		1.94%	2.45%	1.20%	3.98%	1.50%	1.11%	1.82%	2.42%	2.24%	1.78%	1.91%	2.33%	1.71%	3.50%	1.86%	3.01%	1.61%	1.11%	2.63%	2.26%	1.09%	1.68%	2.63%	1.79%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	240	13	19	14	26	10	23	15	11	20	15	9	15	1	5	3	9	2	3	0	8	11	2	6					
		1.48%	1.51%	1.75%	2.22%	2.30%	1.01%	2.61%	1.40%	1.03%	1.87%	2.38%	0.87%	1.22%	0.58%	1.86%	1.80%	0.90%	1.11%	0.56%	0.0%	1.09%	1.32%	0.87%	3.59%					
22	"5. ""За Русь Святую"""	108	5	1	1	9	8	7	11	8	12	7	7	8	0	0	0	3	0	0	2	8	4	4	3					
		0.66%	0.58%	0.09%	0.15%	0.79%	0.81%	0.79%	1.02%	0.74%	1.12%	1.11%	0.67%	0.65%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.90%	1.09%	0.48%	1.75%	1.79%					
23	"6. ""Объединенная Российская партия ""Русь"""	46	1	2	0	0	2	3	7	2	2	0	6	3	1	3	0	1	0	2	1	3	6	0	1					
		0.28%	0.11%	0.18%	0.0%	0.0%	0.20%	0.34%	0.65%	0.18%	0.18%	0.0%	0.58%	0.24%	0.58%	1.11%	0.0%	0.10%	0.0%	0.37%	0.45%	0.40%	0.72%	0.0%	0.59%					
24	"7. ""Новый курс - Автомобильная Россия"""	126	7	8	4	6	8	11	5	9	18	2	8	6	0	1	1	10	1	3	2	1	10	1	4					
		0.78%	0.81%	0.74%	0.63%	0.53%	0.81%	1.25%	0.46%	0.84%	1.69%	0.31%	0.77%	0.48%	0.0%	0.37%	0.60%	1.00%	0.55%	0.56%	0.90%	0.13%	1.20%	0.43%	2.39%					
25	"8. ""Народно-республиканская партия России"""	53	1	3	0	4	4	12	1	1	4	1	5	0	0	2	0	4	2	0	0	1	2	5	1					
		0.32%	0.11%	0.27%	0.0%	0.35%	0.40%	1.36%	0.09%	0.09%	0.37%	0.15%	0.48%	0.0%	0.0%	0.74%	0.0%	0.40%	1.11%	0.0%	0.0%	0.13%	0.24%	2.19%	0.59%					
26	"9. ""Российская экологическая партия ""Зеленые"""	46	1	2	2	7	1	4	3	5	1	2	3	0	0	1	1	2	2	0	1	0	5	0	3					
		0.28%	0.11%	0.18%	0.31%	0.62%	0.10%	0.45%	0.28%	0.46%	0.09%	0.31%	0.29%	0.0%	0.0%	0.37%	0.60%	0.20%	1.11%	0.0%	0.45%	0.0%	0.60%	0.0%	1.79%					
27	"10. ""Аграрная партия России"""	870	51	75	31	32	65	43	64	38	41	27	84	47	11	14	7	80	9	46	13	41	37	13	1					
		5.39%	5.95%	6.94%	4.93%	2.83%	6.60%	4.89%	5.98%	3.56%	3.85%	4.29%	8.15%	3.82%	6.43%	5.22%	4.21%	8.05%	5.02%	8.66%	5.88%	5.60%	4.44%	5.70%	0.59%					
28	"11. ""Истинные патриоты России"""	14	0	0	1	0	0	0	0	0	0	1	2	1	0	0	0	2	0	2	0	0	0	1	4					
		0.08%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.19%	0.08%	0.0%	0.0%	0.0%	0.20%	0.0%	0.37%	0.0%	0.0%	0.0%	0.43%	2.39%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	194	8	19	5	24	5	9	17	13	15	6	17	13	5	3	3	13	2	3	5	1	6	2	0					
		1.20%	0.93%	1.75%	0.79%	2.12%	0.50%	1.02%	1.58%	1.21%	1.40%	0.95%	1.65%	1.05%	2.92%	1.11%	1.80%	1.30%	1.11%	0.56%	2.26%	0.13%	0.72%	0.87%	0.0%					
30	"13. ""Демократическая партия России"""	43	3	3	1	3	1	0	3	1	5	1	9	3	1	1	1	2	0	0	0	0	4	1	0					
		0.26%	0.35%	0.27%	0.15%	0.26%	0.10%	0.0%	0.28%	0.09%	0.46%	0.15%	0.87%	0.24%	0.58%	0.37%	0.60%	0.20%	0.0%	0.0%	0.0%	0.0%	0.48%	0.43%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	23	3	1	1	2	0	2	3	0	1	1	1	2	0	0	0	1	0	0	1	0	3	0	1					
		0.14%	0.35%	0.09%	0.15%	0.17%	0.0%	0.22%	0.28%	0.0%	0.09%	0.15%	0.09%	0.16%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.45%	0.0%	0.36%	0.0%	0.59%					
32	"15. ""Партия СЛОН"""	12	0	0	0	1	0	0	0	2	2	1	1	3	0	0	0	2	0	0	0	0	0	0	0					
