Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Труновская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	26523	454	2449	2756	1392	1869	1520	1783	334	1214	2561	1035	1025	418	1445	1904	558	1204	243	283	166	167	1220	523									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	26553	448	2462	2727	1391	1863	1515	1786	337	1225	2533	1049	1027	413	1455	1900	567	1218	246	291	167	171	1232	530									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	10406	157	850	1078	550	806	508	727	103	475	928	370	340	107	511	715	213	661	119	178	148	131	456	275									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1822	60	234	202	51	69	126	59	34	40	96	54	72	90	165	112	150	51	3	15	0	0	119	20									
6	Число погашенных избирательных бюллетеней	14325	231	1378	1447	790	988	881	1000	200	710	1509	625	615	216	779	1073	204	506	124	98	19	40	657	235									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1822	60	234	202	51	69	126	59	34	40	96	54	72	90	165	112	150	51	3	15	0	0	119	20									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	10405	157	850	1078	550	806	508	726	103	475	928	370	340	107	511	715	213	661	119	178	148	131	456	275									
9	Число недействительных избирательных бюллетеней	444	17	34	22	26	26	10	76	13	32	47	19	13	0	27	16	13	17	2	6	5	6	13	4									
10	Число действительных избирательных бюллетеней	11783	200	1050	1258	575	849	624	709	124	483	977	405	399	197	649	811	350	695	120	187	143	125	562	291									
