Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																					
Дата голосования: 07.12.2003 0:00:00																																					
																																					
Наименование Избирательной комиссии:    Балтасинская																																					
																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																					
																																					
		Сумма	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087					
1	"Число избирателей, внесенных в списки"	23855	2844	2551	817	387	513	337	837	532	850	484	1758	728	750	376	498	225	1287	713	723	663	357	415	700	328	215	1631	457	808	164	907					
2	"Число бюллетеней, полученных участковыми комиссиями"	23700	2764	2491	824	389	514	337	838	530	843	485	1732	728	748	376	498	225	1291	712	727	663	356	415	700	330	215	1633	456	810	163	907					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	21407	2729	2454	726	358	412	325	761	443	668	383	1536	582	596	360	423	182	1143	666	659	589	315	410	531	316	192	1451	432	756	155	854					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1742	14	1	82	28	83	12	66	74	153	90	80	138	77	11	75	43	144	36	61	73	41	5	165	12	22	27	16	52	8	53					
6	Число погашенных бюллетеней	551	21	36	16	3	19	0	11	13	22	12	116	8	75	5	0	0	4	10	7	1	0	0	4	2	1	155	8	2	0	0					
7	Число бюллетеней в переносных ящиках для голосования	1742	14	1	82	28	83	12	66	74	153	90	80	138	77	11	75	43	144	36	61	73	41	5	165	12	22	27	16	52	8	53					
8	Число бюллетеней в стационарных ящиках для голосования	21407	2729	2454	726	358	412	325	761	443	668	383	1536	582	596	360	423	182	1143	666	659	589	315	410	531	316	192	1451	432	756	155	854					
9	Число недействительных бюллетеней	203	0	6	0	0	0	4	2	0	6	58	18	0	14	0	0	13	0	0	44	6	0	0	4	1	14	0	1	4	8	0					
10	Число действительных бюллетеней	22946	2743	2449	808	386	495	333	825	517	815	415	1598	720	659	371	498	212	1287	702	676	656	356	415	692	327	200	1478	447	804	155	907					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	300	36	30	10	5	6	5	9	6	10	6	22	10	9	5	5	5	15	9	9	8	4	5	9	4	5	22	5	10	5	11					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	105	9	14	8	1	1	1	3	4	5	0	10	10	1	3	0	1	4	2	2	2	0	2	5	2	2	5	0	6	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	44	15	5	0	0	0	0	2	3	1	0	10	0	1	0	0	0	0	0	0	0	2	1	0	0	2	1	1	0	0	0					
14	Число погашенных открепительных удостоверений	195	27	16	2	4	5	4	6	2	5	6	12	0	8	2	5	4	11	7	7	6	4	3	4	2	3	17	5	4	4	10					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	"1. ""ЕДИНЕНИЕ"""	151	3	1	5	5	3	6	0	0	5	7	64	0	10	0	3	0	0	0	0	0	0	0	1	0	4	4	7	2	3	18					
		0.65%	0.10%	0.04%	0.61%	1.29%	0.60%	1.78%	0.0%	0.0%	0.60%	1.47%	3.96%	0.0%	1.48%	0.0%	0.60%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	1.86%	0.27%	1.56%	0.24%	1.84%	1.98%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	31	2	1	0	0	3	1	2	0	0	0	12	0	0	0	2	0	0	0	0	1	0	0	0	0	0	6	0	1	0	0					
		0.13%	0.07%	0.04%	0.0%	0.0%	0.60%	0.29%	0.24%	0.0%	0.0%	0.0%	0.74%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%	0.12%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	71	6	1	1	0	1	0	0	2	9	2	32	0	3	0	0	0	0	0	0	2	2	0	0	0	1	2	2	1	4	0					
		0.30%	0.21%	0.04%	0.12%	0.0%	0.20%	0.0%	0.0%	0.38%	1.09%	0.42%	1.98%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.56%	0.0%	0.0%	0.0%	0.46%	0.13%	0.44%	0.12%	2.45%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	87	1	1	0	2	4	0	1	2	5	0	27	0	2	0	6	3	0	0	0	1	0	0	0	4	3	4	0	4	1	16					
		0.37%	0.03%	0.04%	0.0%	0.51%	0.80%	0.0%	0.12%	0.38%	0.60%	0.0%	1.67%	0.0%	0.29%	0.0%	1.20%	1.33%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	1.21%	1.40%	0.27%	0.0%	0.49%	0.61%	1.76%					
