Выборы Президента Российской Федерации																																																								
																																																								
Наименование Избирательной комиссии:    Лысьвенская городская																																																								
																																																								
Итоги голосования 																																																								
																																																								
		Сумма	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2022	УИК №2023	УИК №2024	УИК №2025	УИК №2026	УИК №2027	УИК №2028	УИК №2029	УИК №2030	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035	УИК №2036	УИК №2037	УИК №2038	УИК №2039	УИК №2040	УИК №2041	УИК №2042	УИК №2043	УИК №2044	УИК №2045	УИК №2046	УИК №2047	УИК №2048	УИК №2049					
1	"Число избирателей, внесенных в список"	67957	1320	1369	1656	1092	1233	1137	2028	1151	1475	2310	2063	2779	2504	2826	1601	2307	2377	2814	1941	1618	1951	2085	1367	1194	2400	1607	1953	2775	2509	2620	326	519	623	235	403	363	581	472	222	1422	773	306	260	316	261	1112	559	514	628					
2	Число полученных избирательных бюллетеней	68240	1200	1350	1650	1050	1200	1100	2000	1150	1450	2300	2050	2800	2550	2800	1600	2300	2350	2850	1950	1650	1950	2100	1350	1200	2400	1600	1950	2800	2550	2700	450	500	600	200	390	320	670	550	220	1500	770	290	270	370	290	1150	540	560	650					
3	"Число избирательных бюллетеней, выданных  досрочно"	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83					
4	"Число избирательных бюллетеней, выданных в день голосования"	42094	767	787	962	587	603	495	1183	734	839	1374	1237	1873	1714	1857	934	1448	1692	1978	1290	1076	1359	1411	828	721	1263	1096	1323	1716	1499	1765	237	264	397	101	279	192	370	280	151	878	434	173	152	176	143	544	341	230	341					
5	"Число избирательных бюллетеней, выданных вне помещения"	3210	91	68	65	47	34	130	63	38	47	71	39	75	51	62	58	80	43	61	36	63	54	92	35	53	103	42	57	123	69	53	89	141	57	69	24	59	78	55	36	44	74	40	51	65	26	180	45	140	34					
6	Число погашенных избирательных бюллетеней	22853	342	495	623	416	563	475	754	378	564	855	774	852	785	881	608	772	615	811	624	511	537	597	487	426	1034	462	570	961	982	882	124	95	146	30	87	69	222	215	33	578	262	77	67	129	121	426	154	190	192					
7	Число избирательных бюллетеней в переносных ящиках	3293	91	68	65	47	34	130	63	38	47	71	39	75	51	62	58	80	43	61	36	63	54	92	35	53	103	42	57	123	69	53	89	141	57	69	24	59	78	55	36	44	74	40	51	65	26	180	45	140	117					
8	Число бюллетеней в стационарных ящиках для голосования	42080	767	787	962	587	603	495	1183	733	839	1374	1237	1873	1713	1857	934	1448	1692	1978	1290	1076	1359	1407	828	720	1263	1096	1316	1716	1499	1765	237	264	397	101	279	192	370	280	151	878	434	173	152	176	143	544	341	230	341					
9	Число недействительных избирательных бюллетеней	436	8	6	14	7	0	0	9	15	1	11	4	28	12	13	7	14	14	14	10	9	11	3	8	3	12	12	19	19	12	12	16	6	4	1	7	7	6	17	8	10	6	1	4	2	11	9	6	4	4					
10	Число действительных избирательных бюллетеней	44937	850	849	1013	627	637	625	1237	756	885	1434	1272	1920	1752	1906	985	1514	1721	2025	1316	1130	1402	1496	855	770	1354	1126	1354	1820	1556	1806	310	399	450	169	296	244	442	318	179	912	502	212	199	239	158	715	380	366	454					
11	Число полученных открепительных  удостоверений	953	15	15	20	15	15	10	25	15	20	30	25	40	35	40	20	30	30	40	35	25	25	25	20	15	30	20	25	40	35	40	15	10	10	5	10	8	10	10	5	20	10	5	5	5	5	15	10	10	10					
12	Число выданных открепительных удостоверений	583	6	11	10	3	6	1	15	12	6	14	17	33	31	17	9	17	18	29	33	25	13	25	9	8	23	14	16	24	19	32	9	4	4	0	10	8	2	0	5	11	2	5	2	5	2	3	4	3	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	445	13	6	5	3	6	3	9	10	10	14	16	13	11	13	10	16	21	10	5	6	18	6	10	8	5	9	8	18	4	12	14	9	8	22	3	9	7	3	4	8	7	2	7	3	4	7	12	7	11					
14	Число неиспользованных открепительных удостоверений	370	9	4	10	12	9	9	10	3	14	16	8	7	4	23	11	13	12	11	2	0	12	0	11	7	7	6	9	16	16	8	6	6	6	5	0	0	8	10	0	9	8	0	3	0	3	12	6	7	2					
15	"Число открепительных удостоверений, выданных в ТИК"	43	0	0	0	0	2	0	2	0	2	4	2	2	3	1	2	1	3	3	2	1	0	0	0	0	4	0	0	0	3	1	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																								
18	. Глазьев Сергей Юрьевич	1232	15	22	23	15	18	10	23	16	16	41	49	51	43	50	29	36	51	49	53	49	65	68	31	24	39	32	42	38	48	48	11	5	10	4	5	10	7	6	6	19	5	3	7	5	5	9	5	14	2					
		2.72%	1.75%	2.57%	2.24%	2.37%	2.83%	1.60%	1.85%	2.08%	1.81%	2.84%	3.84%	2.62%	2.44%	2.61%	2.92%	2.36%	2.94%	2.40%	4.00%	4.30%	4.60%	4.54%	3.59%	3.10%	2.86%	2.81%	3.06%	2.07%	3.06%	2.64%	3.37%	1.23%	2.20%	2.35%	1.65%	3.98%	1.56%	1.79%	3.21%	2.06%	0.98%	1.41%	3.45%	2.07%	2.96%	1.24%	1.30%	3.78%	0.44%					
19	. Малышкин Олег Александрович	779	17	15	23	17	17	20	24	13	11	18	21	31	28	24	17	32	26	26	22	11	18	20	22	14	24	9	15	41	24	23	10	13	10	3	6	8	9	8	4	14	13	7	12	5	2	9	7	9	7					
		1.72%	1.98%	1.75%	2.24%	2.68%	2.67%	3.20%	1.93%	1.69%	1.24%	1.25%	1.65%	1.59%	1.59%	1.25%	1.71%	2.09%	1.50%	1.28%	1.66%	0.97%	1.27%	1.33%	2.55%	1.81%	1.76%	0.79%	1.09%	2.23%	1.53%	1.27%	3.07%	3.21%	2.20%	1.76%	1.98%	3.19%	2.01%	2.39%	2.14%	1.52%	2.56%	3.29%	5.91%	2.07%	1.18%	1.24%	1.81%	2.43%	1.53%					
20	. Миронов Сергей Михайлович	283	6	4	3	5	5	2	7	6	3	5	7	11	11	12	6	6	8	14	8	9	9	9	3	3	10	5	12	10	8	7	5	3	2	0	4	3	2	7	5	7	2	1	1	3	5	7	2	8	2					
		0.62%	0.70%	0.47%	0.29%	0.79%	0.78%	0.32%	0.56%	0.78%	0.34%	0.35%	0.55%	0.56%	0.62%	0.63%	0.60%	0.39%	0.46%	0.69%	0.60%	0.79%	0.64%	0.60%	0.35%	0.39%	0.73%	0.44%	0.87%	0.54%	0.51%	0.39%	1.53%	0.74%	0.44%	0.00%	1.32%	1.20%	0.45%	2.09%	2.67%	0.76%	0.39%	0.47%	0.49%	1.24%	2.96%	0.97%	0.52%	2.16%	0.44%					
21	. Путин Владимир Владимирович	37950	709	726	877	549	547	548	1083	625	779	1236	1067	1628	1512	1599	818	1291	1424	1732	1047	906	1158	1220	701	640	1131	982	1117	1550	1327	1541	266	356	389	146	249	201	337	221	125	786	433	175	160	206	131	631	335	306	427					
		83.64%	82.63%	84.91%	85.39%	86.59%	85.87%	87.68%	86.92%	81.06%	87.92%	85.54%	83.62%	83.57%	85.71%	83.32%	82.46%	84.49%	82.07%	84.94%	78.96%	79.54%	81.95%	81.39%	81.23%	82.79%	82.80%	86.29%	81.35%	84.28%	84.63%	84.76%	81.60%	87.90%	85.68%	85.88%	82.18%	80.08%	75.22%	65.97%	66.84%	85.25%	85.24%	82.16%	78.82%	85.48%	77.51%	87.15%	86.79%	82.70%	93.23%					
22	. Хакамада Ирина Муцуовна	1025	22	8	15	5	8	6	24	23	10	39	26	38	28	71	23	42	40	55	43	47	51	57	18	23	28	23	44	42	24	46	5	5	7	1	4	3	3	4	3	14	11	3	5	1	6	7	3	8	3					
		2.26%	2.56%	0.94%	1.46%	0.79%	1.26%	0.96%	1.93%	2.98%	1.13%	2.70%	2.04%	1.95%	1.59%	3.70%	2.32%	2.75%	2.31%	2.70%	3.24%	4.13%	3.61%	3.80%	2.09%	2.98%	2.05%	2.02%	3.20%	2.28%	1.53%	2.53%	1.53%	1.23%	1.54%	0.59%	1.32%	1.20%	0.67%	1.19%	1.60%	1.52%	2.17%	1.41%	2.46%	0.41%	3.55%	0.97%	0.78%	2.16%	0.66%					
23	. Харитонов Николай Михайлович	2803	61	55	54	25	33	32	57	47	56	66	84	115	94	104	68	84	121	103	108	85	77	90	66	46	96	56	98	101	89	104	9	13	25	13	24	16	78	71	32	58	37	23	12	12	8	49	23	15	10					
		6.18%	7.11%	6.43%	5.26%	3.94%	5.18%	5.12%	4.57%	6.10%	6.32%	4.57%	6.58%	5.90%	5.33%	5.42%	6.85%	5.50%	6.97%	5.05%	8.14%	7.46%	5.45%	6.00%	7.65%	5.95%	7.03%	4.92%	7.14%	5.49%	5.68%	5.72%	2.76%	3.21%	5.51%	7.65%	7.92%	6.37%	17.41%	21.19%	17.11%	6.29%	7.28%	10.80%	5.91%	4.98%	4.73%	6.77%	5.96%	4.05%	2.18%					
																																																								
24	Против всех	865	20	19	18	11	9	7	19	26	10	29	18	46	36	46	24	23	51	46	35	23	24	32	14	20	26	19	26	38	36	37	4	4	7	2	4	3	6	1	4	14	1	0	2	7	1	3	5	6	3					
		1.91%	2.33%	2.22%	1.75%	1.74%	1.41%	1.12%	1.52%	3.37%	1.13%	2.01%	1.41%	2.36%	2.04%	2.40%	2.42%	1.51%	2.94%	2.26%	2.64%	2.02%	1.70%	2.13%	1.62%	2.59%	1.90%	1.67%	1.89%	2.07%	2.30%	2.04%	1.23%	0.99%	1.54%	1.18%	1.32%	1.20%	1.34%	0.30%	2.14%	1.52%	0.20%	0.00%	0.99%	2.90%	0.59%	0.41%	1.30%	1.62%	0.66%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
