Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																						
Дата голосования: 02.12.2007																																																						
																																																						
Наименование Избирательной комиссии:    Прохоровская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854					
1	"Число избирателей, внесенных в списки избирателей"	22905	1237	268	903	419	288	683	175	611	154	352	362	145	236	377	313	356	476	199	147	384	331	124	720	170	710	207	293	168	269	116	623	1088	1173	1165	1243	1115	1160	1434	151	197	552	128	452	202	102	637	290					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	22737	1230	265	880	410	290	680	175	610	155	350	370	145	245	375	315	355	490	200	145	385	325	125	720	170	710	200	295	165	275	115	620	1010	1200	1150	1200	1120	1150	1400	150	195	550	130	460	200	102	640	290					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16631	809	186	783	313	219	542	96	403	100	210	249	110	125	263	254	267	325	113	104	269	250	93	557	109	603	119	191	101	150	85	455	716	898	801	918	850	695	1157	116	147	389	105	383	147	69	587	200					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	4346	328	34	84	97	59	125	76	190	52	137	106	32	107	98	51	88	109	84	41	105	65	26	144	59	90	81	89	52	102	28	131	121	65	142	62	84	430	150	26	38	61	21	62	53	33	48	80					
6	Число погашенных избирательных бюллетеней	1760	93	45	13	0	12	13	3	17	3	3	15	3	13	14	10	0	56	3	0	11	10	6	19	2	17	0	15	12	23	2	34	173	237	207	220	186	25	93	8	10	100	4	15	0	0	5	10					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4346	328	34	84	97	59	125	76	190	52	137	106	32	107	98	51	88	109	84	41	105	65	26	144	59	90	81	89	52	102	28	131	121	65	142	62	84	430	150	26	38	61	21	62	53	33	48	80					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16631	809	186	783	313	219	542	96	403	100	210	249	110	125	263	254	267	325	113	104	269	250	93	557	109	603	119	191	101	150	85	455	716	898	801	918	850	695	1157	116	147	389	105	383	147	69	587	200					
9	Число недействительных избирательных бюллетеней	270	8	3	0	1	4	1	1	14	3	6	0	0	10	16	3	23	18	7	5	6	0	1	4	0	12	1	38	0	0	1	13	6	4	1	2	21	7	7	6	2	7	0	0	0	0	0	8					
10	Число действительных избирательных бюллетеней	20707	1129	217	867	409	274	666	171	579	149	341	355	142	222	345	302	332	416	190	140	368	315	118	697	168	681	199	242	153	252	112	573	831	959	942	978	913	1118	1300	136	183	443	126	445	200	102	635	272					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	395	18	4	6	4	4	6	4	6	4	6	6	4	4	6	6	6	11	6	4	6	4	4	16	4	10	6	6	4	6	4	5	12	41	15	22	23	20	26	3	6	6	3	9	4	3	7	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	274	17	2	6	0	2	5	0	5	2	0	1	1	4	2	3	1	11	0	0	3	0	1	12	0	8	1	5	1	4	2	4	12	38	13	22	21	18	23	0	4	6	0	9	0	0	1	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	123	11	3	3	0	0	2	0	2	1	4	1	2	1	5	4	2	0	0	3	2	5	2	3	1	2	1	4	2	4	3	2	1	9	4	3	3	3	7	0	3	6	1	2	2	0	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	121	1	2	0	4	2	1	4	1	2	6	5	3	0	4	3	5	0	6	4	3	4	3	4	4	2	5	1	3	2	2	1	0	3	2	0	2	2	3	3	2	0	3	0	4	3	6	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
18	1.Политическая партия «Аграрная партия России»	196	45	5	3	0	2	1	1	4	1	1	1	0	0	0	0	2	0	1	0	9	2	4	0	1	7	2	1	1	3	0	6	10	16	6	8	9	13	13	2	2	7	0	2	0	0	1	4					
		0.93%	3.96%	2.27%	0.35%	0.00%	0.72%	0.15%	0.58%	0.67%	0.66%	0.29%	0.28%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.51%	0.00%	2.41%	0.63%	3.36%	0.00%	0.60%	1.01%	1.00%	0.36%	0.65%	1.19%	0.00%	1.02%	1.19%	1.66%	0.64%	0.82%	0.96%	1.16%	0.99%	1.41%	1.08%	1.56%	0.00%	0.45%	0.00%	0.00%	0.16%	1.43%					
19	2.Всероссийская политическая партия «Гражданская Сила»	36	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	4	2	0	1	5	0	5	6	0	0	3	0	0	0	0	0	0					
