Выборы Президента Российской Федерации																																																																																					
Дата голосования: 04.03.2012																																																																																					
																																																																																					
Наименование Избирательной комиссии:    Омская																																																																																					
																																																																																					
Сводная таблица итогов голосования																																																																																					
																																																																																					
	Число участковых избирательных комиссий	74																																																																																			
	Число участковых избирательных комиссий, приступивших к передаче сведений	74																																																																																			
																																																																																					
		Сумма	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358									
1	Число избирателей, включенных в список избирателей	77391	1166	233	281	294	1672	1103	276	1257	951	1414	2242	791	2311	649	2831	1448	320	1421	1716	1111	2060	211	385	163	1595	1891	972	387	1804	2104	1801	1678	923	1318	1037	1665	309	2076	1123	1689	415	2816	955	428	311	1411	233	1461	294	1283	297	140	133	156	217	157	1188	188	312	1987	561	186	1939	163	1591	1571	1496	2447	413	1306	216	397	1024	1021									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	68710	1000	200	270	270	1500	1000	270	1000	900	1400	2000	700	2000	600	2500	1000	300	1000	1300	1000	1700	200	350	160	1500	1500	800	400	2000	2000	1800	1500	800	1000	900	1500	400	2000	1000	1500	400	2500	800	400	300	1400	200	1400	300	1250	290	130	120	160	200	150	1000	200	250	1700	500	170	1600	170	1500	1400	1400	2000	400	1000	200	400	900	700									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	43009	608	108	98	207	923	542	153	683	442	659	1323	439	1334	355	1870	758	184	782	1015	558	1095	119	228	81	859	1025	670	168	1116	1289	961	859	459	745	560	1022	293	1162	524	875	206	1414	606	204	195	748	110	852	167	653	150	77	81	93	126	101	561	96	156	1072	311	111	1025	107	964	971	895	1238	222	752	143	205	638	608									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2344	37	3	9	26	86	62	31	27	27	41	49	33	58	51	85	91	11	9	15	18	99	12	26	8	67	78	10	25	44	12	30	47	20	31	26	20	16	32	9	86	74	43	11	26	10	33	20	69	15	104	28	10	9	7	15	11	25	16	16	34	24	4	71	1	16	7	21	15	5	60	11	17	44	5									
6	Число погашенных избирательных бюллетеней	23357	355	89	163	37	491	396	86	290	431	700	628	228	608	194	545	151	105	209	270	424	506	69	96	71	574	397	120	207	840	699	809	594	321	224	314	458	91	806	467	539	120	1043	183	170	95	619	70	479	118	493	112	43	30	60	59	38	414	88	78	594	165	55	504	62	520	422	484	747	173	188	46	178	218	87									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2344	37	3	9	26	86	62	31	27	27	41	49	33	58	51	85	91	11	9	15	18	99	12	26	8	67	78	10	25	44	12	30	47	20	31	26	20	16	32	9	86	74	43	11	26	10	33	20	69	15	104	28	10	9	7	15	11	25	16	16	34	24	4	71	1	16	7	21	15	5	60	11	17	44	5									
8	Число бюллетеней в стационарных ящиках для голосования	43002	608	108	98	207	923	542	153	683	442	659	1323	439	1334	355	1868	758	184	780	1015	558	1095	119	228	81	859	1025	670	168	1116	1288	961	859	459	745	560	1022	293	1162	524	875	206	1414	606	204	195	748	110	852	167	653	150	77	81	93	126	101	561	96	156	1072	311	111	1025	107	964	970	894	1238	222	752	143	205	638	608									
9	Число недействительных избирательных бюллетеней	622	7	0	1	6	6	7	6	11	12	9	18	6	18	8	20	19	4	12	11	15	22	1	1	2	12	10	12	2	15	17	18	5	9	11	6	4	3	20	8	12	11	20	7	4	4	7	1	7	2	9	2	1	2	3	1	4	17	1	1	7	4	1	22	0	14	9	12	18	7	11	0	5	8	14									
