7	Число избирательных бюллетеней в переносных ящиках для голосования	2397	36	5	5	8	123	57	19	37	35	22	40	23	48	24	61	37	13	26	15	20	151	7	15	4	126	105	22	11	31	26	22	40	27	32	16	32	18	22	17	66	141	56	17	16	12	39	12	28	3	81	16	3	9	5	13	6	52	14	30	49	26	7	61	0	35	18	41	18	10	11	48	10	16	29	21									
8	Число бюллетеней в стационарных ящиках для голосования	45469	558	102	93	180	886	573	143	772	575	605	1737	406	1315	311	1397	661	157	871	845	627	966	89	251	89	852	984	605	190	1064	1286	917	876	496	784	714	1123	508	1274	616	973	170	1532	521	207	190	773	128	964	155	682	162	68	65	100	109	80	530	91	125	1336	275	111	1155	117	1076	965	891	1256	1646	238	908	149	227	531	465									
9	Число недействительных избирательных бюллетеней	666	12	1	3	8	8	9	2	8	10	13	24	7	15	4	19	8	2	10	10	9	13	0	3	0	3	15	9	2	21	20	21	8	8	11	12	9	11	27	12	15	9	21	8	1	3	7	2	10	0	12	0	0	1	1	1	0	6	1	3	25	1	1	19	0	17	14	8	18	20	3	14	3	20	6	9									
10	Число действительных избирательных бюллетеней	47200	582	106	95	180	1001	621	160	801	600	614	1753	422	1348	331	1439	690	168	887	850	638	1104	96	263	93	975	1074	618	199	1074	1292	918	908	515	805	718	1146	515	1269	621	1024	302	1567	530	222	199	805	138	982	158	751	178	71	73	104	121	86	576	104	152	1360	300	117	1197	117	1094	969	924	1256	1636	246	942	156	223	554	477									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																						
13	Бабурин Сергей Николаевич	403	6	1	1	1	10	5	0	9	9	4	15	0	13	2	10	3	0	4	9	6	7	0	1	2	6	10	7	3	10	16	8	9	0	8	12	4	5	7	8	8	3	15	3	2	1	10	0	14	3	5	2	1	0	2	1	2	4	2	0	14	3	4	6	0	8	9	6	12	11	0	12	1	1	2	5									
		0.84%	1.01%	0.93%	1.02%	0.53%	0.99%	0.79%	0.00%	1.11%	1.48%	0.64%	0.84%	0.00%	0.95%	0.60%	0.69%	0.43%	0.00%	0.45%	1.05%	0.93%	0.63%	0.00%	0.38%	2.15%	0.61%	0.92%	1.12%	1.49%	0.91%	1.22%	0.85%	0.98%	0.00%	0.98%	1.64%	0.35%	0.95%	0.54%	1.26%	0.77%	0.96%	0.94%	0.56%	0.90%	0.50%	1.23%	0.00%	1.41%	1.90%	0.66%	1.12%	1.41%	0.00%	1.90%	0.82%	2.33%	0.69%	1.90%	0.00%	1.01%	0.99%	3.39%	0.49%	0.00%	0.72%	0.92%	0.64%	0.94%	0.66%	0.00%	1.26%	0.63%	0.41%	0.36%	1.03%									
14	Грудинин Павел Николаевич	10205	101	31	11	13	185	107	42	157	113	111	446	79	366	50	280	133	18	239	207	133	144	9	52	17	155	192	112	33	256	298	199	216	103	201	191	286	121	292	151	153	9	385	161	33	24	123	49	201	29	148	30	16	25	22	12	14	85	9	36	342	49	10	246	13	297	229	222	380	458	48	178	36	38	148	97									
		21.32%	17.00%	28.97%	11.22%	6.91%	18.33%	16.98%	25.93%	19.41%	18.52%	17.70%	25.10%	18.41%	26.85%	14.93%	19.20%	19.05%	10.59%	26.64%	24.07%	20.56%	12.89%	9.38%	19.55%	18.28%	15.85%	17.63%	17.86%	16.42%	23.38%	22.71%	21.19%	23.58%	19.69%	24.63%	26.16%	24.76%	23.00%	22.53%	23.85%	14.73%	2.89%	24.24%	29.93%	14.80%	11.88%	15.15%	35.00%	20.26%	18.35%	19.40%	16.85%	22.54%	33.78%	20.95%	9.84%	16.28%	14.60%	8.57%	23.23%	24.69%	16.28%	8.47%	20.23%	11.11%	26.73%	23.30%	23.82%	29.83%	27.66%	19.28%	18.62%	22.64%	15.64%	26.43%	19.96%									
15	Жириновский Владимир Вольфович	2953	39	4	3	11	50	33	10	51	43	43	87	27	73	30	119	46	19	44	55	48	79	12	31	13	69	80	23	16	64	92	50	58	59	49	49	57	24	88	33	68	24	99	17	31	11	58	9	63	11	46	16	6	6	5	3	4	28	6	7	82	22	5	75	10	56	60	53	78	74	15	40	5	15	36	28									
		6.17%	6.57%	3.74%	3.06%	5.85%	4.96%	5.24%	6.17%	6.30%	7.05%	6.86%	4.90%	6.29%	5.36%	8.96%	8.16%	6.59%	11.18%	4.91%	6.40%	7.42%	7.07%	12.50%	11.65%	13.98%	7.06%	7.35%	3.67%	7.96%	5.84%	7.01%	5.32%	6.33%	11.28%	6.00%	6.71%	4.94%	4.56%	6.79%	5.21%	6.54%	7.72%	6.23%	3.16%	13.90%	5.45%	7.14%	6.43%	6.35%	6.96%	6.03%	8.99%	8.45%	8.11%	4.76%	2.46%	4.65%	4.81%	5.71%	4.52%	5.92%	7.31%	4.24%	6.17%	8.55%	5.04%	6.10%	5.69%	6.12%	4.47%	6.02%	4.18%	3.14%	6.17%	6.43%	5.76%									
16	Путин Владимир Владимирович	32294	413	68	78	154	737	455	104	561	407	435	1157	307	871	241	994	495	130	574	560	429	845	74	177	61	723	768	452	140	719	846	627	603	337	517	445	775	350	827	411	777	257	1017	336	145	158	584	77	670	113	535	130	48	38	72	100	64	449	86	105	874	222	93	837	93	691	629	617	750	1040	174	694	104	163	356	329									
		67.47%	69.53%	63.55%	79.59%	81.91%	73.04%	72.22%	64.20%	69.34%	66.72%	69.38%	65.11%	71.56%	63.90%	71.94%	68.18%	70.92%	76.47%	63.99%	65.12%	66.31%	75.65%	77.08%	66.54%	65.59%	73.93%	70.52%	72.09%	69.65%	65.66%	64.48%	66.77%	65.83%	64.44%	63.36%	60.96%	67.10%	66.54%	63.81%	64.93%	74.78%	82.64%	64.04%	62.45%	65.02%	78.22%	71.92%	55.00%	67.54%	71.52%	70.12%	73.03%	67.61%	51.35%	68.57%	81.97%	74.42%	77.15%	81.90%	67.74%	63.10%	73.75%	78.81%	68.83%	79.49%	62.20%	63.99%	66.20%	58.87%	62.80%	69.88%	72.59%	65.41%	67.08%	63.57%	67.70%									
17	Собчак Ксения Анатольевна	561	6	1	1	0	9	9	2	14	13	13	17	2	10	1	9	8	0	7	8	7	12	1	0	0	7	13	6	4	11	14	13	7	4	18	10	11	4	19	9	6	4	14	3	4	4	12	3	18	0	4	0	0	4	1	1	2	5	1	0	26	4	0	13	0	18	17	14	18	27	6	9	9	4	7	3									
		1.17%	1.01%	0.93%	1.02%	0.00%	0.89%	1.43%	1.23%	1.73%	2.13%	2.07%	0.96%	0.47%	0.73%	0.30%	0.62%	1.15%	0.00%	0.78%	0.93%	1.08%	1.07%	1.04%	0.00%	0.00%	0.72%	1.19%	0.96%	1.99%	1.00%	1.07%	1.38%	0.76%	0.76%	2.21%	1.37%	0.95%	0.76%	1.47%	1.42%	0.58%	1.29%	0.88%	0.56%	1.79%	1.98%	1.48%	2.14%	1.81%	0.00%	0.52%	0.00%	0.00%	5.41%	0.95%	0.82%	2.33%	0.86%	0.95%	0.00%	1.88%	1.33%	0.00%	1.07%	0.00%	1.62%	1.73%	1.50%	1.41%	1.63%	2.41%	0.94%	5.66%	1.65%	1.25%	0.62%									
18	Сурайкин Максим Александрович	316	10	0	1	0	4	4	1	5	7	4	10	4	5	2	14	1	0	4	5	5	10	0	1	0	6	7	7	3	5	9	11	5	2	6	1	4	4	13	6	7	1	16	4	6	0	9	0	7	0	6	0	0	0	2	0	0	4	0	0	6	0	4	12	1	10	7	6	4	2	0	1	0	1	3	11									
		0.66%	1.68%	0.00%	1.02%	0.00%	0.40%	0.63%	0.62%	0.62%	1.15%	0.64%	0.56%	0.93%	0.37%	0.60%	0.96%	0.14%	0.00%	0.45%	0.58%	0.77%	0.90%	0.00%	0.38%	0.00%	0.61%	0.64%	1.12%	1.49%	0.46%	0.69%	1.17%	0.55%	0.38%	0.74%	0.14%	0.35%	0.76%	1.00%	0.95%	0.67%	0.32%	1.01%	0.74%	2.69%	0.00%	1.11%	0.00%	0.71%	0.00%	0.79%	0.00%	0.00%	0.00%	1.90%	0.00%	0.00%	0.69%	0.00%	0.00%	0.43%	0.00%	3.39%	0.99%	0.85%	0.90%	0.71%	0.64%	0.31%	0.12%	0.00%	0.10%	0.00%	0.41%	0.54%	2.26%									
19	Титов Борис Юрьевич	255	3	1	0	1	2	7	0	2	6	2	15	1	5	1	5	3	1	7	3	7	6	0	0	0	5	2	2	0	3	6	6	3	6	5	4	7	3	16	2	1	3	12	4	1	1	2	0	3	2	2	0	0	0	0	1	0	0	0	4	9	0	0	7	0	8	10	4	7	13	1	6	1	1	0	4									
		0.53%	0.51%	0.93%	0.00%	0.53%	0.20%	1.11%	0.00%	0.25%	0.98%	0.32%	0.84%	0.23%	0.37%	0.30%	0.34%	0.43%	0.59%	0.78%	0.35%	1.08%	0.54%	0.00%	0.00%	0.00%	0.51%	0.18%	0.32%	0.00%	0.27%	0.46%	0.64%	0.33%	1.15%	0.61%	0.55%	0.61%	0.57%	1.23%	0.32%	0.10%	0.96%	0.76%	0.74%	0.45%	0.50%	0.25%	0.00%	0.30%	1.27%	0.26%	0.00%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	2.58%	0.65%	0.00%	0.00%	0.58%	0.00%	0.72%	1.02%	0.43%	0.55%	0.79%	0.40%	0.63%	0.63%	0.41%	0.00%	0.82%									
20	Явлинский Григорий Алексеевич	213	4	0	0	0	4	1	1	2	2	2	6	2	5	4	8	1	0	8	3	3	1	0	1	0	4	2	9	0	6	11	4	7	4	1	6	2	4	7	1	4	1	9	2	0	0	7	0	6	0	5	0	0	0	0	3	0	1	0	0	7	0	1	1	0	6	8	2	7	11	2	2	0	0	2	0									
		0.44%	0.67%	0.00%	0.00%	0.00%	0.40%	0.16%	0.62%	0.25%	0.33%	0.32%	0.34%	0.47%	0.37%	1.19%	0.55%	0.14%	0.00%	0.89%	0.35%	0.46%	0.09%	0.00%	0.38%	0.00%	0.41%	0.18%	1.44%	0.00%	0.55%	0.84%	0.43%	0.76%	0.76%	0.12%	0.82%	0.17%	0.76%	0.54%	0.16%	0.38%	0.32%	0.57%	0.37%	0.00%	0.00%	0.86%	0.00%	0.60%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	2.46%	0.00%	0.17%	0.00%	0.00%	0.51%	0.00%	0.85%	0.08%	0.00%	0.54%	0.81%	0.21%	0.55%	0.66%	0.80%	0.21%	0.00%	0.00%	0.36%	0.00%									
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
