Выборы Президента Российской Федерации																																																																																				
Дата голосования: 02.03.2008																																																																																				
																																																																																				
Наименование Избирательной комиссии:    Омская																																																																																				
																																																																																				
Сводная таблица результатов выборов																																																																																				
																																																																																				
	Число участковых избирательных комиссий	77																																																																																		
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	77																																																																																		
																																																																																				
		Сумма	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386					
1	"Число избирателей, включенных в списки избирателей"	72614	1150	291	191	272	1590	1025	287	1304	184	1177	714	2126	2136	757	434	173	2693	1311	277	1460	1595	1067	159	378	198	1903	1563	1775	1043	372	1919	2126	1750	1788	1152	842	830	1528	421	1998	908	1592	373	2569	824	235	174	298	1350	219	1324	292	1186	133	132	288	167	184	137	1141	208	267	1771	525	198	1858	161	1542	1495	1538	2284	385	192	1207	328	1046	124					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	67030	1000	300	200	260	1600	900	290	1100	200	1100	650	2000	2000	700	400	160	2500	1200	280	1500	1600	1000	150	360	200	1800	1500	1700	800	350	1700	2000	1600	1600	1000	800	800	1400	400	1800	900	1400	350	2400	800	220	160	300	1200	200	1200	280	1000	130	140	280	170	190	150	1000	200	260	1500	500	200	1700	160	1400	1400	1400	2000	370	200	1000	350	900	120					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	48831	751	248	139	124	1129	671	206	722	141	820	401	1388	1565	583	338	140	2119	886	185	1011	1039	594	102	314	153	1253	885	1020	703	187	1220	1304	983	1015	649	431	485	960	326	1219	528	991	258	1709	607	178	150	268	952	128	1022	235	886	104	99	232	138	155	125	800	176	216	1115	322	156	1527	144	965	922	1036	1710	233	153	895	319	848	120					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2886	48	15	0	22	80	69	52	84	21	81	64	55	37	36	26	9	78	102	19	16	16	34	5	15	13	150	96	97	11	24	46	29	20	46	39	18	21	57	20	50	40	97	69	66	29	10	5	6	72	26	51	7	109	12	12	25	18	14	7	25	12	0	56	33	5	64	0	21	11	29	59	28	12	88	9	38	0					
6	Число погашенных избирательных бюллетеней	15313	201	37	61	114	391	160	32	294	38	199	185	557	398	81	36	11	303	212	76	473	545	372	43	31	34	397	519	583	86	139	434	667	597	539	312	351	294	383	54	531	332	312	23	625	164	32	5	26	176	46	127	38	5	14	29	23	14	21	18	175	12	44	329	145	39	109	16	414	467	335	231	109	35	17	22	14	0					
