Выборы Президента Российской Федерации																																																																
Дата голосования: 02.03.2008																																																																
																																																																
"Наименование Избирательной комиссии:    Тверь, Московская"																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
	Число участковых избирательных комиссий	57																																																														
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	57																																																														
																																																																
		Сумма	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1344					
1	"Число избирателей, включенных в списки избирателей"	102780	2534	1968	914	2316	2671	2694	2613	1632	2139	1986	1847	1090	1286	1348	2311	1740	2392	1211	1331	1253	2486	1207	960	1838	1469	1962	2738	2189	1608	2078	1986	1807	2373	2090	1331	1465	1981	2174	1985	2396	2297	2696	2628	2043	2540	2596	2103	2075	2031	1877	1187	2027	115	183	78	709	196					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	93755	2300	1800	800	2200	2500	2500	2400	1300	1900	1800	1700	1000	1100	1100	2100	1600	2200	1000	1200	1100	2000	1100	900	1700	1300	1800	2600	2000	1400	1900	1700	1600	2200	1900	1200	1300	1900	2100	1900	2200	2100	2500	2500	1900	2400	2400	2000	1900	1900	1700	1100	1800	86	184	75	710	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	61502	1627	1138	424	1308	1559	1612	1421	1005	1276	1207	1128	599	656	737	1198	1064	1483	694	786	693	1477	682	484	1007	894	1129	1571	1211	907	1261	1344	1104	1476	1271	770	862	1202	1417	1211	1502	1392	1627	1641	1171	1520	1565	1181	1313	1295	1101	770	1287	86	183	71	706	196					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2384	51	28	57	37	66	54	123	36	42	30	33	17	71	52	58	20	45	47	40	45	73	27	37	111	48	25	55	54	64	44	28	27	47	40	30	34	36	54	41	43	54	37	55	59	58	66	29	24	30	25	55	19	0	0	3	0	0					
6	Число погашенных избирательных бюллетеней	29869	622	634	319	855	875	834	856	259	582	563	539	384	373	311	844	516	672	259	374	362	450	391	379	582	358	646	974	735	429	595	328	469	677	589	400	404	662	629	648	655	654	836	804	670	822	769	790	563	575	574	275	494	0	1	1	4	4					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2384	51	28	57	37	66	54	123	36	42	30	33	17	71	52	58	20	45	47	40	45	73	27	37	111	48	25	55	54	64	44	28	27	47	40	30	34	36	54	41	43	54	37	55	59	58	66	29	24	30	25	55	19	0	0	3	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	61465	1625	1138	424	1306	1559	1612	1420	1002	1276	1207	1128	599	656	737	1197	1064	1483	694	786	693	1474	682	484	1007	894	1129	1570	1209	907	1259	1344	1104	1473	1267	770	862	1202	1417	1211	1502	1392	1624	1640	1170	1520	1564	1179	1313	1293	1100	770	1285	86	183	71	706	196					
9	Число недействительных избирательных бюллетеней	991	50	25	2	16	27	25	31	27	31	15	26	8	14	12	15	15	23	8	10	10	37	7	13	9	8	15	32	19	8	12	19	22	27	20	9	16	11	20	19	17	26	34	26	17	25	28	14	23	20	14	16	15	0	3	0	0	0					
10	Число действительных избирательных бюллетеней	62858	1626	1141	479	1327	1598	1641	1512	1011	1287	1222	1135	608	713	777	1240	1069	1505	733	816	728	1510	702	508	1109	934	1139	1593	1244	963	1291	1353	1109	1493	1287	791	880	1227	1451	1233	1528	1420	1627	1669	1212	1553	1602	1194	1314	1303	1111	809	1289	86	180	74	706	196					
11	Число полученных открепительных  удостоверений	1695	30	25	20	100	30	35	35	60	60	35	20	15	15	15	42	20	50	20	20	25	45	20	20	30	20	30	35	30	20	30	50	30	24	36	25	30	40	40	32	35	40	30	26	30	40	35	30	30	30	30	40	40	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1464	23	24	12	95	23	33	31	48	59	33	20	7	12	8	40	20	44	16	16	21	44	15	7	29	15	29	33	23	12	27	45	26	24	31	24	18	40	36	31	32	31	26	25	27	38	33	24	27	29	19	24	35	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1636	46	29	14	17	11	39	13	159	55	20	39	34	16	12	23	9	53	23	19	19	49	13	11	10	17	26	24	19	21	13	84	23	24	23	20	13	13	20	18	16	24	22	32	21	12	43	25	13	16	11	12	26	5	4	4	259	0					
14	Число неиспользованных открепительных удостоверений	231	7	1	8	5	7	2	4	12	1	2	0	8	3	7	2	0	6	4	4	4	1	5	13	1	5	1	2	7	8	3	5	4	0	5	1	12	0	4	1	3	9	4	1	3	2	2	6	3	1	11	16	5	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	43	0	1	3	2	1	0	0	0	1	2	1	0	0	3	2	2	2	0	1	0	0	0	0	1	1	0	0	0	6	0	1	0	0	0	0	1	0	2	0	1	0	0	1	0	1	1	0	1	2	2	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																
18	Богданов Андрей Владимирович	1032	27	22	4	14	37	34	16	17	27	27	22	12	9	8	21	23	24	15	13	7	23	11	4	18	13	20	25	17	10	17	27	18	33	21	12	16	23	29	23	27	20	40	30	15	22	21	19	23	18	19	14	11	0	1	4	4	5					
		1.62%	1.61%	1.89%	0.83%	1.04%	2.28%	2.04%	1.04%	1.64%	2.05%	2.18%	1.89%	1.95%	1.24%	1.01%	1.67%	2.12%	1.57%	2.02%	1.57%	0.95%	1.49%	1.55%	0.77%	1.61%	1.38%	1.73%	1.54%	1.35%	1.03%	1.30%	1.97%	1.59%	2.17%	1.61%	1.50%	1.79%	1.86%	1.97%	1.84%	1.75%	1.38%	2.41%	1.77%	1.22%	1.39%	1.29%	1.57%	1.72%	1.36%	1.69%	1.70%	0.84%	0.00%	0.55%	5.41%	0.57%	2.55%					
19	Жириновский Владимир Вольфович	7284	198	152	59	170	150	173	159	148	177	156	160	73	84	98	146	128	199	83	96	71	221	78	69	151	95	132	189	122	105	154	166	119	160	145	80	90	159	135	126	193	164	196	174	123	160	181	129	139	152	109	117	184	3	9	12	36	27					
		11.41%	11.81%	13.04%	12.27%	12.66%	9.23%	10.38%	10.30%	14.26%	13.43%	12.61%	13.78%	11.85%	11.55%	12.42%	11.63%	11.81%	13.02%	11.20%	11.62%	9.62%	14.29%	11.00%	13.24%	13.51%	10.08%	11.44%	11.63%	9.66%	10.81%	11.82%	12.10%	10.52%	10.53%	11.09%	10.00%	10.04%	12.84%	9.18%	10.06%	12.49%	11.34%	11.80%	10.27%	10.01%	10.14%	11.10%	10.68%	10.40%	11.49%	9.69%	14.18%	14.11%	3.49%	4.92%	16.22%	5.10%	13.78%					
20	Зюганов Геннадий Андреевич	13926	399	265	91	270	337	362	327	172	215	216	280	165	133	145	281	275	317	176	174	142	285	215	126	221	227	227	287	266	212	308	274	292	346	324	194	196	271	373	278	366	329	400	451	248	439	405	262	311	270	235	180	252	26	52	8	9	19					
