Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Орловская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944					
1	"Число избирателей, внесенных в списки избирателей"	11823	1399	1237	1215	1158	1222	582	934	162	393	274	263	205	419	229	86	110	849	709	377					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11621	1260	1212	1176	1063	1180	600	950	170	390	280	260	210	440	230	90	110	890	710	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7456	798	797	703	677	741	358	626	112	292	215	193	150	306	164	65	78	498	423	260					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1286	137	70	106	104	98	124	94	22	48	25	29	31	39	34	14	17	161	98	35					
6	Число погашенных избирательных бюллетеней	2879	325	345	367	282	341	118	230	36	50	40	38	29	95	32	11	15	231	189	105					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1286	137	70	106	104	98	124	94	22	48	25	29	31	39	34	14	17	161	98	35					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7456	798	797	703	677	741	358	626	112	292	215	193	150	306	164	65	78	498	423	260					
9	Число недействительных избирательных бюллетеней	102	11	9	7	12	6	10	11	1	6	2	2	1	9	0	0	0	7	4	4					
10	Число действительных избирательных бюллетеней	8640	924	858	802	769	833	472	709	133	334	238	220	180	336	198	79	95	652	517	291					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	285	17	16	21	19	22	23	18	7	8	12	8	7	20	7	4	3	32	23	18					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	285	17	16	21	19	22	23	18	7	8	12	8	7	20	7	4	3	32	23	18					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	127	23	9	9	24	6	5	8	0	3	3	3	4	5	4	1	3	4	9	4					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	35	5	6	11	3	1	2	2	0	0	5	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	1.Политическая партия «Аграрная партия России»	701	56	52	45	31	58	38	47	8	60	24	24	7	39	9	2	13	86	58	44					
		8.02%	5.99%	5.99%	5.56%	3.97%	6.91%	7.88%	6.53%	5.97%	17.65%	10.00%	10.81%	3.87%	11.30%	4.55%	2.53%	13.68%	13.05%	11.13%	14.92%					
19	2.Всероссийская политическая партия «Гражданская Сила»	31	1	5	5	3	4	1	3	1	0	0	0	0	0	2	0	1	3	1	1					
		0.35%	0.11%	0.58%	0.62%	0.38%	0.48%	0.21%	0.42%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	1.01%	0.00%	1.05%	0.46%	0.19%	0.34%					
