Выборы Президента Российской Федерации																																																																
Дата голосования: 02.03.2008																																																																
																																																																
Наименование Избирательной комиссии:    Спасская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
	Число участковых избирательных комиссий	57																																																														
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	57																																																														
																																																																
		Сумма	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746					
1	"Число избирателей, включенных в списки избирателей"	26278	130	206	91	486	95	525	565	245	87	394	227	276	197	399	409	847	1016	545	661	322	493	285	917	560	474	509	392	227	611	65	221	293	338	455	73	103	114	665	178	380	320	151	507	594	257	86	354	897	288	392	1073	739	1166	1157	736	1026	1459					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	25430	134	210	94	470	90	520	550	240	91	390	220	270	181	380	410	800	1000	520	650	310	480	260	900	550	450	500	390	200	600	62	220	290	330	450	72	104	113	650	170	370	300	153	580	580	250	86	340	890	260	380	1000	700	1100	1100	700	970	1350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	12508	74	106	43	219	45	222	260	92	42	119	111	113	115	246	179	269	458	210	313	183	273	138	523	274	228	281	133	105	257	26	106	139	143	231	28	39	46	285	114	169	153	60	232	242	104	34	174	479	187	159	495	357	620	612	361	516	766					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2791	27	32	6	65	20	35	40	43	20	89	40	37	25	27	89	102	85	20	86	47	77	49	50	35	56	38	89	49	39	16	23	40	40	47	26	15	14	124	14	50	63	39	86	37	47	18	66	175	53	51	56	31	31	34	46	75	57					
6	Число погашенных избирательных бюллетеней	10131	33	72	45	186	25	263	250	105	29	182	69	120	41	107	142	429	457	290	251	80	130	73	327	241	166	181	168	46	304	20	91	111	147	172	18	50	53	241	42	151	84	54	262	301	99	34	100	236	20	170	449	312	449	454	293	379	527					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2791	27	32	6	65	20	35	40	43	20	89	40	37	25	27	89	102	85	20	86	47	77	49	50	35	56	38	89	49	39	16	23	40	40	47	26	15	14	124	14	50	63	39	86	37	47	18	66	175	53	51	56	31	31	34	46	75	57					
8	Число бюллетеней в стационарных ящиках для голосования	12505	74	106	43	219	45	222	260	92	42	119	111	113	115	246	179	269	458	210	313	183	273	138	522	274	228	281	133	105	257	26	106	139	143	231	28	39	46	285	114	169	153	60	232	241	104	34	174	479	187	159	495	357	620	612	361	516	765					
9	Число недействительных избирательных бюллетеней	126	0	2	0	1	1	4	3	1	0	0	1	0	0	1	1	2	4	2	5	2	1	0	6	7	4	9	4	4	5	0	0	0	3	2	0	0	0	4	0	4	0	0	0	4	1	0	0	1	0	0	5	3	7	3	3	10	6					
10	Число действительных избирательных бюллетеней	15170	101	136	49	283	64	253	297	134	62	208	150	150	140	272	267	369	539	228	394	228	349	187	566	302	280	310	218	150	291	42	129	179	180	276	54	54	60	405	128	215	216	99	318	274	150	52	240	653	240	210	546	385	644	643	404	581	816					
11	Число полученных открепительных  удостоверений	414	5	5	5	5	3	5	5	5	3	5	5	5	7	8	5	5	5	5	10	5	5	5	10	10	10	5	5	5	8	3	5	5	5	5	3	3	3	7	5	5	5	5	5	10	8	3	5	5	5	5	20	15	25	20	10	25	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	128	0	1	3	5	0	4	1	1	0	3	1	0	1	3	0	1	4	2	5	0	1	2	1	2	1	2	0	2	2	0	0	2	1	4	0	1	0	6	0	1	1	2	2	1	5	0	0	2	0	1	9	4	15	12	1	5	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	197	0	0	1	1	4	2	0	0	0	1	2	1	2	3	2	0	3	5	0	5	4	5	6	5	9	1	0	8	1	4	4	1	4	4	1	1	1	13	8	6	8	0	3	2	3	1	5	4	5	4	7	8	9	8	4	4	4					
14	Число неиспользованных открепительных удостоверений	286	5	4	2	0	3	1	4	4	3	2	4	5	6	5	5	4	1	3	5	5	4	3	9	8	9	3	5	3	6	3	5	3	4	1	3	2	3	1	5	4	4	3	3	9	3	3	5	3	5	4	11	11	10	8	9	20	20					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																
18	Богданов Андрей Владимирович	178	1	0	0	4	2	4	3	2	0	2	2	3	1	2	3	5	5	1	3	3	3	0	10	5	5	4	2	0	2	3	6	1	3	3	0	0	1	4	0	2	4	2	1	3	1	0	3	2	0	2	4	5	13	6	11	10	11					
		1.16%	0.99%	0.00%	0.00%	1.41%	3.08%	1.56%	1.00%	1.48%	0.00%	0.96%	1.32%	2.00%	0.71%	0.73%	1.12%	1.35%	0.92%	0.43%	0.75%	1.30%	0.86%	0.00%	1.75%	1.62%	1.76%	1.25%	0.90%	0.00%	0.68%	7.14%	4.65%	0.56%	1.64%	1.08%	0.00%	0.00%	1.67%	0.98%	0.00%	0.91%	1.85%	2.02%	0.31%	1.08%	0.66%	0.00%	1.25%	0.31%	0.00%	0.95%	0.73%	1.29%	1.99%	0.93%	2.70%	1.69%	1.34%					
19	Жириновский Владимир Вольфович	1876	10	19	10	51	9	27	51	19	7	34	29	19	10	33	37	51	68	32	51	10	29	31	55	27	24	24	12	8	44	1	13	20	33	36	4	6	12	33	11	26	21	7	27	47	6	4	14	69	15	19	88	63	70	104	51	123	122					
		12.26%	9.90%	13.77%	20.41%	17.96%	13.85%	10.51%	17.00%	14.07%	11.29%	16.35%	19.21%	12.67%	7.14%	12.09%	13.81%	13.75%	12.52%	13.91%	12.78%	4.35%	8.29%	16.58%	9.62%	8.74%	8.45%	7.52%	5.41%	5.19%	14.86%	2.38%	10.08%	11.17%	18.03%	12.95%	7.41%	11.11%	20.00%	8.07%	8.59%	11.87%	9.72%	7.07%	8.49%	16.91%	3.97%	7.69%	5.83%	10.55%	6.25%	9.05%	15.97%	16.24%	10.75%	16.10%	12.53%	20.81%	14.84%					
20	Зюганов Геннадий Андреевич	3789	17	42	9	56	22	53	38	29	19	52	62	30	33	38	43	140	231	75	149	52	43	53	154	65	61	106	82	47	96	9	27	48	56	74	10	9	16	95	18	38	69	17	72	44	29	8	71	125	25	45	123	82	165	177	107	103	230					
		24.77%	16.83%	30.43%	18.37%	19.72%	33.85%	20.62%	12.67%	21.48%	30.65%	25.00%	41.06%	20.00%	23.57%	13.92%	16.04%	37.74%	42.54%	32.61%	37.34%	22.61%	12.29%	28.34%	26.92%	21.04%	21.48%	33.23%	36.94%	30.52%	32.43%	21.43%	20.93%	26.82%	30.60%	26.62%	18.52%	16.67%	26.67%	23.23%	14.06%	17.35%	31.94%	17.17%	22.64%	15.83%	19.21%	15.38%	29.58%	19.11%	10.42%	21.43%	22.32%	21.13%	25.35%	27.40%	26.29%	17.43%	27.98%					
