Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Александровск-Сахалинская																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15					
1	"Число избирателей, внесенных в списки"	13931	237	578	272	105	1609	381	418	201	677	1290	1523	2181	2837	1559	63					
2	"Число бюллетеней, полученных участковыми комиссиями"	12730	230	620	250	110	1500	350	350	200	650	1200	1300	2000	2500	1400	70					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6831	115	384	169	80	761	194	185	105	248	598	799	1211	1311	617	54					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	442	38	10	6	6	37	39	58	19	14	19	34	31	55	76	0					
6	Число погашенных бюллетеней	5457	77	226	75	24	702	117	107	76	388	583	467	758	1134	707	16					
7	Число бюллетеней в переносных ящиках для голосования	442	38	10	6	6	37	39	58	19	14	19	34	31	55	76	0					
8	Число бюллетеней в стационарных ящиках для голосования	6828	115	384	169	80	761	194	185	105	248	596	798	1211	1311	617	54					
9	Число недействительных бюллетеней	119	2	8	5	2	17	1	4	2	6	4	8	24	29	7	0					
10	Число действительных бюллетеней	7151	151	386	170	84	781	232	239	122	256	611	824	1218	1337	686	54					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	185	5	5	5	5	15	5	10	5	10	20	20	20	30	30	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	80	0	2	1	3	10	3	6	1	2	10	4	16	17	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	47	0	2	2	6	4	5	8	3	0	1	7	2	7	0	0					
14	Число погашенных открепительных удостоверений	105	5	3	4	2	5	2	4	4	8	10	16	4	13	25	0					
15	Число открепительных удостоверений выданных ТИК	4	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	"1. ""ЕДИНЕНИЕ"""	108	5	7	10	0	8	5	3	6	3	13	10	12	20	4	2					
		1.48%	3.26%	1.77%	5.71%	0.0%	1.00%	2.14%	1.23%	4.83%	1.14%	2.11%	1.20%	0.96%	1.46%	0.57%	3.70%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	132	2	5	4	1	4	0	1	3	6	15	18	29	32	11	1					
		1.81%	1.30%	1.26%	2.28%	1.16%	0.50%	0.0%	0.41%	2.41%	2.29%	2.43%	2.16%	2.33%	2.34%	1.58%	1.85%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	350	7	14	10	5	42	8	16	10	14	30	41	53	65	35	0					
		4.81%	4.57%	3.55%	5.71%	5.81%	5.26%	3.43%	6.58%	8.06%	5.34%	4.87%	4.92%	4.26%	4.75%	5.05%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	385	5	7	1	2	17	6	2	2	16	51	50	89	107	28	2					
		5.29%	3.26%	1.77%	0.57%	2.32%	2.13%	2.57%	0.82%	1.61%	6.10%	8.29%	6.00%	7.16%	7.83%	4.04%	3.70%					
22	"5. ""За Русь Святую"""	36	0	1	0	2	8	0	1	0	1	2	5	5	5	5	1					
		0.49%	0.0%	0.25%	0.0%	2.32%	1.00%	0.0%	0.41%	0.0%	0.38%	0.32%	0.60%	0.40%	0.36%	0.72%	1.85%					
23	"6. ""Объединенная Российская партия ""Русь"""	20	2	1	0	0	2	0	0	0	0	2	0	2	9	2	0					
		0.27%	1.30%	0.25%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.16%	0.65%	0.28%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	35	1	1	0	1	3	1	0	1	2	3	2	12	3	3	2					
		0.48%	0.65%	0.25%	0.0%	1.16%	0.37%	0.42%	0.0%	0.80%	0.76%	0.48%	0.24%	0.96%	0.21%	0.43%	3.70%					
25	"8. ""Народно-республиканская партия России"""	13	0	1	0	0	3	1	0	0	1	0	2	2	2	0	1					
		0.17%	0.0%	0.25%	0.0%	0.0%	0.37%	0.42%	0.0%	0.0%	0.38%	0.0%	0.24%	0.16%	0.14%	0.0%	1.85%					
26	"9. ""Российская экологическая партия ""Зеленые"""	31	3	0	1	0	2	0	2	2	0	3	3	5	8	1	1					
		0.42%	1.96%	0.0%	0.57%	0.0%	0.25%	0.0%	0.82%	1.61%	0.0%	0.48%	0.36%	0.40%	0.58%	0.14%	1.85%					
27	"10. ""Аграрная партия России"""	147	1	6	2	0	13	9	6	1	4	14	21	25	21	24	0					
		2.02%	0.65%	1.52%	1.14%	0.0%	1.62%	3.86%	2.46%	0.80%	1.52%	2.27%	2.52%	2.01%	1.53%	3.46%	0.0%					
28	"11. ""Истинные патриоты России"""	12	0	2	0	0	2	2	0	1	0	1	0	2	1	1	0					
		0.16%	0.0%	0.50%	0.0%	0.0%	0.25%	0.85%	0.0%	0.80%	0.0%	0.16%	0.0%	0.16%	0.07%	0.14%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	84	4	7	0	1	12	2	3	1	3	3	11	9	17	10	1					
		1.15%	2.61%	1.77%	0.0%	1.16%	1.50%	0.85%	1.23%	0.80%	1.14%	0.48%	1.32%	0.72%	1.24%	1.44%	1.85%					
30	"13. ""Демократическая партия России"""	20	0	3	1	0	4	1	1	0	0	0	1	3	4	0	2					
		0.27%	0.0%	0.76%	0.57%	0.0%	0.50%	0.42%	0.41%	0.0%	0.0%	0.0%	0.12%	0.24%	0.29%	0.0%	3.70%					
31	"14. ""Великая Россия - Евразийский Союз"""	13	1	1	1	1	3	1	0	0	1	0	0	0	3	1	0					
		0.17%	0.65%	0.25%	0.57%	1.16%	0.37%	0.42%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.21%	0.14%	0.0%					
32	"15. ""Партия СЛОН"""	12	0	2	0	0	0	0	1	0	0	2	4	2	1	0	0					
		0.16%	0.0%	0.50%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.0%	0.32%	0.48%	0.16%	0.07%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	711	12	24	9	1	90	10	16	1	33	52	99	162	118	82	2					
		9.77%	7.84%	6.09%	5.14%	1.16%	11.27%	4.29%	6.58%	0.80%	12.59%	8.45%	11.89%	13.04%	8.63%	11.83%	3.70%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	21	1	3	0	0	2	1	1	0	1	2	1	2	2	4	1					
		0.28%	0.65%	0.76%	0.0%	0.0%	0.25%	0.42%	0.41%	0.0%	0.38%	0.32%	0.12%	0.16%	0.14%	0.57%	1.85%					
35	"18. ""ЛДПР"""	1224	11	75	30	15	97	42	26	22	49	117	135	217	243	136	9					
