Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																					
Дата голосования: 07.12.2003 0:00:00																																					
																																					
Наименование Избирательной комиссии:    Борская																																					
																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																					
																																					
		Сумма	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296					
1	"Число избирателей, внесенных в списки"	18821	260	1626	1488	1927	2103	598	180	460	222	595	259	525	967	1030	1536	171	831	191	519	567	275	360	318	255	234	279	224	262	152	407					
2	"Число бюллетеней, полученных участковыми комиссиями"	18700	360	1580	1480	1930	2090	590	180	460	220	580	250	500	950	1010	1520	170	830	190	520	570	270	360	310	250	230	270	220	260	150	400					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10297	227	783	802	881	1026	334	102	276	142	271	171	363	415	523	865	111	465	107	282	426	161	245	217	135	145	154	152	135	102	279					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	746	33	58	49	59	51	22	0	25	12	40	5	14	80	42	46	28	32	8	20	9	22	11	0	1	7	12	10	15	19	16					
6	Число погашенных бюллетеней	7657	100	739	629	990	1013	234	78	159	66	269	74	123	455	445	609	31	333	75	218	135	87	104	93	114	78	104	58	110	29	105					
7	Число бюллетеней в переносных ящиках для голосования	746	33	58	49	59	51	22	0	25	12	40	5	14	80	42	46	28	32	8	20	9	22	11	0	1	7	12	10	15	19	16					
8	Число бюллетеней в стационарных ящиках для голосования	10296	227	783	801	881	1026	334	102	276	142	271	171	363	415	523	865	111	465	107	282	426	161	245	217	135	145	154	152	135	102	279					
9	Число недействительных бюллетеней	168	7	7	6	5	11	2	0	13	8	13	5	10	9	0	9	1	12	6	5	8	2	13	1	3	1	5	1	5	0	0					
10	Число действительных бюллетеней	10874	253	834	844	935	1066	354	102	288	146	298	171	367	486	565	902	138	485	109	297	427	181	243	216	133	151	161	161	145	121	295					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	197	4	16	16	20	16	6	2	5	2	6	3	5	10	10	15	6	9	2	5	6	3	4	2	4	3	3	3	3	2	6					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	84	0	4	8	12	9	1	1	3	1	2	1	0	5	4	8	5	1	0	2	3	3	4	0	2	1	0	2	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	89	5	36	2	4	3	5	0	1	0	5	1	2	1	5	4	3	1	1	1	2	1	0	3	1	0	0	1	0	1	0					
14	Число погашенных открепительных удостоверений	113	4	12	8	8	7	5	1	2	1	4	2	5	5	6	7	1	8	2	3	3	0	0	2	2	2	3	1	1	2	6					
15	Число открепительных удостоверений выданных ТИК	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	"1. ""ЕДИНЕНИЕ"""	126	2	6	7	6	7	2	5	6	7	9	0	4	6	3	9	1	2	2	7	13	3	6	3	0	0	3	1	2	1	3					
		1.14%	0.76%	0.71%	0.82%	0.63%	0.64%	0.56%	4.90%	1.99%	4.54%	2.89%	0.0%	1.06%	1.21%	0.53%	0.98%	0.71%	0.40%	1.73%	2.31%	2.98%	1.63%	2.34%	1.38%	0.0%	0.0%	1.80%	0.61%	1.33%	0.82%	1.01%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	94	0	5	6	10	3	2	0	2	0	4	5	4	6	6	4	4	12	0	5	3	1	2	2	1	4	0	1	2	0	0					
