Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																						
Дата голосования: 04.12.2011																																						
																																						
Наименование Избирательной комиссии:    Волгодонская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №2508	УИК №2509	УИК №2510	УИК №2511	УИК №2622	УИК №2623					
1	"Число избирателей, внесенных в список избирателей"	23602	663	937	637	826	398	1113	594	385	961	224	344	383	513	143	233	960	722	994	670	793	711	353	1335	386	1164	1510	1643	1568	266	976	1197					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	22626	650	900	600	800	350	1100	550	350	900	200	300	350	500	150	200	950	700	950	650	800	700	300	1300	350	1100	1450	1600	1500	250	926	1200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	15252	439	650	371	471	250	541	320	191	607	177	206	218	467	118	200	690	425	644	450	679	639	258	770	269	858	795	1240	1049	146	436	678					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1033	28	37	27	16	15	21	28	73	30	8	33	6	9	0	0	40	14	22	27	18	10	13	36	50	24	157	51	71	11	76	82					
6	Число погашенных избирательных бюллетеней	6341	183	213	202	313	85	538	202	86	263	15	61	126	24	32	0	220	261	284	173	103	51	29	494	31	218	498	309	380	93	414	440					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1033	28	37	27	16	15	21	28	73	30	8	33	6	9	0	0	40	14	22	27	18	10	13	36	50	24	157	51	71	11	76	82					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15251	439	650	371	471	250	541	320	191	607	177	206	218	467	118	200	690	424	644	450	679	639	258	770	269	858	795	1240	1049	146	436	678					
9	Число недействительных избирательных бюллетеней	177	10	5	1	2	0	6	3	21	0	2	2	2	0	1	1	14	7	18	14	1	0	1	13	1	3	15	15	4	1	3	11					
10	Число действительных избирательных бюллетеней	16107	457	682	397	485	265	556	345	243	637	183	237	222	476	117	199	716	431	648	463	696	649	270	793	318	879	937	1276	1116	156	509	749					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	675	15	20	20	25	10	15	20	20	25	5	10	25	20	30	20	45	25	40	20	30	15	5	25	20	30	30	30	25	10	15	30					
