Выборы Президента Российской Федерации																																														
Дата голосования: 02.03.2008																																														
																																														
Наименование Избирательной комиссии:    Добрянская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
	Число участковых избирательных комиссий	39																																												
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	39																																												
																																														
		Сумма	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039					
1	"Число избирателей, включенных в списки избирателей"	45102	2590	2658	2653	2691	2373	2632	2742	2589	2463	1328	1743	533	2044	2472	2600	1702	947	1034	174	454	455	322	546	999	143	164	439	267	158	222	135	406	260	230	213	200	374	463	684					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	43000	2500	2600	2600	2700	2300	2400	2600	2500	2300	1500	1600	500	1900	2300	2500	1600	900	900	150	400	400	300	500	1000	125	125	450	250	125	200	125	400	250	200	200	200	350	400	650					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	22574	1321	1419	1476	1481	1278	1341	1338	1103	1046	578	829	196	952	1386	1307	796	475	463	69	140	141	224	339	472	76	101	243	119	69	113	71	256	160	127	149	175	210	251	284					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2180	50	51	31	49	78	126	59	103	71	178	38	74	88	30	40	90	36	59	68	64	111	16	6	132	2	14	64	24	23	21	30	37	41	18	11	25	90	90	42					
6	Число погашенных избирательных бюллетеней	18246	1129	1130	1093	1170	944	933	1203	1294	1183	744	733	230	860	884	1153	714	389	378	13	196	148	60	155	396	47	10	143	107	33	66	24	107	49	55	40	0	50	59	324					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2180	50	51	31	49	78	126	59	103	71	178	38	74	88	30	40	90	36	59	68	64	111	16	6	132	2	14	64	24	23	21	30	37	41	18	11	25	90	90	42					
8	Число бюллетеней в стационарных ящиках для голосования	22562	1321	1417	1475	1481	1277	1340	1338	1103	1045	577	829	196	949	1385	1307	796	475	462	69	140	141	224	339	472	76	101	243	119	69	113	71	256	160	127	149	175	210	251	284					
9	Число недействительных избирательных бюллетеней	310	30	27	16	19	19	18	28	21	16	8	3	1	7	14	19	13	4	8	0	0	0	4	0	12	2	0	1	0	0	2	1	4	1	1	2	1	1	3	4					
10	Число действительных избирательных бюллетеней	24432	1341	1441	1490	1511	1336	1448	1369	1185	1100	747	864	269	1030	1401	1328	873	507	513	137	204	252	236	345	592	76	115	306	143	92	132	100	289	200	144	158	199	299	338	322					
11	Число полученных открепительных  удостоверений	713	30	35	38	35	30	40	40	28	28	10	14	5	15	30	30	20	5	25	5	5	5	7	8	45	5	5	30	5	5	5	15	25	15	5	10	15	15	15	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	570	29	31	34	33	24	30	34	25	25	8	13	5	13	27	24	19	5	25	5	0	1	7	8	17	0	1	30	5	0	2	12	25	12	3	9	15	8	0	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	395	18	14	17	20	9	13	23	11	18	8	8	9	11	26	18	20	20	16	12	3	16	10	5	8	4	4	2	2	2	2	1	13	8	4	3	5	3	2	7					
14	Число неиспользованных открепительных удостоверений	143	1	4	4	2	6	10	6	3	3	2	1	0	2	3	6	1	0	0	0	5	4	0	0	28	5	4	0	0	5	3	3	0	3	2	1	0	7	15	4					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	19	0	1	1	1	0	0	0	0	0	3	1	0	2	1	4	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																														
18	Богданов Андрей Владимирович	359	14	22	25	22	26	23	33	17	15	11	11	3	19	18	17	15	7	4	2	1	2	3	7	4	1	3	1	4	4	5	0	3	0	1	1	0	6	5	4					
		1.45%	1.02%	1.50%	1.66%	1.44%	1.92%	1.57%	2.36%	1.41%	1.34%	1.46%	1.27%	1.11%	1.83%	1.27%	1.26%	1.69%	1.37%	0.77%	1.46%	0.49%	0.79%	1.25%	2.03%	0.66%	1.28%	2.61%	0.33%	2.80%	4.35%	3.73%	0.00%	1.02%	0.00%	0.69%	0.63%	0.00%	2.00%	1.47%	1.23%					
19	Жириновский Владимир Вольфович	3449	180	187	203	204	155	190	218	220	159	111	134	59	155	198	196	147	75	81	11	33	23	26	39	66	18	9	40	23	10	15	5	34	27	17	25	21	29	64	42					
		13.94%	13.13%	12.74%	13.48%	13.33%	11.44%	12.96%	15.60%	18.24%	14.25%	14.70%	15.46%	21.85%	14.95%	13.99%	14.55%	16.59%	14.68%	15.55%	8.03%	16.18%	9.13%	10.83%	11.30%	10.93%	23.08%	7.83%	13.03%	16.08%	10.87%	11.19%	4.95%	11.60%	13.43%	11.72%	15.63%	10.50%	9.67%	18.77%	12.88%					
20	Зюганов Геннадий Андреевич	4600	268	361	350	301	355	290	220	225	229	123	179	31	151	256	214	136	105	57	13	22	37	32	52	123	6	20	34	7	31	10	5	105	25	21	36	22	41	49	58					
		18.59%	19.55%	24.59%	23.24%	19.67%	26.20%	19.78%	15.75%	18.66%	20.52%	16.29%	20.65%	11.48%	14.56%	18.09%	15.89%	15.35%	20.55%	10.94%	9.49%	10.78%	14.68%	13.33%	15.07%	20.36%	7.69%	17.39%	11.07%	4.90%	33.70%	7.46%	4.95%	35.84%	12.44%	14.48%	22.50%	11.00%	13.67%	14.37%	17.79%					
21	Медведев Дмитрий Анатольевич	16024	879	871	912	984	800	945	898	723	697	502	540	176	705	929	901	575	320	371	111	148	190	175	247	399	51	83	231	109	47	102	90	147	148	105	96	156	223	220	218					
		64.76%	64.11%	59.33%	60.56%	64.31%	59.04%	64.46%	64.28%	59.95%	62.46%	66.49%	62.28%	65.19%	67.98%	65.65%	66.89%	64.90%	62.62%	71.21%	81.02%	72.55%	75.40%	72.92%	71.59%	66.06%	65.38%	72.17%	75.24%	76.22%	51.09%	76.12%	89.11%	50.17%	73.63%	72.41%	60.00%	78.00%	74.33%	64.52%	66.87%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
