Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																										
Дата голосования: 07.12.2003 0:00:00																																																										
																																																										
"Наименование Избирательной комиссии:    г. Ростов-на-Дону, Пролетарская "																																																										
																																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																										
																																																										
		Сумма	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489					
1	"Число избирателей, внесенных в списки"	94500	1330	1254	1670	1828	2317	450	2014	2056	1828	1252	1473	1275	2432	2293	2175	1796	1091	1278	1476	1750	493	2133	2082	2162	1654	1830	2345	1214	2054	1917	1399	1867	1623	2512	1370	2338	3089	2083	1560	2158	2415	2526	2556	1990	2241	2416	2382	922	1697	2192	2242					
2	"Число бюллетеней, полученных участковыми комиссиями"	93623	1380	1250	1570	1832	2298	450	2015	2040	1700	1250	1460	1257	2380	2350	2181	1765	1081	1003	1368	1780	496	2180	2100	2193	1655	1800	2380	1235	2100	1890	1400	1900	1600	2430	1350	2323	3038	2090	1570	2100	2382	2550	2550	1800	2250	2400	2363	941	1730	2157	2260					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	45355	638	656	976	856	1266	435	835	821	961	595	633	551	962	1326	981	806	472	647	665	788	280	936	756	769	554	894	1172	574	895	872	572	832	630	1126	523	982	1519	857	449	1151	1336	1508	1329	1140	1371	1398	1204	516	998	1190	1152					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	5023	85	47	47	130	81	1	51	104	61	46	62	90	359	97	104	96	60	43	69	77	202	89	179	232	88	140	129	60	136	74	98	126	117	168	239	175	37	194	216	73	46	67	90	34	33	45	20	68	71	39	28					
6	Число погашенных бюллетеней	43245	657	547	547	846	951	14	1129	1115	678	609	765	616	1059	927	1096	863	549	313	634	915	14	1155	1165	1192	1013	766	1079	601	1069	944	730	942	853	1136	588	1166	1482	1039	905	876	1000	975	1131	626	846	957	1139	357	661	928	1080					
7	Число бюллетеней в переносных ящиках для голосования	5023	85	47	47	130	81	1	51	104	61	46	62	90	359	97	104	96	60	43	69	77	202	89	179	232	88	140	129	60	136	74	98	126	117	168	239	175	37	194	216	73	46	67	90	34	33	45	20	68	71	39	28					
8	Число бюллетеней в стационарных ящиках для голосования	45318	638	656	976	856	1266	435	834	820	961	595	633	551	958	1326	981	806	472	636	663	788	280	936	756	769	554	894	1165	574	895	872	572	832	630	1126	522	982	1517	857	448	1149	1336	1508	1329	1139	1371	1398	1203	516	998	1187	1152					
9	Число недействительных бюллетеней	564	9	5	12	6	11	4	11	8	0	4	6	14	11	13	7	11	6	9	9	0	13	17	5	10	8	13	19	7	11	7	5	11	16	25	5	15	20	3	14	23	25	17	17	14	8	16	9	12	12	17	14					
10	Число действительных бюллетеней	49777	714	698	1011	980	1336	432	874	916	1022	637	689	627	1306	1410	1078	891	526	670	723	865	469	1008	930	991	634	1021	1275	627	1020	939	665	947	731	1269	756	1142	1534	1048	650	1199	1357	1558	1402	1159	1396	1427	1214	572	1057	1209	1166					
