Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																							
Дата голосования: 02.12.2007																																																							
																																																							
Наименование Избирательной комиссии:    ТИК Чайковского МР																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №4001	УИК №4002	УИК №4003	УИК №4004	УИК №4005	УИК №4006	УИК №4007	УИК №4008	УИК №4009	УИК №4010	УИК №4011	УИК №4012	УИК №4013	УИК №4014	УИК №4015	УИК №4016	УИК №4017	УИК №4018	УИК №4019	УИК №4020	УИК №4021	УИК №4022	УИК №4023	УИК №4024	УИК №4025	УИК №4026	УИК №4027	УИК №4028	УИК №4029	УИК №4030	УИК №4031	УИК №4032	УИК №4033	УИК №4034	УИК №4035	УИК №4036	УИК №4037	УИК №4038	УИК №4039	УИК №4040	УИК №4041	УИК №4042	УИК №4043	УИК №4044	УИК №4045	УИК №4046	УИК №4047	УИК №4048					
1	"Число избирателей, внесенных в списки избирателей"	83859	2812	2835	2835	2793	2651	2890	2107	2036	2090	1141	2305	1575	2510	2572	2249	2399	2670	2638	2354	2317	2314	2333	2930	819	372	733	297	2838	2049	2436	2894	266	1068	910	666	3180	970	412	1695	1875	486	355	891	1207	474	602	488	520					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	74650	2500	2500	2550	2450	2400	2600	1900	1800	1700	1000	2050	1400	2200	2350	2000	2150	2400	2300	2200	2100	2050	2100	2600	700	350	700	300	2550	1850	2200	2600	250	950	800	550	2500	850	350	1500	1700	450	300	750	1100	400	800	400	450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	43587	1384	1402	1506	1458	1308	1644	1113	1028	1180	591	1277	722	1419	1367	1179	1400	1426	1458	1208	1297	1243	1222	1444	302	139	292	213	1452	1106	1324	1275	186	547	374	342	1857	506	235	765	926	209	92	440	633	127	464	277	228					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2921	30	38	41	103	70	23	24	56	78	25	35	31	47	59	21	54	58	27	24	6	9	18	55	142	21	115	84	64	45	26	99	40	77	56	35	96	119	24	134	78	41	105	110	64	209	138	11	56					
6	Число погашенных избирательных бюллетеней	28122	1086	1060	1003	889	1022	933	763	716	442	384	738	647	734	924	800	696	916	815	968	797	798	860	1101	256	170	293	3	1034	699	850	1226	24	326	370	173	547	225	91	601	696	200	103	200	403	64	198	112	166					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2941	30	38	41	103	70	23	24	56	78	25	35	31	47	59	21	54	58	27	24	6	9	18	55	142	41	115	84	64	45	26	99	40	77	56	35	96	119	24	134	78	41	105	110	64	209	138	11	56					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	43578	1383	1402	1506	1458	1308	1643	1113	1028	1180	591	1277	722	1419	1367	1177	1400	1426	1458	1208	1297	1243	1222	1444	302	139	292	213	1452	1105	1324	1275	186	547	374	342	1855	506	235	765	924	209	92	440	633	127	464	277	228					
9	Число недействительных избирательных бюллетеней	329	14	6	8	11	6	13	5	8	5	2	5	12	8	12	14	6	18	9	6	9	10	8	16	2	1	1	2	6	16	16	7	6	3	3	3	11	3	4	10	12	1	1	3	2	0	3	1	1					
10	Число действительных избирательных бюллетеней	46190	1399	1434	1539	1550	1372	1653	1132	1076	1253	614	1307	741	1458	1414	1184	1448	1466	1476	1226	1294	1242	1232	1483	442	179	406	295	1510	1134	1334	1367	220	621	427	374	1940	622	255	889	990	249	196	547	695	336	599	287	283					
