Выборы Президента Российской Федерации																						
																						
Наименование Избирательной комиссии:    Избербашская городская																						
																						
Итоги голосования 																						
																						
		Сумма	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490					
1	"Число избирателей, внесенных в список"	25453	1563	1800	1651	1610	1730	1659	1749	1554	1709	1621	1660	1679	2984	1598	886					
2	Число полученных избирательных бюллетеней	25448	1563	1800	1651	1610	1730	1659	1747	1554	1706	1621	1660	1679	2984	1598	886					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	24779	1523	1720	1626	1569	1686	1586	1708	1530	1651	1580	1618	1642	2909	1556	875					
5	"Число избирательных бюллетеней, выданных вне помещения"	10	0	4	0	0	0	1	0	0	0	0	0	0	5	0	0					
6	Число погашенных избирательных бюллетеней	659	40	76	25	41	44	72	39	24	55	41	42	37	70	42	11					
7	Число избирательных бюллетеней в переносных ящиках	10	0	4	0	0	0	1	0	0	0	0	0	0	5	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	24774	1523	1720	1626	1569	1686	1586	1708	1530	1651	1580	1618	1642	2904	1556	875					
9	Число недействительных избирательных бюллетеней	27	0	1	0	0	0	3	3	0	3	0	0	0	0	2	15					
10	Число действительных избирательных бюллетеней	24757	1523	1723	1626	1569	1686	1584	1705	1530	1648	1580	1618	1642	2909	1554	860					
11	Число полученных открепительных  удостоверений	299	20	20	20	20	20	20	20	20	20	20	20	20	20	20	19					
12	Число выданных открепительных удостоверений	5	0	2	0	0	0	0	0	0	0	2	0	0	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число неиспользованных открепительных удостоверений	294	20	18	20	20	20	20	20	20	20	18	20	20	19	20	19					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																						
18	. Глазьев Сергей Юрьевич	12	0	0	0	0	0	8	0	0	0	0	0	2	0	2	0					
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.13%	0.00%					
19	. Малышкин Олег Александрович	10	0	0	0	0	0	4	0	1	0	0	0	3	0	2	0					
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.07%	0.00%	0.00%	0.00%	0.18%	0.00%	0.13%	0.00%					
20	. Миронов Сергей Михайлович	30	0	5	0	0	0	2	10	0	11	0	0	1	0	1	0					
		0.12%	0.00%	0.29%	0.00%	0.00%	0.00%	0.13%	0.59%	0.00%	0.67%	0.00%	0.00%	0.06%	0.00%	0.06%	0.00%					
21	. Путин Владимир Владимирович	24421	1511	1706	1605	1551	1672	1508	1688	1508	1628	1559	1602	1625	2887	1515	856					
		98.54%	99.21%	98.96%	98.71%	98.85%	99.17%	95.02%	98.83%	98.56%	98.61%	98.67%	99.01%	98.96%	99.24%	97.37%	97.83%					
22	. Хакамада Ирина Муцуовна	19	0	0	0	0	0	4	0	1	0	0	0	0	3	11	0					
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.10%	0.71%	0.00%					
23	. Харитонов Николай Михайлович	256	12	12	21	18	14	51	7	20	9	21	16	11	19	21	4					
		1.03%	0.79%	0.70%	1.29%	1.15%	0.83%	3.21%	0.41%	1.31%	0.55%	1.33%	0.99%	0.67%	0.65%	1.35%	0.46%					
																						
24	Против всех	9	0	0	0	0	0	7	0	0	0	0	0	0	0	2	0					
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
