Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Хворостянская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №4101	УИК №4102	УИК №4103	УИК №4104	УИК №4105	УИК №4106	УИК №4107	УИК №4108	УИК №4109	УИК №4110	УИК №4111	УИК №4112	УИК №4113	УИК №4114	УИК №4115	УИК №4116	УИК №4117	УИК №4118	УИК №4119	УИК №4120	УИК №4121	УИК №4122									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	10420	530	650	259	956	196	117	470	256	270	360	682	785	207	426	102	187	97	495	173	1170	1012	1020									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10896	555	705	268	995	208	124	488	260	295	363	722	795	219	435	104	186	95	510	197	1241	1056	1075									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	8808	311	516	239	771	159	70	382	217	214	328	536	646	187	367	92	172	90	461	120	1059	899	972									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1318	67	99	20	178	35	45	71	26	55	27	122	134	18	58	10	4	5	34	47	108	110	45									
6	Число погашенных избирательных бюллетеней	770	177	90	9	46	14	9	35	17	26	8	64	15	14	10	2	10	0	15	30	74	47	58									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1318	67	99	20	178	35	45	71	26	55	27	122	134	18	58	10	4	5	34	47	108	110	45									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	8808	311	516	239	771	159	70	382	217	214	328	536	646	187	367	92	172	90	461	120	1059	899	972									
9	Число недействительных избирательных бюллетеней	86	17	8	0	4	2	0	0	0	17	1	0	0	1	2	0	0	0	2	6	0	14	12									
10	Число действительных избирательных бюллетеней	10040	361	607	259	945	192	115	453	243	252	354	658	780	204	423	102	176	95	493	161	1167	995	1005									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	372	20	32	10	21	2	4	12	9	19	6	25	12	4	5	2	4	3	15	14	53	47	53									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	372	20	32	10	21	2	4	12	9	19	6	25	12	4	5	2	4	3	15	14	53	47	53									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	70	6	3	3	0	1	1	0	5	2	5	0	6	0	0	2	2	3	1	2	10	14	4									
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	48	0	1	0	0	0	0	2	0	0	2	2	3	2	1	0	0	0	0	7	12	4	12									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	30	2	3	0	2	0	0	0	0	1	1	3	0	0	1	0	1	0	0	1	2	8	5									
		0.30%	0.53%	0.49%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.37%	0.28%	0.46%	0.00%	0.00%	0.24%	0.00%	0.57%	0.00%	0.00%	0.60%	0.17%	0.79%	0.49%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	149	14	9	0	28	7	0	0	0	6	5	6	16	3	0	0	2	0	7	6	27	10	3									
		1.47%	3.70%	1.46%	0.00%	2.95%	3.61%	0.00%	0.00%	0.00%	2.23%	1.41%	0.91%	2.05%	1.46%	0.00%	0.00%	1.14%	0.00%	1.41%	3.59%	2.31%	0.99%	0.29%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	46	2	4	2	14	0	0	0	0	2	3	1	0	1	0	0	0	0	0	3	10	2	2									
		0.45%	0.53%	0.65%	0.77%	1.48%	0.00%	0.00%	0.00%	0.00%	0.74%	0.85%	0.15%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	1.80%	0.86%	0.20%	0.20%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8118	239	515	248	737	177	105	341	240	213	286	535	601	161	412	97	154	70	405	127	944	747	764									
		80.17%	63.23%	83.74%	95.75%	77.66%	91.24%	91.30%	75.28%	98.77%	79.18%	80.56%	81.31%	77.05%	78.54%	96.94%	95.10%	87.50%	73.68%	81.82%	76.05%	80.89%	74.03%	75.12%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	19	3	5	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	4	0									
		0.19%	0.79%	0.81%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.40%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	15	0	0	0	5	1	0	0	0	2	0	0	3	0	0	0	0	0	0	1	0	3	0									
		0.15%	0.00%	0.00%	0.00%	0.53%	0.52%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.30%	0.00%									
