Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																		
Дата голосования: 04.12.2011																																		
																																		
Наименование Избирательной комиссии:    район Нагатино-Садовники																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №1775	УИК №1776	УИК №1777	УИК №1778	УИК №1779	УИК №1780	УИК №1781	УИК №1782	УИК №1783	УИК №1784	УИК №1785	УИК №1786	УИК №1787	УИК №1788	УИК №1789	УИК №1790	УИК №1791	УИК №1792	УИК №1793	УИК №1794	УИК №1795	УИК №1796	УИК №1797	УИК №3336	УИК №3337	УИК №3338	УИК №3339					
1	"Число избирателей, внесенных в список избирателей"	47429	1670	1875	1601	2304	1429	2028	1639	1887	2805	2887	2406	202	2251	1886	1397	1206	2031	1741	2372	2174	1628	2707	2637	183	1283	824	376					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	39290	1340	1540	1310	1860	1160	1630	1290	1490	2190	2250	1920	230	1780	1530	1150	980	1620	1400	1910	1750	1280	2190	2140	200	1500	800	850					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	33909	940	1317	1235	1612	1021	1345	1238	1277	2044	2044	1726	186	1481	1145	1000	869	1569	1243	1848	1426	1200	1530	2008	165	1283	781	376					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	913	25	46	55	28	40	21	36	39	32	63	53	16	35	41	40	23	43	25	35	71	51	35	42	18	0	0	0					
6	Число погашенных избирательных бюллетеней	4468	375	177	20	220	99	264	16	174	114	143	141	28	264	344	110	88	8	132	27	253	29	625	90	17	217	19	474					
7	Число избирательных бюллетеней в переносных ящиках для голосования	913	25	46	55	28	40	21	36	39	32	63	53	16	35	41	40	23	43	25	35	71	51	35	42	18	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	33845	940	1317	1235	1612	1021	1345	1238	1277	2044	2040	1726	186	1480	1145	998	869	1566	1242	1848	1426	1163	1530	2008	165	1283	781	360					
9	Число недействительных избирательных бюллетеней	701	15	13	60	39	9	26	9	149	12	11	0	1	39	17	15	49	21	15	33	70	15	28	18	2	14	18	3					
10	Число действительных избирательных бюллетеней	34057	950	1350	1230	1601	1052	1340	1265	1167	2064	2092	1779	201	1476	1169	1023	843	1588	1252	1850	1427	1199	1537	2032	181	1269	763	357					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	860	50	55	40	55	20	50	40	35	40	35	35	5	40	30	40	30	35	20	40	35	35	55	40	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	741	50	37	40	55	17	42	32	28	36	33	32	1	33	25	27	23	29	15	34	34	28	50	40	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1138	61	37	15	41	41	51	23	67	50	36	47	0	65	12	18	19	20	26	27	18	47	42	27	4	109	216	19					
14	Число погашенных неиспользованных открепительных удостоверений	119	0	18	0	0	3	8	8	7	4	2	3	4	7	5	13	7	6	5	6	1	7	5	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	295	17	17	5	19	5	25	12	10	25	16	16	0	4	12	7	4	11	9	13	11	4	35	18	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2936	91	107	93	181	81	178	89	107	139	127	117	11	113	81	82	71	119	142	134	131	98	126	148	14	194	101	61					
		8.45%	9.43%	7.85%	7.21%	11.04%	7.63%	13.03%	6.99%	8.13%	6.70%	6.04%	6.58%	5.45%	7.46%	6.83%	7.90%	7.96%	7.40%	11.21%	7.12%	8.75%	8.07%	8.05%	7.22%	7.65%	15.12%	12.93%	16.94%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2067	82	90	106	32	31	129	41	85	21	87	87	10	109	144	28	7	135	85	120	30	17	235	75	10	159	80	32					
		5.95%	8.50%	6.60%	8.22%	1.95%	2.92%	9.44%	3.22%	6.46%	1.01%	4.14%	4.89%	4.95%	7.19%	12.14%	2.70%	0.78%	8.39%	6.71%	6.37%	2.00%	1.40%	15.02%	3.66%	5.46%	12.39%	10.24%	8.89%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	380	16	10	21	1	8	22	4	13	11	45	5	1	6	4	5	2	15	18	91	7	12	23	4	2	24	8	2					
		1.09%	1.66%	0.73%	1.63%	0.06%	0.75%	1.61%	0.31%	0.99%	0.53%	2.14%	0.28%	0.50%	0.40%	0.34%	0.48%	0.22%	0.93%	1.42%	4.83%	0.47%	0.99%	1.47%	0.20%	1.09%	1.87%	1.02%	0.56%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4240	187	130	187	45	52	280	72	273	198	249	119	5	288	277	102	30	130	177	328	165	29	325	167	20	189	128	88					
