Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    район Нагатино-Садовники																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №1769	УИК №1770	УИК №1771	УИК №1772	УИК №1773	УИК №1774	УИК №1775	УИК №1776	УИК №1777	УИК №1778	УИК №1779	УИК №1780	УИК №1781	УИК №1782	УИК №1783	УИК №1784	УИК №1785	УИК №1786	УИК №1787	УИК №1788	УИК №1789	УИК №1790	УИК №1791	УИК №3244	УИК №3245	УИК №3246	УИК №3247					
1	"Число избирателей, внесенных в списки избирателей"	47120	1563	1969	1619	2360	1473	2008	1624	1819	2675	2852	2375	210	2198	1913	1481	1242	2126	1780	2402	2181	1601	2779	2701	106	1108	549	406					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	43110	1400	1700	1450	2100	1350	1800	1450	1600	2400	2550	2150	210	2000	1700	1350	1150	1850	1600	2200	2000	1400	2400	2400	200	1350	600	750					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	24705	731	906	806	1253	705	1112	870	992	1347	1354	1054	210	1092	983	660	685	1095	932	1219	1079	812	1408	1232	105	1108	549	406					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1025	27	64	44	34	50	24	59	44	65	86	54	0	32	34	59	36	49	38	33	64	34	28	66	1	0	0	0					
6	Число погашенных избирательных бюллетеней	17380	642	730	600	813	595	664	521	564	988	1110	1042	0	876	683	631	429	706	630	948	857	554	964	1102	94	242	51	344					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1022	27	64	44	34	50	24	59	43	65	86	54	0	32	34	59	36	47	38	33	64	34	28	66	1	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	24662	729	904	804	1249	705	1112	870	989	1346	1354	1051	210	1092	979	659	678	1092	932	1217	1077	812	1407	1232	105	1108	549	400					
9	Число недействительных избирательных бюллетеней	424	10	8	18	18	13	10	18	14	24	25	19	3	18	14	21	16	21	11	12	22	11	29	27	1	25	7	9					
10	Число действительных избирательных бюллетеней	25260	746	960	830	1265	742	1126	911	1018	1387	1415	1086	207	1106	999	697	698	1118	959	1238	1119	835	1406	1271	105	1083	542	391					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	911	30	35	25	35	30	45	40	35	55	50	60	10	46	45	50	30	45	30	50	40	30	55	40	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	693	20	32	23	22	26	27	29	24	43	41	47	10	39	31	30	21	35	24	37	28	19	47	38	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	941	34	40	25	30	28	16	30	21	52	46	42	0	8	24	31	22	43	42	46	22	53	75	34	16	101	19	41					
14	Число погашенных неиспользованных открепительных удостоверений	218	10	3	2	13	4	18	11	11	12	9	13	0	7	14	20	9	10	6	13	12	11	8	2	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	278	4	18	9	16	4	8	10	14	19	18	10	0	11	11	4	13	14	9	23	9	6	33	15	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	1.Политическая партия «Аграрная партия России»	807	23	31	27	58	27	32	28	30	31	38	47	2	45	37	23	20	30	38	48	46	18	38	38	3	25	17	7					
		3.14%	3.04%	3.20%	3.18%	4.52%	3.58%	2.82%	3.01%	2.91%	2.20%	2.64%	4.25%	0.95%	4.00%	3.65%	3.20%	2.80%	2.63%	3.92%	3.84%	4.03%	2.13%	2.65%	2.93%	2.83%	2.26%	3.10%	1.75%					
19	2.Всероссийская политическая партия «Гражданская Сила»	653	22	19	19	35	14	37	20	35	37	48	31	1	34	25	15	21	28	28	33	42	25	30	29	3	11	7	4					
		2.54%	2.91%	1.96%	2.24%	2.73%	1.85%	3.26%	2.15%	3.39%	2.62%	3.33%	2.81%	0.48%	3.02%	2.47%	2.09%	2.94%	2.46%	2.89%	2.64%	3.68%	2.96%	2.09%	2.23%	2.83%	0.99%	1.28%	1.00%					
20	3.Политическая партия «Демократическая партия России»	70	3	1	1	3	2	2	3	2	6	8	1	1	2	3	0	4	1	6	0	3	2	3	6	0	7	0	0					
		0.27%	0.40%	0.10%	0.12%	0.23%	0.26%	0.18%	0.32%	0.19%	0.43%	0.56%	0.09%	0.48%	0.18%	0.30%	0.00%	0.56%	0.09%	0.62%	0.00%	0.26%	0.24%	0.21%	0.46%	0.00%	0.63%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3796	81	129	127	187	108	165	158	173	188	171	157	0	209	180	133	133	154	152	208	157	137	208	218	20	134	58	51					
		14.78%	10.71%	13.33%	14.98%	14.58%	14.30%	14.52%	17.01%	16.76%	13.32%	11.88%	14.21%	0.00%	18.59%	17.77%	18.52%	18.63%	13.52%	15.67%	16.64%	13.76%	16.19%	14.49%	16.80%	18.87%	12.09%	10.56%	12.75%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	722	12	12	25	30	17	49	21	53	44	45	21	1	55	26	12	20	21	59	42	21	31	23	40	6	19	9	8					
		2.81%	1.59%	1.24%	2.95%	2.34%	2.25%	4.31%	2.26%	5.14%	3.12%	3.13%	1.90%	0.48%	4.89%	2.57%	1.67%	2.80%	1.84%	6.08%	3.36%	1.84%	3.66%	1.60%	3.08%	5.66%	1.71%	1.64%	2.00%					
23	6.Политическая партия «Партия социальной справедливости»	106	4	4	4	4	4	6	2	3	6	7	4	0	5	1	2	1	6	6	6	9	1	3	5	0	9	2	2					
		0.41%	0.53%	0.41%	0.47%	0.31%	0.53%	0.53%	0.22%	0.29%	0.43%	0.49%	0.36%	0.00%	0.44%	0.10%	0.28%	0.14%	0.53%	0.62%	0.48%	0.79%	0.12%	0.21%	0.39%	0.00%	0.81%	0.36%	0.50%					
24	7.Политическая партия «Либерально-демократическая партия России»	1909	73	106	62	96	65	81	69	80	123	100	81	4	79	58	46	63	83	58	76	61	58	145	86	12	84	36	24					
		7.43%	9.66%	10.95%	7.31%	7.48%	8.61%	7.13%	7.43%	7.75%	8.72%	6.94%	7.33%	1.90%	7.03%	5.73%	6.41%	8.82%	7.29%	5.98%	6.08%	5.35%	6.86%	10.10%	6.63%	11.32%	7.58%	6.56%	6.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2022	50	64	64	109	71	74	74	82	104	135	92	1	98	90	50	54	93	73	113	106	67	108	91	8	77	30	44					
