Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
Наименование Избирательной комиссии:    Зеленогорская городская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759					
1	"Число избирателей, внесенных в списки избирателей"	55022	2228	2571	2558	2405	2568	2512	2600	2734	2569	2659	2356	2332	2567	2409	2433	2496	2370	2459	2840	2549	2927	1880					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	41300	1700	1900	1900	1800	1900	1900	1900	2100	1900	2000	1800	1800	1900	1800	1800	1900	1800	1900	2100	1900	2200	1400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	32321	1381	1505	1535	1359	1506	1423	1400	1709	1546	1539	1351	1444	1465	1523	1471	1558	1380	1562	1664	1370	1672	958					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	787	45	79	42	48	45	55	45	34	29	31	32	27	19	23	25	19	21	17	14	32	46	59					
6	Число погашенных избирательных бюллетеней	8192	274	316	323	393	349	422	455	357	325	430	417	329	416	254	304	323	399	321	422	498	482	383					
7	Число избирательных бюллетеней в переносных ящиках для голосования	787	45	79	42	48	45	55	45	34	29	31	32	27	19	23	25	19	21	17	14	32	46	59					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	32304	1379	1501	1532	1359	1504	1423	1400	1709	1546	1539	1351	1444	1461	1523	1470	1558	1380	1562	1663	1370	1672	958					
9	Число недействительных избирательных бюллетеней	482	13	30	15	20	34	15	25	23	24	36	20	20	24	14	17	30	20	22	36	16	20	8					
10	Число действительных избирательных бюллетеней	32609	1411	1550	1559	1387	1515	1463	1420	1720	1551	1534	1363	1451	1456	1532	1478	1547	1381	1557	1641	1386	1698	1009					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	450	20	20	20	20	20	20	20	30	20	20	20	20	20	20	20	20	20	20	20	20	20	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	288	9	15	11	12	13	15	17	25	13	20	10	10	15	13	12	6	10	16	11	10	20	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	120	4	6	4	1	8	2	13	7	10	8	1	5	2	7	4	8	2	5	5	8	4	6					
14	Число погашенных неиспользованных открепительных удостоверений	162	11	5	9	8	7	5	3	5	7	0	10	10	5	7	8	14	10	4	9	10	0	15					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	67	6	1	2	4	3	4	4	4	2	2	1	4	4	3	5	1	2	3	4	2	2	4					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	1.Политическая партия «Аграрная партия России»	957	49	53	54	41	39	30	45	67	49	37	35	41	25	43	34	38	38	43	45	39	66	46					
		2.89%	3.44%	3.35%	3.43%	2.91%	2.52%	2.03%	3.11%	3.84%	3.11%	2.36%	2.53%	2.79%	1.69%	2.78%	2.27%	2.41%	2.71%	2.72%	2.68%	2.78%	3.84%	4.52%					
19	2.Всероссийская политическая партия «Гражданская Сила»	400	20	18	33	7	18	15	11	9	13	17	12	15	26	19	27	20	18	34	21	15	27	5					
		1.21%	1.40%	1.14%	2.10%	0.50%	1.16%	1.01%	0.76%	0.52%	0.83%	1.08%	0.87%	1.02%	1.76%	1.23%	1.81%	1.27%	1.28%	2.15%	1.25%	1.07%	1.57%	0.49%					
20	3.Политическая партия «Демократическая партия России»	44	3	3	2	3	0	1	3	4	0	2	1	1	2	3	2	3	2	1	2	3	3	0					
		0.13%	0.21%	0.19%	0.13%	0.21%	0.00%	0.07%	0.21%	0.23%	0.00%	0.13%	0.07%	0.07%	0.14%	0.19%	0.13%	0.19%	0.14%	0.06%	0.12%	0.21%	0.17%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5371	244	220	283	203	208	208	229	281	259	264	189	251	228	207	214	243	208	230	250	343	386	223					
		16.23%	17.13%	13.92%	17.98%	14.43%	13.43%	14.07%	15.85%	16.12%	16.44%	16.82%	13.67%	17.06%	15.41%	13.39%	14.31%	15.41%	14.85%	14.57%	14.91%	24.47%	22.47%	21.93%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	599	29	23	41	25	17	24	22	26	30	29	26	39	32	31	34	24	23	32	22	28	31	11					
		1.81%	2.04%	1.46%	2.60%	1.78%	1.10%	1.62%	1.52%	1.49%	1.90%	1.85%	1.88%	2.65%	2.16%	2.01%	2.27%	1.52%	1.64%	2.03%	1.31%	1.99%	1.80%	1.08%					
23	6.Политическая партия «Партия социальной справедливости»	100	5	9	4	3	3	4	5	9	1	3	1	4	4	8	9	5	4	3	8	2	4	2					
		0.30%	0.35%	0.57%	0.25%	0.21%	0.19%	0.27%	0.35%	0.52%	0.06%	0.19%	0.07%	0.27%	0.27%	0.52%	0.60%	0.32%	0.29%	0.19%	0.48%	0.14%	0.23%	0.20%					
24	7.Политическая партия «Либерально-демократическая партия России»	4502	188	243	187	211	214	243	211	234	224	203	181	186	201	210	187	194	197	203	239	205	205	136					
		13.60%	13.20%	15.38%	11.88%	14.99%	13.82%	16.44%	14.60%	13.43%	14.22%	12.93%	13.09%	12.64%	13.58%	13.58%	12.51%	12.30%	14.06%	12.86%	14.25%	14.62%	11.93%	13.37%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2752	105	131	150	84	100	121	81	164	134	130	138	152	140	137	125	146	126	172	147	86	123	60					
		8.32%	7.37%	8.29%	9.53%	5.97%	6.46%	8.19%	5.61%	9.41%	8.51%	8.28%	9.98%	10.33%	9.46%	8.86%	8.36%	9.26%	8.99%	10.89%	8.77%	6.13%	7.16%	5.90%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	203	9	3	11	15	12	9	5	12	8	16	6	7	11	9	10	12	3	9	16	1	15	4					
		0.61%	0.63%	0.19%	0.70%	1.07%	0.77%	0.61%	0.35%	0.69%	0.51%	1.02%	0.43%	0.48%	0.74%	0.58%	0.67%	0.76%	0.21%	0.57%	0.95%	0.07%	0.87%	0.39%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	17146	725	825	761	778	880	789	790	878	810	808	755	719	759	838	815	837	740	784	869	651	817	518					
		51.81%	50.91%	52.22%	48.35%	55.29%	56.81%	53.38%	54.67%	50.37%	51.43%	51.46%	54.59%	48.88%	51.28%	54.20%	54.52%	53.08%	52.82%	49.65%	51.82%	46.43%	47.56%	50.93%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	535	34	22	33	17	24	19	18	36	23	25	19	36	28	27	21	25	22	46	22	13	21	4					
		1.62%	2.39%	1.39%	2.10%	1.21%	1.55%	1.29%	1.25%	2.07%	1.46%	1.59%	1.37%	2.45%	1.89%	1.75%	1.40%	1.59%	1.57%	2.91%	1.31%	0.93%	1.22%	0.39%					
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
