Выборы Президента Российской Федерации																																							
																																							
Наименование Избирательной комиссии:    Некрасовская																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №856	УИК №857	УИК №858					
1	"Число избирателей, внесенных в список"	19274	1162	1181	1177	1400	1442	1280	501	727	223	886	97	983	395	169	133	609	348	247	555	439	318	275	256	1161	489	192	202	182	213	205	1178	649					
2	Число полученных избирательных бюллетеней	18580	1136	1133	1128	1357	1372	1261	490	730	218	870	97	972	383	165	128	589	343	244	542	394	304	269	249	997	485	187	196	173	216	172	1148	632					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	10105	720	618	549	726	785	687	233	224	118	387	25	475	212	106	51	286	172	38	325	258	208	135	132	705	261	141	85	94	122	108	721	398					
5	"Число избирательных бюллетеней, выданных вне помещения"	2239	9	84	144	101	16	104	88	260	32	153	49	152	88	19	29	130	92	111	32	25	0	74	40	90	93	10	79	40	18	35	29	13					
6	Число погашенных избирательных бюллетеней	6236	407	431	435	530	571	470	169	246	68	330	23	345	83	40	48	173	79	95	185	111	96	60	77	202	131	36	32	39	76	29	398	221					
7	Число избирательных бюллетеней в переносных ящиках	2239	9	84	144	101	16	104	88	260	32	153	49	152	88	19	29	130	92	111	32	25	0	74	40	90	93	10	79	40	18	35	29	13					
8	Число бюллетеней в стационарных ящиках для голосования	10092	718	618	548	726	775	687	233	224	118	387	25	475	212	106	51	286	172	38	325	258	208	135	132	705	261	141	85	94	122	108	721	398					
9	Число недействительных избирательных бюллетеней	179	7	5	15	9	6	13	8	5	3	7	0	9	1	1	1	5	14	0	8	2	6	3	1	11	5	2	3	2	1	3	17	6					
10	Число действительных избирательных бюллетеней	12152	720	697	677	818	785	778	313	479	147	533	74	618	299	124	79	411	250	149	349	281	202	206	171	784	349	149	161	132	139	140	733	405					
11	Число полученных открепительных  удостоверений	700	70	40	40	40	50	40	15	20	10	20	10	20	15	10	10	20	15	10	20	20	20	10	10	35	20	10	10	10	10	10	40	20					
12	Число выданных открепительных удостоверений	95	6	1	3	5	8	14	1	12	3	4	0	4	0	3	0	4	3	0	0	0	3	1	1	10	3	1	0	1	1	1	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	308	5	8	3	10	6	6	2	1	5	5	0	6	3	2	4	8	4	2	0	36	10	2	5	129	2	1	4	6	1	20	9	3					
14	Число неиспользованных открепительных удостоверений	605	64	39	37	35	42	26	14	8	7	16	10	16	15	7	10	16	12	10	20	20	17	9	9	25	17	9	10	9	9	9	39	19					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																							
18	. Глазьев Сергей Юрьевич	343	36	27	14	24	30	26	4	7	3	19	3	15	1	2	0	8	4	6	9	23	3	1	6	18	5	6	6	1	0	7	14	15					
		2.78%	4.95%	3.85%	2.02%	2.90%	3.79%	3.29%	1.25%	1.45%	2.00%	3.52%	4.05%	2.39%	0.33%	1.60%	0.00%	1.92%	1.52%	4.03%	2.52%	8.13%	1.44%	0.48%	3.49%	2.26%	1.41%	3.97%	3.66%	0.75%	0.00%	4.90%	1.87%	3.65%					
19	. Малышкин Олег Александрович	244	6	5	20	18	24	24	5	10	2	5	1	5	7	7	6	5	4	3	9	2	2	8	3	22	5	2	5	0	5	0	16	8					
		1.98%	0.83%	0.71%	2.89%	2.18%	3.03%	3.03%	1.56%	2.07%	1.33%	0.93%	1.35%	0.80%	2.33%	5.60%	7.50%	1.20%	1.52%	2.01%	2.52%	0.71%	0.96%	3.83%	1.74%	2.77%	1.41%	1.32%	3.05%	0.00%	3.57%	0.00%	2.13%	1.95%					
20	. Миронов Сергей Михайлович	104	6	5	9	9	7	11	4	6	0	4	0	7	3	4	0	1	1	0	2	4	4	1	1	5	3	1	0	3	2	0	1	0					
		0.84%	0.83%	0.71%	1.30%	1.09%	0.88%	1.39%	1.25%	1.24%	0.00%	0.74%	0.00%	1.12%	1.00%	3.20%	0.00%	0.24%	0.38%	0.00%	0.56%	1.41%	1.92%	0.48%	0.58%	0.63%	0.85%	0.66%	0.00%	2.24%	1.43%	0.00%	0.13%	0.00%					
21	. Путин Владимир Владимирович	9325	523	518	501	603	591	585	245	376	125	414	65	481	250	91	49	335	217	121	289	197	151	175	88	615	279	119	117	106	107	110	572	310					
		75.62%	71.94%	73.79%	72.40%	72.91%	74.72%	73.96%	76.32%	77.69%	83.33%	76.67%	87.84%	76.71%	83.33%	72.80%	61.25%	80.53%	82.20%	81.21%	80.95%	69.61%	72.60%	83.73%	51.16%	77.36%	78.81%	78.81%	71.34%	79.10%	76.43%	76.92%	76.27%	75.43%					
