Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    ТИК Гремячинского МР																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815					
1	"Число избирателей, внесенных в списки избирателей"	13812	2103	541	2203	1960	1094	738	646	341	260	478	582	1549	1162	99	56					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13610	2090	530	2230	1880	1110	680	640	350	230	450	560	1540	1150	100	70					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7461	1089	262	1275	1012	536	338	343	160	147	263	372	898	679	51	36					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	754	73	30	78	82	73	91	68	28	16	36	36	76	49	0	18					
6	Число погашенных избирательных бюллетеней	5395	928	238	877	786	501	251	229	162	67	151	152	566	422	49	16					
7	Число избирательных бюллетеней в переносных ящиках для голосования	754	73	30	78	82	73	91	68	28	16	36	36	76	49	0	18					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7459	1087	262	1275	1012	536	338	343	160	147	263	372	898	679	51	36					
9	Число недействительных избирательных бюллетеней	80	16	1	13	16	5	1	3	3	1	0	6	6	9	0	0					
10	Число действительных избирательных бюллетеней	8133	1144	291	1340	1078	604	428	408	185	162	299	402	968	719	51	54					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	298	45	15	50	45	25	10	20	10	5	10	20	20	15	8	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	129	17	5	22	25	11	1	15	4	3	3	5	4	11	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	88	4	9	8	9	1	8	2	3	11	11	8	4	7	3	0					
14	Число погашенных неиспользованных открепительных удостоверений	169	28	10	28	20	14	9	5	6	2	7	15	16	4	5	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	0	2	5	0	4	2	0	1	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	1.Политическая партия «Аграрная партия России»	142	19	8	27	16	12	3	9	4	1	6	10	18	8	1	0					
		1.73%	1.64%	2.74%	1.99%	1.46%	1.97%	0.70%	2.19%	2.13%	0.61%	2.01%	2.45%	1.85%	1.10%	1.96%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	33	8	2	2	5	3	1	2	0	2	0	3	1	4	0	0					
		0.40%	0.69%	0.68%	0.15%	0.46%	0.49%	0.23%	0.49%	0.00%	1.23%	0.00%	0.74%	0.10%	0.55%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	9	0	0	2	2	0	0	0	0	1	0	3	0	1	0	0					
		0.11%	0.00%	0.00%	0.15%	0.18%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.74%	0.00%	0.14%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	540	54	23	115	83	27	25	24	9	5	12	21	73	62	6	1					
		6.57%	4.66%	7.88%	8.50%	7.59%	4.43%	5.83%	5.84%	4.79%	3.07%	4.01%	5.15%	7.49%	8.52%	11.76%	1.85%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	94	10	3	9	10	9	4	6	6	5	2	10	15	4	0	1					
		1.14%	0.86%	1.03%	0.67%	0.91%	1.48%	0.93%	1.46%	3.19%	3.07%	0.67%	2.45%	1.54%	0.55%	0.00%	1.85%					
23	6.Политическая партия «Партия социальной справедливости»	8	3	0	2	0	0	0	1	0	1	0	0	0	1	0	0					
		0.10%	0.26%	0.00%	0.15%	0.00%	0.00%	0.00%	0.24%	0.00%	0.61%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	866	123	30	128	127	81	38	44	16	17	44	53	85	74	2	4					
		10.54%	10.60%	10.27%	9.46%	11.61%	13.30%	8.86%	10.71%	8.51%	10.43%	14.72%	12.99%	8.73%	10.16%	3.92%	7.41%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	666	93	23	144	111	42	33	48	8	3	24	26	72	34	0	5					
		8.11%	8.02%	7.88%	10.64%	10.15%	6.90%	7.69%	11.68%	4.26%	1.84%	8.03%	6.37%	7.39%	4.67%	0.00%	9.26%					
