Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Гатчинская восточная																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381					
1	"Число избирателей, внесенных в списки"	24505	980	748	359	1896	1094	660	504	719	599	1662	1255	495	1829	2270	375	1126	963	1179	205	1464	1789	1620	323	175	216					
2	"Число бюллетеней, полученных участковыми комиссиями"	25350	1000	800	400	2000	1100	700	550	750	700	1700	1300	500	1900	2300	500	1200	1000	1200	200	1500	1650	1600	350	200	250					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9537	282	193	152	876	473	227	169	239	221	684	495	175	700	703	224	370	365	390	99	752	710	612	209	103	114					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1574	56	107	64	45	46	29	61	60	41	47	61	65	96	190	0	116	71	150	60	67	38	31	30	0	43					
6	Число погашенных бюллетеней	14239	662	500	184	1079	581	444	320	451	438	969	744	260	1104	1407	276	714	564	660	41	681	902	957	111	97	93					
7	Число бюллетеней в переносных ящиках для голосования	1574	56	107	64	45	46	29	61	60	41	47	61	65	96	190	0	116	71	150	60	67	38	31	30	0	43					
8	Число бюллетеней в стационарных ящиках для голосования	9532	282	193	152	876	473	226	169	239	221	680	495	175	700	703	224	370	365	390	99	752	710	612	209	103	114					
9	Число недействительных бюллетеней	122	5	2	3	7	7	2	3	6	5	10	12	3	10	12	1	9	3	4	0	8	5	2	0	0	3					
10	Число действительных бюллетеней	10984	333	298	213	914	512	253	227	293	257	717	544	237	786	881	223	477	433	536	159	811	743	641	239	103	154					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	380	20	10	10	20	20	10	10	10	10	20	20	10	20	20	10	20	20	20	10	20	20	20	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	83	1	1	3	7	12	4	1	1	1	2	1	0	8	9	3	5	1	4	0	3	1	13	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	102	8	3	3	13	2	10	4	4	15	4	0	2	0	1	0	3	3	1	0	9	2	5	1	1	8					
14	Число погашенных открепительных удостоверений	297	19	9	7	13	8	6	9	9	9	18	19	10	12	11	7	15	19	16	10	17	19	7	8	10	10					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	"1. ""ЕДИНЕНИЕ"""	137	6	5	1	11	5	1	3	2	3	7	21	1	8	10	2	4	4	7	3	11	13	6	2	0	1					
