Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																					
Дата голосования: 04.12.2011																																					
																																					
Наименование Избирательной комиссии:    Первомайская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620					
1	"Число избирателей, внесенных в список избирателей"	15115	1098	295	302	145	889	889	73	69	750	114	235	160	352	243	1585	1521	1586	937	533	319	310	314	198	346	571	403	208	165	397	108					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14210	1010	300	290	140	900	850	80	70	740	120	220	160	340	240	1450	1300	1450	850	500	310	300	300	190	320	560	390	200	160	370	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7868	547	160	214	97	407	376	51	52	366	82	174	128	210	142	868	655	734	421	325	158	157	202	99	204	291	231	140	116	198	63					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	679	31	18	9	1	43	58	22	0	32	4	0	0	38	21	21	68	15	41	29	23	41	18	19	28	33	17	12	6	25	6					
6	Число погашенных избирательных бюллетеней	5663	432	122	67	42	450	416	7	18	342	34	46	32	92	77	561	577	701	388	146	129	102	80	72	88	236	142	48	38	147	31					
7	Число избирательных бюллетеней в переносных ящиках для голосования	679	31	18	9	1	43	58	22	0	32	4	0	0	38	21	21	68	15	41	29	23	41	18	19	28	33	17	12	6	25	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7866	547	160	214	97	407	376	51	52	366	82	174	128	210	142	866	655	734	421	325	158	157	202	99	204	291	231	140	116	198	63					
9	Число недействительных избирательных бюллетеней	76	4	1	0	1	1	2	0	0	3	0	1	1	3	1	6	13	8	4	3	3	0	1	0	8	8	1	1	0	1	1					
10	Число действительных избирательных бюллетеней	8469	574	177	223	97	449	432	73	52	395	86	173	127	245	162	881	710	741	458	351	178	198	219	118	224	316	247	151	122	222	68					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	370	20	20	20	20	10	20	10	10	10	10	10	10	10	10	20	10	20	10	10	10	10	10	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	136	14	3	0	0	5	12	6	0	7	2	0	1	2	0	18	4	13	10	6	6	0	4	0	0	3	10	1	4	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	67	2	2	2	3	1	3	1	3	2	0	0	1	1	2	3	8	3	5	2	2	1	3	1	3	4	5	1	1	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	234	6	17	20	20	5	8	4	10	3	8	10	9	8	10	2	6	7	0	4	4	10	6	10	10	7	0	9	6	5	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	709	61	13	7	7	62	41	12	1	39	4	4	5	22	8	76	66	49	55	24	8	11	9	17	18	42	24	4	6	14	0					
		8.30%	10.55%	7.30%	3.14%	7.14%	13.78%	9.45%	16.44%	1.92%	9.80%	4.65%	2.30%	3.91%	8.87%	4.91%	8.57%	9.13%	6.54%	11.90%	6.78%	4.42%	5.56%	4.09%	14.41%	7.76%	12.96%	9.68%	2.63%	4.92%	6.28%	0.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1464	146	31	28	15	82	71	6	9	72	30	15	7	54	38	141	114	139	44	52	47	30	46	17	56	52	36	19	32	20	15					
		17.13%	25.26%	17.42%	12.56%	15.31%	18.22%	16.36%	8.22%	17.31%	18.09%	34.88%	8.62%	5.47%	21.77%	23.31%	15.90%	15.77%	18.56%	9.52%	14.69%	25.97%	15.15%	20.91%	14.41%	24.14%	16.05%	14.52%	12.50%	26.23%	8.97%	21.74%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	73	3	0	1	2	7	7	0	0	2	0	1	1	3	0	10	10	2	5	4	3	0	1	0	1	4	3	2	1	0	0					
		0.85%	0.52%	0.00%	0.45%	2.04%	1.56%	1.61%	0.00%	0.00%	0.50%	0.00%	0.57%	0.78%	1.21%	0.00%	1.13%	1.38%	0.27%	1.08%	1.13%	1.66%	0.00%	0.45%	0.00%	0.43%	1.23%	1.21%	1.32%	0.82%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1437	92	21	30	28	102	124	5	9	65	5	30	5	35	22	203	124	111	80	53	22	33	32	27	23	51	35	22	11	33	4					
		16.82%	15.92%	11.80%	13.45%	28.57%	22.67%	28.57%	6.85%	17.31%	16.33%	5.81%	17.24%	3.91%	14.11%	13.50%	22.89%	17.15%	14.82%	17.32%	14.97%	12.15%	16.67%	14.55%	22.88%	9.91%	15.74%	14.11%	14.47%	9.02%	14.80%	5.80%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	91	4	2	1	0	5	1	1	1	5	0	3	0	1	0	13	12	13	12	2	0	0	0	1	2	1	5	0	1	5	0					
		1.06%	0.69%	1.12%	0.45%	0.00%	1.11%	0.23%	1.37%	1.92%	1.26%	0.00%	1.72%	0.00%	0.40%	0.00%	1.47%	1.66%	1.74%	2.60%	0.56%	0.00%	0.00%	0.00%	0.85%	0.86%	0.31%	2.02%	0.00%	0.82%	2.24%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4674	265	110	156	45	191	187	48	32	210	47	120	108	129	94	437	383	425	261	216	98	124	131	56	123	163	142	104	71	149	49					
		54.70%	45.85%	61.80%	69.96%	45.92%	42.44%	43.09%	65.75%	61.54%	52.76%	54.65%	68.97%	84.38%	52.02%	57.67%	49.27%	52.97%	56.74%	56.49%	61.02%	54.14%	62.63%	59.55%	47.46%	53.02%	50.31%	57.26%	68.42%	58.20%	66.82%	71.01%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	21	3	0	0	0	0	1	1	0	2	0	0	1	1	0	1	1	2	1	0	0	0	0	0	1	3	2	0	0	1	0					
		0.25%	0.52%	0.00%	0.00%	0.00%	0.00%	0.23%	1.37%	0.00%	0.50%	0.00%	0.00%	0.78%	0.40%	0.00%	0.11%	0.14%	0.27%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.93%	0.81%	0.00%	0.00%	0.45%	0.00%					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
