Выборы Президента Российской Федерации																																						
																																						
Наименование Избирательной комиссии:    Мухоршибирская																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448					
1	"Число избирателей, внесенных в список"	18372	1264	1412	685	1148	989	527	102	1532	1315	130	626	52	290	212	84	331	261	94	291	341	1017	412	1260	306	431	57	572	237	796	190	1408					
2	Число полученных избирательных бюллетеней	17799	1170	1320	720	1100	1000	550	105	1420	1220	140	650	55	300	220	82	350	300	110	300	330	1000	400	1200	310	410	57	550	230	800	180	1220					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	11284	599	798	506	737	641	385	95	734	656	95	459	46	248	189	56	192	219	67	244	248	557	259	643	225	313	56	371	203	440	155	848					
5	"Число избирательных бюллетеней, выданных вне помещения"	1661	109	65	88	154	89	42	5	39	21	15	71	5	26	15	20	73	19	22	17	42	158	64	208	26	23	0	30	15	78	21	101					
6	Число погашенных избирательных бюллетеней	4854	462	457	126	209	270	123	5	647	543	30	120	4	26	16	6	85	62	21	39	40	285	77	349	59	74	1	149	12	282	4	271					
7	Число избирательных бюллетеней в переносных ящиках	1661	109	65	88	154	89	42	5	39	21	15	71	5	26	15	20	73	19	22	17	42	158	64	208	26	23	0	30	15	78	21	101					
8	Число бюллетеней в стационарных ящиках для голосования	11283	599	798	506	737	640	385	95	734	656	95	459	46	248	189	56	192	219	67	244	248	557	259	643	225	313	56	371	203	440	155	848					
9	Число недействительных избирательных бюллетеней	189	11	10	9	13	21	3	0	13	10	0	18	0	2	4	0	4	1	0	2	8	10	2	11	3	4	0	9	3	9	0	9					
10	Число действительных избирательных бюллетеней	12755	697	853	585	878	708	424	100	760	667	110	512	51	272	200	76	261	237	89	259	282	705	321	840	248	332	56	392	215	509	176	940					
