Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																				
Дата голосования: 02.12.2007																																				
																																				
Наименование Избирательной комиссии:    Чурапчинская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717					
1	"Число избирателей, внесенных в списки избирателей"	11461	434	215	348	33	517	630	336	53	214	278	503	214	670	77	447	73	78	35	309	46	89	662	331	370	726	892	856	875	1150					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10748	415	212	353	32	502	603	324	54	209	268	476	226	634	78	433	72	78	32	295	48	90	637	305	363	629	788	754	815	1023					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8896	372	193	295	30	407	512	284	42	184	208	427	198	580	68	396	68	75	32	246	39	32	533	283	289	501	624	559	568	851					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	791	21	10	29	2	25	48	17	0	10	25	31	11	40	7	37	1	0	0	14	0	47	47	22	39	52	60	48	72	76					
6	Число погашенных избирательных бюллетеней	1061	22	9	29	0	70	43	23	12	15	35	18	17	14	3	0	3	3	0	35	9	11	57	0	35	76	104	147	175	96					
7	Число избирательных бюллетеней в переносных ящиках для голосования	791	21	10	29	2	25	48	17	0	10	25	31	11	40	7	37	1	0	0	14	0	47	47	22	39	52	60	48	72	76					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8896	372	193	295	30	407	512	284	42	184	208	427	198	580	68	396	68	75	32	246	39	32	533	283	289	501	624	559	568	851					
9	Число недействительных избирательных бюллетеней	49	3	1	1	0	5	4	3	1	1	1	1	0	2	0	2	0	0	0	1	0	0	5	2	1	1	0	3	7	4					
10	Число действительных избирательных бюллетеней	9638	390	202	323	32	427	556	298	41	193	232	457	209	618	75	431	69	75	32	259	39	79	575	303	327	552	684	604	633	923					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	345	20	10	10	5	15	15	10	5	10	10	15	15	15	5	15	5	5	5	10	5	5	15	10	10	20	20	15	20	25					
