Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Касимовская городская																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321					
1	"Число избирателей, внесенных в списки"	27815	1779	1952	1732	1037	640	1092	777	957	880	1307	552	2274	2071	1668	1759	1823	1776	1818	1921					
2	"Число бюллетеней, полученных участковыми комиссиями"	25735	1660	1800	1620	980	570	1050	710	860	780	1210	505	2050	1920	1570	1640	1720	1650	1700	1740					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13804	876	981	861	517	324	638	372	457	445	618	229	1093	1075	908	969	921	782	786	952					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	655	43	28	16	15	14	35	20	18	21	57	43	23	33	42	30	58	44	57	58					
6	Число погашенных бюллетеней	11276	741	791	743	448	232	377	318	385	314	535	233	934	812	620	641	741	824	857	730					
7	Число бюллетеней в переносных ящиках для голосования	655	43	28	16	15	14	35	20	18	21	57	43	23	33	42	30	58	44	57	58					
8	Число бюллетеней в стационарных ящиках для голосования	13798	876	981	861	516	324	638	372	457	445	618	229	1088	1075	908	969	921	782	786	952					
9	Число недействительных бюллетеней	215	30	8	11	6	14	10	7	8	11	10	5	9	14	14	15	11	10	14	8					
10	Число действительных бюллетеней	14238	889	1001	866	525	324	663	385	467	455	665	267	1102	1094	936	984	968	816	829	1002					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	285	18	20	18	10	7	11	8	10	9	14	6	22	21	17	18	19	18	19	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	128	10	6	8	2	2	6	4	2	5	7	3	11	4	3	16	8	14	4	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	64	2	2	3	1	4	1	4	4	4	1	1	4	2	2	14	2	7	3	3					
14	Число погашенных открепительных удостоверений	157	8	14	10	8	5	5	4	8	4	7	3	11	17	14	2	11	4	15	7					
15	Число открепительных удостоверений выданных ТИК	15	2	0	0	0	0	0	0	1	0	2	0	2	1	1	0	3	1	2	0					
