Выборы Президента Российской Федерации																																										
																																										
Наименование Избирательной комиссии:    Зуевская																																										
																																										
Итоги голосования 																																										
																																										
		Сумма	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252					
1	"Число избирателей, внесенных в список"	21990	262	441	873	508	1401	930	220	221	231	287	221	120	719	905	280	206	171	576	183	689	813	515	803	893	927	1221	349	737	734	1166	858	1114	905	607	904					
2	Число полученных избирательных бюллетеней	21550	270	440	880	500	1400	900	220	220	220	300	230	120	700	900	250	200	170	550	180	700	800	500	800	900	900	1200	340	730	730	1050	800	1050	900	600	900					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	12237	115	255	487	319	928	592	140	139	139	163	128	38	321	558	167	126	115	390	117	299	490	261	386	518	449	656	201	376	399	658	503	612	472	291	429					
5	"Число избирательных бюллетеней, выданных вне помещения"	1736	103	71	129	55	189	118	46	24	26	47	13	33	150	38	37	11	11	15	24	58	21	7	71	20	58	28	18	12	61	104	24	18	42	16	38					
6	Число погашенных избирательных бюллетеней	7577	52	114	264	126	283	190	34	57	55	90	89	49	229	304	46	63	44	145	39	343	289	232	343	362	393	516	121	342	270	288	273	420	386	293	433					
7	Число избирательных бюллетеней в переносных ящиках	1736	103	71	129	55	189	118	46	24	26	47	13	33	150	38	37	11	11	15	24	58	21	7	71	20	58	28	18	12	61	104	24	18	42	16	38					
8	Число бюллетеней в стационарных ящиках для голосования	12236	115	255	487	319	928	592	140	139	139	163	128	38	321	558	167	126	115	390	117	299	490	260	386	518	449	656	201	376	399	658	503	612	472	291	429					
9	Число недействительных избирательных бюллетеней	96	3	4	3	5	7	4	0	0	0	3	0	1	1	3	1	1	2	8	0	1	5	7	3	4	4	7	2	0	3	4	0	3	1	3	3					
10	Число действительных избирательных бюллетеней	13876	215	322	613	369	1110	706	186	163	165	207	141	70	470	593	203	136	124	397	141	356	506	260	454	534	503	677	217	388	457	758	527	627	513	304	464					
11	Число полученных открепительных  удостоверений	385	5	10	15	10	30	15	5	5	5	5	5	5	10	15	5	5	5	10	5	10	15	10	15	15	15	20	5	15	10	15	10	20	15	10	15					
12	Число выданных открепительных удостоверений	158	5	0	5	1	30	15	4	1	1	2	4	0	3	3	0	1	0	2	0	2	8	1	2	8	3	9	1	4	4	10	8	6	5	8	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	109	2	1	3	0	6	3	4	4	2	0	4	4	6	5	2	0	1	0	1	0	2	1	1	11	1	4	3	1	4	6	5	4	6	2	10					
14	Число неиспользованных открепительных удостоверений	227	0	10	10	9	0	0	1	4	4	3	1	5	7	12	5	4	5	8	5	8	7	9	13	7	12	11	4	11	6	5	2	14	10	2	13					
15	"Число открепительных удостоверений, выданных в ТИК"	15	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	2	0	1	1	1	0	1	1	0	1					
