Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
"Наименование Избирательной комиссии:    г. Чита, Ингодинская"																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №905	УИК №906					
1	"Число избирателей, внесенных в списки избирателей"	50022	2161	1756	1888	1742	1118	2533	2177	2270	2025	1602	2040	2190	1397	1159	2429	2568	1993	1659	2057	2275	2699	2107	499	2462	331	1144	1399	342					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	47110	1700	1500	1700	1550	1000	2450	2150	2150	2050	1650	1950	2150	1150	1150	2100	2400	1800	1600	2000	2100	2500	2100	480	2250	330	1200	1450	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	32729	1540	1389	1288	1332	633	1556	1494	1359	1360	1119	1382	1671	853	711	1471	1571	1128	1069	1186	1520	1706	1082	290	1444	287	1140	1067	81					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1714	63	21	49	145	38	100	61	60	14	20	90	56	175	56	92	48	31	46	58	31	47	27	28	76	20	0	1	261					
6	Число погашенных избирательных бюллетеней	12667	97	90	363	73	329	794	595	731	676	511	478	423	122	383	537	781	641	485	756	549	747	991	162	730	23	60	382	158					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1714	63	21	49	145	38	100	61	60	14	20	90	56	175	56	92	48	31	46	58	31	47	27	28	76	20	0	1	261					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	32703	1540	1388	1288	1331	633	1554	1494	1359	1360	1118	1379	1671	853	711	1470	1569	1128	1069	1186	1515	1698	1081	290	1444	287	1139	1067	81					
9	Число недействительных избирательных бюллетеней	331	13	5	11	11	5	15	15	18	6	8	11	13	6	15	10	15	5	6	16	11	14	11	3	16	2	57	7	6					
10	Число действительных избирательных бюллетеней	34086	1590	1404	1326	1465	666	1639	1540	1401	1368	1130	1458	1714	1022	752	1552	1602	1154	1109	1228	1535	1731	1097	315	1504	305	1082	1061	336					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1119	70	40	65	30	20	40	40	30	30	60	60	70	30	20	40	40	50	30	55	40	45	30	20	30	20	0	114	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	916	61	38	51	27	12	38	34	30	30	57	51	50	16	14	31	40	37	15	38	34	43	18	3	30	4	0	114	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	943	27	19	43	42	5	32	26	33	32	28	32	69	29	18	119	27	28	62	37	39	6	10	6	23	11	73	30	37					
14	Число погашенных неиспользованных открепительных удостоверений	203	9	2	14	3	8	2	6	0	0	3	9	20	14	6	9	0	13	15	17	6	2	12	17	0	16	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	47	4	8	8	0	0	0	1	1	1	0	0	0	5	0	6	1	2	3	2	1	1	1	1	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	1.Политическая партия «Аграрная партия России»	850	19	14	27	24	12	46	50	48	42	15	43	49	29	26	36	45	25	22	47	55	53	23	7	34	4	23	25	7					
		2.47%	1.19%	0.99%	2.02%	1.63%	1.79%	2.78%	3.22%	3.38%	3.06%	1.32%	2.93%	2.84%	2.82%	3.39%	2.30%	2.78%	2.16%	1.97%	3.78%	3.56%	3.04%	2.08%	2.20%	2.24%	1.30%	2.02%	2.34%	2.05%					
19	2.Всероссийская политическая партия «Гражданская Сила»	277	4	9	12	11	4	16	15	11	14	6	14	18	6	9	16	19	8	6	8	13	10	12	1	6	1	13	13	2					
		0.80%	0.25%	0.64%	0.90%	0.75%	0.60%	0.97%	0.96%	0.78%	1.02%	0.53%	0.95%	1.04%	0.58%	1.17%	1.02%	1.18%	0.69%	0.54%	0.64%	0.84%	0.57%	1.08%	0.31%	0.39%	0.33%	1.14%	1.22%	0.58%					
20	3.Политическая партия «Демократическая партия России»	58	5	3	1	4	1	1	2	0	3	5	2	1	0	0	2	2	0	2	2	2	4	0	0	0	1	5	10	0					
		0.17%	0.31%	0.21%	0.07%	0.27%	0.15%	0.06%	0.13%	0.00%	0.22%	0.44%	0.14%	0.06%	0.00%	0.00%	0.13%	0.12%	0.00%	0.18%	0.16%	0.13%	0.23%	0.00%	0.00%	0.00%	0.33%	0.44%	0.94%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2824	84	54	62	84	40	167	144	174	142	59	188	196	86	70	203	208	80	86	80	124	189	70	17	105	14	20	40	38					
		8.21%	5.24%	3.83%	4.64%	5.69%	5.96%	10.10%	9.26%	12.26%	10.33%	5.18%	12.80%	11.35%	8.37%	9.13%	12.99%	12.86%	6.90%	7.71%	6.43%	8.02%	10.83%	6.32%	5.35%	6.91%	4.56%	1.76%	3.75%	11.11%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	214	4	9	5	7	7	13	11	9	5	3	13	15	7	2	12	15	9	4	10	16	12	14	0	3	0	3	6	0					
		0.62%	0.25%	0.64%	0.37%	0.47%	1.04%	0.79%	0.71%	0.63%	0.36%	0.26%	0.88%	0.87%	0.68%	0.26%	0.77%	0.93%	0.78%	0.36%	0.80%	1.03%	0.69%	1.26%	0.00%	0.20%	0.00%	0.26%	0.56%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	79	5	3	1	8	4	1	2	5	1	5	3	2	2	2	3	2	0	2	4	6	4	3	0	2	1	3	3	2					
		0.23%	0.31%	0.21%	0.07%	0.54%	0.60%	0.06%	0.13%	0.35%	0.07%	0.44%	0.20%	0.12%	0.19%	0.26%	0.19%	0.12%	0.00%	0.18%	0.32%	0.39%	0.23%	0.27%	0.00%	0.13%	0.33%	0.26%	0.28%	0.58%					
24	7.Политическая партия «Либерально-демократическая партия России»	5704	223	231	210	304	135	253	271	210	182	213	212	209	173	125	226	218	187	182	202	231	254	195	53	254	34	521	153	43					
		16.57%	13.91%	16.39%	15.71%	20.60%	20.12%	15.30%	17.43%	14.80%	13.25%	18.72%	14.43%	12.10%	16.83%	16.30%	14.47%	13.48%	16.13%	16.32%	16.24%	14.94%	14.56%	17.60%	16.67%	16.71%	11.07%	45.74%	14.33%	12.57%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3215	81	85	79	130	37	234	173	175	136	85	170	168	81	84	184	223	90	97	132	158	192	85	19	132	49	27	74	35					
		9.34%	5.05%	6.03%	5.91%	8.81%	5.51%	14.15%	11.13%	12.33%	9.90%	7.47%	11.57%	9.73%	7.88%	10.95%	11.78%	13.79%	7.77%	8.70%	10.61%	10.22%	11.00%	7.67%	5.97%	8.68%	15.96%	2.37%	6.93%	10.23%					
