Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Староюрьевская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №665	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688					
1	"Число избирателей, внесенных в список избирателей"	12085	469	156	613	796	459	181	234	222	321	1109	406	326	275	206	489	333	215	130	429	1838	1141	843	894					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12072	470	156	610	795	460	180	233	219	320	1100	408	325	279	205	490	330	212	125	425	1860	1135	840	895					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6486	165	81	275	429	239	115	145	116	175	627	198	204	141	129	275	182	94	62	209	972	751	420	482					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2289	203	37	212	271	107	37	30	52	52	151	119	77	115	50	76	67	63	33	72	194	95	83	93					
6	Число погашенных избирательных бюллетеней	3297	102	38	123	95	114	28	58	51	93	322	91	44	23	26	139	81	55	30	144	694	289	337	320					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2289	203	37	212	271	107	37	30	52	52	151	119	77	115	50	76	67	63	33	72	194	95	83	93					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6486	165	81	275	429	239	115	145	116	175	627	198	204	141	129	275	182	94	62	209	972	751	420	482					
9	Число недействительных избирательных бюллетеней	72	0	0	0	0	0	0	2	2	8	8	2	3	1	2	2	3	1	8	2	3	12	8	5					
10	Число действительных избирательных бюллетеней	8703	368	118	487	700	346	152	173	166	219	770	315	278	255	177	349	246	156	87	279	1163	834	495	570					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	190	5	3	10	12	5	5	5	4	10	5	5	5	4	5	5	5	5	5	13	20	20	15	19					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	79	3	0	1	12	2	1	1	2	0	3	4	0	3	0	3	0	3	0	9	8	11	8	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	40	1	0	3	4	0	0	1	1	0	0	1	3	0	1	1	1	1	4	1	2	12	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	111	2	3	9	0	3	4	4	2	10	2	1	5	1	5	2	5	2	5	4	12	9	7	14					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	516	27	2	12	10	15	20	7	13	29	43	15	29	19	5	20	41	19	9	26	44	65	22	24					
		5.88%	7.34%	1.69%	2.46%	1.43%	4.34%	13.16%	4.00%	7.74%	12.78%	5.53%	4.73%	10.32%	7.42%	2.79%	5.70%	16.47%	12.10%	9.47%	9.25%	3.77%	7.68%	4.37%	4.17%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	551	17	3	21	6	28	13	7	29	23	42	25	15	15	17	27	41	31	10	28	48	31	37	37					
		6.28%	4.62%	2.54%	4.31%	0.86%	8.09%	8.55%	4.00%	17.26%	10.13%	5.40%	7.89%	5.34%	5.86%	9.50%	7.69%	16.47%	19.75%	10.53%	9.96%	4.12%	3.66%	7.36%	6.43%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	34	3	1	2	0	2	2	1	1	2	2	1	1	2	0	0	1	1	0	2	3	3	2	2					
		0.39%	0.82%	0.85%	0.41%	0.00%	0.58%	1.32%	0.57%	0.60%	0.88%	0.26%	0.32%	0.36%	0.78%	0.00%	0.00%	0.40%	0.64%	0.00%	0.71%	0.26%	0.35%	0.40%	0.35%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1270	41	3	69	127	45	24	9	13	30	81	34	64	47	40	64	35	24	7	59	215	91	78	70					
		14.47%	11.14%	2.54%	14.17%	18.14%	13.01%	15.79%	5.14%	7.74%	13.22%	10.41%	10.73%	22.78%	18.36%	22.35%	18.23%	14.06%	15.29%	7.37%	20.99%	18.44%	10.76%	15.51%	12.17%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	45	1	0	3	0	1	3	1	3	1	7	1	1	0	0	1	0	1	0	0	1	7	6	7					
		0.51%	0.27%	0.00%	0.62%	0.00%	0.29%	1.97%	0.57%	1.79%	0.44%	0.90%	0.32%	0.36%	0.00%	0.00%	0.28%	0.00%	0.64%	0.00%	0.00%	0.09%	0.83%	1.19%	1.22%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6251	278	109	379	556	255	89	148	107	134	573	239	168	172	115	237	128	80	61	163	851	635	348	426					
