Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:    Староюрьевская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752					
1	"Число избирателей, внесенных в списки избирателей"	12116	418	160	92	571	873	278	209	202	234	224	302	820	248	413	354	296	229	477	334	206	114	434	1825	1105	826	872					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11413	400	150	90	550	850	270	200	185	230	195	275	730	250	390	310	290	220	460	330	200	118	410	1720	1020	780	790					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7037	219	100	43	309	517	120	93	141	160	127	184	472	190	283	219	150	132	285	168	108	63	243	1009	745	445	512					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2083	106	38	37	175	203	83	72	27	41	47	37	88	45	90	89	104	65	104	78	33	26	46	188	96	98	67					
6	Число погашенных избирательных бюллетеней	2293	75	12	10	66	130	67	35	17	29	21	54	170	15	17	2	36	23	71	84	59	29	121	523	179	237	211					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2083	106	38	37	175	203	83	72	27	41	47	37	88	45	90	89	104	65	104	78	33	26	46	188	96	98	67					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7036	219	100	43	308	517	120	93	141	160	127	184	472	190	283	219	150	132	285	168	108	63	243	1009	745	445	512					
9	Число недействительных избирательных бюллетеней	57	0	0	0	1	3	0	0	1	0	0	7	4	0	3	0	0	0	0	1	3	1	5	9	12	4	3					
10	Число действительных избирательных бюллетеней	9062	325	138	80	482	717	203	165	167	201	174	214	556	235	370	308	254	197	389	245	138	88	284	1188	829	539	576					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	193	6	7	1	8	11	3	4	3	2	7	2	13	5	3	2	2	2	7	2	2	4	10	20	42	15	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	89	2	3	0	3	7	3	2	0	0	2	0	3	1	1	1	1	0	2	0	0	4	4	14	27	5	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	37	1	1	0	2	0	1	1	0	1	4	2	1	1	0	0	1	2	1	1	1	0	1	6	8	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	104	4	4	1	5	4	0	2	3	2	5	2	10	4	2	1	1	2	5	2	2	0	6	6	15	10	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	1.Политическая партия «Аграрная партия России»	246	7	3	4	1	8	10	5	0	11	5	5	18	5	3	5	3	2	11	22	5	3	13	57	13	12	15					
		2.70%	2.15%	2.17%	5.00%	0.21%	1.11%	4.93%	3.03%	0.00%	5.47%	2.87%	2.26%	3.21%	2.13%	0.80%	1.62%	1.18%	1.02%	2.83%	8.94%	3.55%	3.37%	4.50%	4.76%	1.55%	2.21%	2.59%					
19	2.Всероссийская политическая партия «Гражданская Сила»	25	0	2	0	0	0	0	2	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	10	3	2	2					
		0.27%	0.00%	1.45%	0.00%	0.00%	0.00%	0.00%	1.21%	0.00%	0.00%	0.00%	0.45%	0.18%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.84%	0.36%	0.37%	0.35%					
20	3.Политическая партия «Демократическая партия России»	11	2	0	0	0	1	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	1	1	0	2					
		0.12%	0.62%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.36%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.12%	0.00%	0.35%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1194	37	11	19	50	157	19	11	21	11	11	16	66	6	69	35	31	44	35	26	6	2	33	161	146	66	105					
		13.09%	11.38%	7.97%	23.75%	10.35%	21.81%	9.36%	6.67%	12.50%	5.47%	6.32%	7.24%	11.79%	2.55%	18.50%	11.36%	12.20%	22.34%	8.99%	10.57%	4.26%	2.25%	11.42%	13.45%	17.36%	12.15%	18.13%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	7	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	1	0					
		0.08%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.18%	0.00%					
