Выборы Президента Российской Федерации																																																							
Дата голосования: 04.03.2012																																																							
																																																							
Наименование Избирательной комиссии:    район Кунцево																																																							
																																																							
Сводная таблица итогов голосования																																																							
																																																							
	Число участковых избирательных комиссий	44																																																					
	Число участковых избирательных комиссий, приступивших к передаче сведений	44																																																					
																																																							
		Сумма	УИК №2473	УИК №2474	УИК №2475	УИК №2476	УИК №2477	УИК №2478	УИК №2479	УИК №2480	УИК №2481	УИК №2482	УИК №2483	УИК №2484	УИК №2485	УИК №2486	УИК №2487	УИК №2488	УИК №2489	УИК №2490	УИК №2491	УИК №2492	УИК №2493	УИК №2494	УИК №2495	УИК №2496	УИК №2497	УИК №2498	УИК №2499	УИК №2500	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №3361	УИК №3362	УИК №3363	УИК №3364	УИК №3365	УИК №3366									
1	Число избирателей, включенных в список избирателей	92235	2813	1762	2390	2520	2198	2565	2038	2053	2704	2646	2733	2705	2076	2565	2596	2164	2753	2652	2217	2655	2848	1080	2407	2204	1805	2634	2551	2568	2838	2726	2285	2585	2520	2458	2275	1837	1427	2494	219	636	128	421	232	252									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	84510	2600	1600	2200	2300	2000	2300	2000	2000	2500	2500	2300	2500	2000	2300	2300	2000	2500	2400	2000	2400	2600	1000	2200	2000	1600	2400	2300	2300	2500	2400	2000	2400	2200	2200	2000	1600	1300	2300	250	1000	150	600	250	260									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	51523	1771	982	1230	1450	1327	1445	1212	1167	1650	1672	1425	1457	1214	1320	1331	1174	1522	1364	1203	1406	1549	556	1415	1052	889	1346	1320	1309	1601	1524	1293	1404	1464	1289	1170	1062	759	1471	187	584	115	358	232	252									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1375	13	24	29	47	56	29	29	32	25	11	38	39	27	34	27	32	38	28	19	25	33	22	57	64	33	40	51	35	39	48	49	46	43	47	54	21	20	42	27	0	2	0	0	0									
6	Число погашенных избирательных бюллетеней	31611	816	594	941	803	617	826	759	801	825	817	837	1004	759	946	942	793	940	1008	778	969	1018	422	728	884	678	1014	929	956	860	828	658	950	693	864	776	517	521	787	36	416	33	242	18	8									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1374	13	24	29	47	56	29	29	32	25	11	38	39	27	34	27	32	38	28	19	25	33	22	57	64	33	40	50	35	39	48	49	46	43	47	54	21	20	42	27	0	2	0	0	0									
8	Число бюллетеней в стационарных ящиках для голосования	51353	1764	980	1222	1444	1325	1443	1210	1166	1640	1657	1423	1451	1210	1316	1326	1173	1503	1360	1200	1406	1543	556	1409	1052	888	1346	1311	1308	1599	1524	1282	1399	1459	1287	1163	1061	757	1463	187	584	115	357	232	252									
9	Число недействительных избирательных бюллетеней	1103	33	19	38	37	21	40	37	19	34	35	30	26	22	10	22	35	44	33	21	46	36	14	29	29	10	21	32	28	29	26	31	34	32	30	20	24	16	36	3	9	2	4	6	0									
10	Число действительных избирательных бюллетеней	51624	1744	985	1213	1454	1360	1432	1202	1179	1631	1633	1431	1464	1215	1340	1331	1170	1497	1355	1198	1385	1540	564	1437	1087	911	1365	1329	1315	1609	1546	1300	1411	1470	1304	1197	1058	761	1469	211	575	115	353	226	252									
11	Число полученных открепительных  удостоверений	2170	68	35	62	55	40	90	55	60	68	74	65	85	45	55	55	50	50	55	55	65	75	30	65	55	50	65	52	48	64	56	50	55	70	50	50	60	35	53	0	0	0	0	0	0									
