Выборы Президента Российской Федерации																																																		
Дата голосования: 02.03.2008																																																		
																																																		
Наименование Избирательной комиссии:    район Кунцево 																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
	Число участковых избирательных комиссий	43																																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	43																																																
																																																		
		Сумма	УИК №2455	УИК №2456	УИК №2457	УИК №2458	УИК №2459	УИК №2460	УИК №2461	УИК №2462	УИК №2463	УИК №2464	УИК №2465	УИК №2466	УИК №2467	УИК №2468	УИК №2469	УИК №2470	УИК №2471	УИК №2472	УИК №2473	УИК №2474	УИК №2475	УИК №2476	УИК №2477	УИК №2478	УИК №2479	УИК №2480	УИК №2481	УИК №2482	УИК №2483	УИК №2484	УИК №2485	УИК №2486	УИК №2487	УИК №2488	УИК №2489	УИК №2490	УИК №2491	УИК №2492	УИК №3270	УИК №3271	УИК №3272	УИК №3273	УИК №3274					
1	"Число избирателей, включенных в списки избирателей"	90688	1737	1881	2415	2119	2076	2603	2526	2619	2714	2596	2523	2725	2446	2431	2343	2160	2243	2242	2769	1333	1411	2492	2222	2467	2034	1976	2782	2632	2449	2835	1925	2629	2589	2266	2736	2642	2244	2642	310	170	400	194	140					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	72320	1300	1500	1900	1700	1600	2100	2000	2100	2200	2100	1900	2100	2000	1900	1900	1700	1800	1800	2200	1000	1000	1900	1800	2000	1600	1600	2200	2100	1800	2300	1500	2100	2100	1700	2200	2100	1800	2100	700	170	400	200	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	65964	1171	1344	1845	1507	1517	1947	1957	1934	2047	1893	1410	1909	1726	1836	1782	1512	1594	1484	2192	879	864	1854	1357	1917	1447	1491	2161	2076	1688	2250	1400	1947	1861	1548	2148	1817	1494	1953	301	170	400	194	140					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3974	129	146	41	65	53	143	36	140	134	193	421	180	144	57	115	138	128	159	4	100	120	45	52	81	144	104	23	13	109	26	35	23	160	107	29	117	134	126	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	2382	0	10	14	128	30	10	7	26	19	14	69	11	130	7	3	50	78	157	4	21	16	1	391	2	9	5	16	11	3	24	65	130	79	45	23	166	172	21	399	0	0	6	10					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3974	129	146	41	65	53	143	36	140	134	193	421	180	144	57	115	138	128	159	4	100	120	45	52	81	144	104	23	13	109	26	35	23	160	107	29	117	134	126	0	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	65899	1171	1344	1845	1442	1517	1947	1957	1934	2047	1893	1410	1909	1726	1836	1782	1512	1594	1484	2192	879	864	1854	1357	1917	1447	1491	2161	2076	1688	2250	1400	1947	1861	1548	2148	1817	1494	1953	301	170	400	194	140					
9	Число недействительных избирательных бюллетеней	921	0	6	36	27	12	28	43	31	41	30	13	31	30	3	23	3	31	29	56	19	2	9	32	24	4	30	44	49	27	11	11	25	35	24	34	32	13	3	4	2	3	9	2					
10	Число действительных избирательных бюллетеней	68952	1300	1484	1850	1480	1558	2062	1950	2043	2140	2056	1818	2058	1840	1890	1874	1647	1691	1614	2140	960	982	1890	1377	1974	1587	1565	2140	2040	1770	2265	1424	1945	1986	1631	2143	1902	1615	2076	297	168	397	185	138					
11	Число полученных открепительных  удостоверений	2256	42	58	69	60	58	62	65	50	60	50	48	52	49	87	61	56	75	60	60	40	60	50	59	65	50	50	65	65	85	75	50	70	60	50	61	66	39	74	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2028	36	57	60	53	41	57	64	48	53	41	46	52	48	86	55	51	64	47	59	28	52	38	48	55	47	28	60	55	77	74	47	59	59	45	61	66	39	72	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	2081	105	11	80	111	31	34	18	54	128	36	85	27	110	84	63	29	55	34	22	60	13	53	36	34	49	53	66	54	88	32	39	43	44	50	27	31	21	33	61	16	29	5	27					
14	Число неиспользованных открепительных удостоверений	228	6	1	9	7	17	5	1	2	7	9	2	0	1	1	6	5	11	13	1	12	8	12	11	10	3	22	5	10	8	1	3	11	1	5	0	0	0	2	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	40	3	1	0	2	1	0	2	0	0	0	0	1	6	2	0	0	0	4	1	1	2	1	0	1	0	0	2	2	1	0	0	0	0	2	2	1	0	2	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																		
18	Богданов Андрей Владимирович	425	11	7	8	18	10	6	8	4	2	5	18	8	7	12	5	30	9	10	4	16	2	4	41	2	13	5	18	12	18	12	12	14	12	12	4	5	14	4	5	7	5	5	1					
		0.61%	0.85%	0.47%	0.42%	1.19%	0.64%	0.29%	0.40%	0.19%	0.09%	0.24%	0.98%	0.38%	0.37%	0.63%	0.26%	1.82%	0.52%	0.61%	0.18%	1.63%	0.20%	0.21%	2.91%	0.10%	0.82%	0.31%	0.82%	0.57%	1.00%	0.53%	0.84%	0.71%	0.59%	0.73%	0.18%	0.26%	0.86%	0.19%	1.66%	4.12%	1.25%	2.58%	0.71%					
19	Жириновский Владимир Вольфович	2189	58	46	52	86	34	42	42	96	38	67	38	14	55	97	35	98	42	42	46	48	14	32	119	28	39	62	90	56	44	108	82	113	60	23	23	80	58	18	9	6	34	8	7					
		3.13%	4.46%	3.09%	2.76%	5.71%	2.17%	2.01%	2.11%	4.63%	1.74%	3.21%	2.08%	0.67%	2.94%	5.12%	1.85%	5.94%	2.44%	2.56%	2.09%	4.90%	1.42%	1.69%	8.45%	1.40%	2.45%	3.89%	4.12%	2.68%	2.45%	4.75%	5.71%	5.74%	2.97%	1.39%	1.06%	4.14%	3.56%	0.87%	2.99%	3.53%	8.50%	4.12%	5.00%					
20	Зюганов Геннадий Андреевич	6373	130	90	125	162	236	252	243	186	300	126	106	81	269	129	167	143	253	239	78	109	112	77	309	49	81	105	106	136	98	106	148	184	252	259	263	220	219	103	31	39	28	11	13					
