Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
Наименование Избирательной комиссии:    Онежская																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678					
1	"Число избирателей, внесенных в списки"	30706	3190	2805	1855	2200	3153	1771	2007	1559	1525	554	439	209	428	92	522	290	105	2218	191	202	352	296	195	206	277	133	146	482	146	426	401	391	480	194	125	172	110	516	343					
2	"Число бюллетеней, полученных участковыми комиссиями"	27415	2700	2500	1500	2100	2500	1600	1700	1400	1500	500	400	200	400	90	480	250	100	2000	180	200	350	270	180	190	460	120	140	420	130	380	360	360	430	170	125	160	90	480	300					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	464	6	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	16	0	0	0	34	60	100	0	0	57	21	15	76	0	0	0	0	0	0	49	8					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15993	1590	1558	1022	1214	1722	1023	1163	825	605	292	190	91	251	35	251	127	56	1006	94	122	173	126	71	84	173	84	83	151	88	200	148	226	288	145	98	114	90	254	160					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1128	126	38	25	49	35	22	26	81	181	41	32	14	19	17	55	3	15	49	17	7	11	15	47	3	4	5	6	37	0	11	35	43	14	9	14	14	0	5	3					
6	Число погашенных бюллетеней	9830	978	904	453	837	743	555	511	494	714	167	178	95	108	38	174	120	29	945	53	71	166	129	28	43	183	31	51	175	21	154	101	91	128	16	13	32	0	172	129					
7	Число бюллетеней в переносных ящиках для голосования	1588	132	38	25	49	35	22	26	81	181	41	32	14	41	17	55	3	15	49	33	7	11	15	81	63	100	5	6	94	21	26	111	43	14	9	14	14	0	54	11					
8	Число бюллетеней в стационарных ящиках для голосования	15953	1590	1556	1022	1214	1722	1023	1124	825	605	292	190	91	251	35	251	127	56	1004	94	122	173	126	71	84	177	84	83	151	88	199	148	226	288	145	98	114	90	254	160					
9	Число недействительных бюллетеней	274	24	13	16	11	14	22	32	18	10	4	3	5	4	0	7	2	1	16	1	2	13	0	2	0	7	2	0	8	0	2	4	3	9	4	6	1	2	4	2					
10	Число действительных бюллетеней	17267	1698	1581	1031	1252	1743	1023	1118	888	776	329	219	100	288	52	299	128	70	1037	126	127	171	141	150	147	270	87	89	237	109	223	255	266	293	150	106	127	88	304	169					
