Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																	
Дата голосования: 02.12.2007																																																	
																																																	
Наименование Избирательной комиссии:    Кашинская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438					
1	"Число избирателей, внесенных в списки избирателей"	24216	519	1674	1702	1202	2064	2033	1402	1213	1436	1315	263	312	143	150	426	258	343	891	791	242	152	222	218	158	408	400	481	724	202	221	418	151	168	331	520	163	152	137	144	168	144	155					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	23740	500	1600	1500	1100	2000	2000	1400	1200	1400	1300	290	320	150	150	430	250	350	900	800	240	150	220	220	150	410	400	500	710	190	220	470	150	160	330	530	150	150	130	140	170	150	160					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12222	249	790	784	587	1179	1135	759	559	851	725	152	100	87	88	184	99	192	415	427	117	84	100	74	63	204	151	173	274	132	142	229	71	68	166	271	70	95	67	78	95	67	69					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2989	24	103	226	102	81	75	34	54	39	73	56	119	30	41	94	62	83	154	102	44	31	58	94	45	62	94	168	201	38	42	44	36	55	76	50	40	23	35	35	37	63	66					
6	Число погашенных избирательных бюллетеней	8529	227	707	490	411	740	790	607	587	510	502	82	101	33	21	152	89	75	331	271	79	35	62	52	42	144	155	159	235	20	36	197	43	37	88	209	40	32	28	27	38	20	25					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2989	24	103	226	102	81	75	34	54	39	73	56	119	30	41	94	62	83	154	102	44	31	58	94	45	62	94	168	201	38	42	44	36	55	76	50	40	23	35	35	37	63	66					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12221	249	790	784	587	1179	1135	759	559	851	725	152	100	87	88	184	99	192	415	427	117	84	100	74	63	204	151	172	274	132	142	229	71	68	166	271	70	95	67	78	95	67	69					
9	Число недействительных избирательных бюллетеней	108	0	2	20	8	9	14	2	4	5	5	0	0	0	0	5	3	1	3	5	2	0	0	0	0	1	2	0	7	2	3	1	0	0	0	2	0	0	0	0	1	0	1					
10	Число действительных избирательных бюллетеней	15102	273	891	990	681	1251	1196	791	609	885	793	208	219	117	129	273	158	274	566	524	159	115	158	168	108	265	243	340	468	168	181	272	107	123	242	319	110	118	102	113	131	130	134					
