Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    Верхотурская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332					
1	"Число избирателей, внесенных в списки избирателей"	12960	408	1833	1384	1785	723	241	1133	908	1024	77	474	329	136	572	406	402	358	124	186	457					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11900	350	1500	1300	1700	600	200	1000	850	1000	70	450	300	150	550	400	400	350	130	200	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7109	278	962	769	934	381	138	619	555	487	46	214	130	96	335	222	230	208	71	143	291					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	741	10	83	44	51	38	11	21	25	88	2	82	99	9	15	51	10	62	20	9	11					
6	Число погашенных избирательных бюллетеней	4050	62	455	487	715	181	51	360	270	425	22	154	71	45	200	127	160	80	39	48	98					
7	Число избирательных бюллетеней в переносных ящиках для голосования	741	10	83	44	51	38	11	21	25	88	2	82	99	9	15	51	10	62	20	9	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7109	278	962	769	934	381	138	619	555	487	46	214	130	96	335	222	230	208	71	143	291					
9	Число недействительных избирательных бюллетеней	96	2	17	5	20	3	1	10	6	8	1	7	0	0	2	2	0	7	0	2	3					
10	Число действительных избирательных бюллетеней	7754	286	1028	808	965	416	148	630	574	567	47	289	229	105	348	271	240	263	91	150	299					
