Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Верхотурская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332					
1	"Число избирателей, внесенных в список избирателей"	12808	417	990	1356	1818	659	226	1127	911	1008	865	480	329	143	562	400	358	369	119	190	481					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11850	400	900	1200	1700	600	210	1000	800	900	800	450	300	130	550	400	350	350	120	190	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	128	0	0	0	0	0	0	0	0	0	0	0	75	0	0	11	0	21	0	0	21					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5635	203	407	576	752	273	102	544	475	409	314	183	122	102	251	171	151	189	61	102	248					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	712	14	92	65	54	54	11	21	22	81	28	89	17	7	18	52	30	21	15	8	13					
6	Число погашенных избирательных бюллетеней	5375	183	401	559	894	273	97	435	303	410	458	178	86	21	281	166	169	119	44	80	218					
7	Число избирательных бюллетеней в переносных ящиках для голосования	840	14	92	65	54	54	11	21	22	81	28	89	92	7	18	63	30	42	15	8	34					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5635	203	407	576	752	273	102	544	475	409	314	183	122	102	251	171	151	189	61	102	248					
9	Число недействительных избирательных бюллетеней	144	7	6	10	20	6	2	7	15	15	17	5	1	8	6	4	3	5	1	1	5					
10	Число действительных избирательных бюллетеней	6331	210	493	631	786	321	111	558	482	475	325	267	213	101	263	230	178	226	75	109	277					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	148	5	10	10	20	5	5	13	10	10	5	5	5	5	5	10	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	107	3	6	7	17	5	3	10	10	5	5	5	5	0	3	10	2	5	2	0	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	61	1	6	4	4	3	0	5	13	5	1	2	0	2	5	1	4	0	4	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	41	2	4	3	3	0	2	3	0	5	0	0	0	5	2	0	3	0	3	5	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1352	39	107	129	212	100	16	77	97	75	61	62	35	16	52	55	30	70	17	15	87					
		20.88%	17.97%	21.44%	20.12%	26.30%	30.58%	14.16%	13.63%	19.52%	15.31%	17.84%	22.79%	16.36%	14.68%	19.33%	23.50%	16.57%	30.30%	22.37%	13.64%	30.85%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1050	33	86	95	121	45	16	108	103	69	49	41	51	17	48	27	47	17	9	24	44					
