Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Усть-Пристанская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №1771									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	11250	199	689	551	150	408	1619	925	1730	73	751	128	609	302	646	940	607	439	169	315									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10629	190	656	531	140	392	1580	872	1677	72	541	123	581	298	619	903	580	415	166	293									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	4314	80	255	205	68	180	617	288	659	30	234	75	255	94	251	313	250	192	83	185									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	505	6	78	67	16	6	22	22	32	0	27	7	38	23	40	49	39	17	5	11									
6	Число погашенных избирательных бюллетеней	5810	104	323	259	56	206	941	562	986	42	280	41	288	181	328	541	291	206	78	97									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	505	6	78	67	16	6	22	22	32	0	27	7	38	23	40	49	39	17	5	11									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	4314	80	255	205	68	180	617	288	659	30	234	75	255	94	251	313	250	192	83	185									
9	Число недействительных избирательных бюллетеней	146	2	11	4	4	7	23	13	21	1	5	8	6	4	8	6	6	7	4	6									
10	Число действительных избирательных бюллетеней	4673	84	322	268	80	179	616	297	670	29	256	74	287	113	283	356	283	202	84	190									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	91	2	2	2	1	2	20	13	19	2	2	1	4	2	4	4	3	4	2	2									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	51	0	2	1	0	1	20	4	16	0	1	0	1	2	3	0	0	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	58	2	4	4	2	3	9	3	5	2	3	2	3	1	2	4	1	2	1	5									
14	Число погашенных неиспользованных открепительных удостоверений	40	2	0	1	1	1	0	9	3	2	1	1	3	0	1	4	3	4	2	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	0	1	0	0	0	2	0	2	1	0	0	0	0	1	1	0	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	38	2	4	1	0	3	2	1	5	0	4	0	1	0	2	8	2	1	1	1									
		0.79%	2.33%	1.20%	0.37%	0.00%	1.61%	0.31%	0.32%	0.72%	0.00%	1.53%	0.00%	0.34%	0.00%	0.69%	2.21%	0.69%	0.48%	1.14%	0.51%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	206	4	14	7	4	10	18	12	32	0	12	4	16	8	12	19	13	13	4	4									
		4.27%	4.65%	4.20%	2.57%	4.76%	5.38%	2.82%	3.87%	4.63%	0.00%	4.60%	4.88%	5.46%	6.84%	4.12%	5.25%	4.50%	6.22%	4.55%	2.04%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	92	0	8	3	2	5	10	3	17	0	5	0	6	1	5	10	5	3	1	8									
		1.91%	0.00%	2.40%	1.10%	2.38%	2.69%	1.56%	0.97%	2.46%	0.00%	1.92%	0.00%	2.05%	0.85%	1.72%	2.76%	1.73%	1.44%	1.14%	4.08%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1907	53	166	144	22	72	205	100	216	18	122	34	121	69	130	109	108	75	47	96									
		39.57%	61.63%	49.85%	52.94%	26.19%	38.71%	32.08%	32.26%	31.26%	60.00%	46.74%	41.46%	41.30%	58.97%	44.67%	30.11%	37.37%	35.89%	53.41%	48.98%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	34	0	3	2	1	2	4	5	6	0	4	0	0	0	2	0	1	0	2	2									
		0.71%	0.00%	0.90%	0.74%	1.19%	1.08%	0.63%	1.61%	0.87%	0.00%	1.53%	0.00%	0.00%	0.00%	0.69%	0.00%	0.35%	0.00%	2.27%	1.02%									
