Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																			
Дата голосования: 07.12.2003 0:00:00																			
																			
"Наименование Избирательной комиссии:    г. Грозный, Заводская"																			
																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																			
																			
		Сумма	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369					
1	"Число избирателей, внесенных в списки"	26638	2548	2584	2486	2318	2898	2032	1132	1750	1454	2108	2670	2658					
2	"Число бюллетеней, полученных участковыми комиссиями"	25110	2460	2460	2350	2190	2760	1950	1100	1260	1370	2020	2560	2630					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	24701	2423	2445	2311	2190	2760	1950	1041	1232	1370	1959	2444	2576					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	0	0	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных бюллетеней	409	37	15	39	0	0	0	59	28	0	61	116	54					
7	Число бюллетеней в переносных ящиках для голосования	0	0	0	0	0	0	0	0	0	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	24701	2423	2445	2311	2190	2760	1950	1041	1232	1370	1959	2444	2576					
9	Число недействительных бюллетеней	19	0	0	1	0	0	0	16	0	0	0	2	0					
10	Число действительных бюллетеней	24682	2423	2445	2310	2190	2760	1950	1025	1232	1370	1959	2442	2576					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	9	9	9	9	9	8	7	7	7	8	9	9					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	6	0	0	0	0	0	0	0	5	0	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	94	9	9	9	9	9	8	7	2	7	7	9	9					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
																			
18	"1. ""ЕДИНЕНИЕ"""	30	30	0	0	0	0	0	0	0	0	0	0	0					
		0.12%	1.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1588	19	301	90	217	182	142	27	10	74	123	90	313					
		6.42%	0.78%	12.31%	3.89%	9.90%	6.59%	7.28%	2.59%	0.81%	5.40%	6.27%	3.68%	12.15%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	5	5	0	0	0	0	0	0	0	0	0	0	0					
		0.02%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	61	49	0	0	0	8	0	0	0	0	0	4	0					
		0.24%	2.02%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%					
22	"5. ""За Русь Святую"""	1	1	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.04%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	5	4	0	0	0	0	0	0	0	0	0	1	0					
		0.02%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.04%	0.0%					
25	"8. ""Народно-республиканская партия России"""	93	1	0	0	0	0	0	0	0	0	0	92	0					
		0.37%	0.04%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.76%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	9	2	0	0	0	3	0	0	0	0	0	4	0					
		0.03%	0.08%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%					
27	"10. ""Аграрная партия России"""	10	0	0	0	0	0	0	0	0	0	0	10	0					
		0.04%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%					
28	"11. ""Истинные патриоты России"""	16	6	0	0	0	4	0	0	0	0	0	6	0					
		0.06%	0.24%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	908	206	0	323	0	94	0	21	47	0	0	80	137					
		3.67%	8.50%	0.0%	13.97%	0.0%	3.40%	0.0%	2.01%	3.81%	0.0%	0.0%	3.27%	5.31%					
30	"13. ""Демократическая партия России"""	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	11	3	0	0	0	0	0	0	0	0	0	8	0					
		0.04%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%					
32	"15. ""Партия СЛОН"""	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	5	3	0	0	0	0	0	0	0	0	0	2	0					
		0.02%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%					
