Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																												
Дата голосования: 07.12.2003 0:00:00																																												
																																												
Наименование Избирательной комиссии:    Петровская																																												
																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																												
																																												
		Сумма	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384					
1	"Число избирателей, внесенных в списки"	17797	2294	1010	1537	433	956	408	339	451	292	477	124	356	243	395	84	323	395	325	481	133	390	778	137	419	616	306	728	72	839	301	462	259	464	466	154	94	256					
2	"Число бюллетеней, полученных участковыми комиссиями"	17663	2305	998	1533	438	936	410	338	449	291	461	126	351	247	392	86	328	389	324	471	130	386	755	137	413	614	307	727	74	806	298	462	260	455	462	155	95	254					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9250	1232	477	647	204	540	269	213	175	136	216	86	155	155	204	36	191	206	199	268	64	204	462	70	168	316	141	338	47	526	134	240	147	280	244	62	55	143					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1159	34	5	40	12	17	44	19	41	5	14	7	33	25	33	7	28	43	37	45	15	62	38	17	15	88	43	73	13	49	18	43	26	58	41	41	11	19					
6	Число погашенных бюллетеней	7254	1039	516	846	222	379	97	106	233	150	231	33	163	67	155	43	109	140	88	158	51	120	255	50	230	210	123	316	14	231	146	179	87	117	177	52	29	92					
7	Число бюллетеней в переносных ящиках для голосования	1160	34	5	40	12	17	44	19	41	5	14	7	33	25	33	7	28	43	37	45	15	62	38	17	15	88	43	73	13	49	18	44	26	58	41	41	11	19					
8	Число бюллетеней в стационарных ящиках для голосования	9243	1232	475	647	203	540	269	213	175	136	216	86	155	155	204	36	191	206	199	268	64	204	462	70	168	316	141	338	47	523	134	239	147	280	244	62	55	143					
9	Число недействительных бюллетеней	613	34	23	29	6	48	20	21	6	15	10	9	12	14	10	0	17	24	26	26	8	31	13	1	10	29	10	33	0	24	10	22	5	44	10	3	6	4					
10	Число действительных бюллетеней	9790	1232	457	658	209	509	293	211	210	126	220	84	176	166	227	43	202	225	210	287	71	235	487	86	173	375	174	378	60	548	142	261	168	294	275	100	60	158					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	199	27	12	17	5	10	5	4	5	3	5	1	4	3	4	1	4	5	4	6	1	4	9	2	5	7	3	8	1	8	3	5	3	5	5	2	1	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	20	5	6	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	33	4	1	0	0	2	0	3	0	0	0	0	2	1	1	0	0	0	0	0	0	0	4	0	0	4	1	1	0	0	0	4	0	2	1	1	1	0					
14	Число погашенных открепительных удостоверений	179	22	6	13	5	9	5	4	5	3	5	1	4	3	4	1	4	5	4	6	1	4	9	2	5	7	3	7	1	6	3	5	2	5	5	2	1	2					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	"1. ""ЕДИНЕНИЕ"""	208	13	7	18	11	11	4	5	6	2	3	1	1	7	6	0	8	4	4	8	2	12	9	0	2	14	2	4	0	9	3	8	12	4	5	1	1	1					
		1.99%	1.02%	1.45%	2.62%	5.11%	1.97%	1.27%	2.15%	2.77%	1.41%	1.30%	1.07%	0.53%	3.88%	2.53%	0.0%	3.65%	1.60%	1.69%	2.55%	2.53%	4.51%	1.8%	0.0%	1.09%	3.46%	1.08%	0.97%	0.0%	1.57%	1.97%	2.82%	6.93%	1.18%	1.75%	0.97%	1.51%	0.61%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	138	19	16	12	2	4	2	0	3	1	8	1	2	4	7	1	2	1	1	11	0	4	1	1	4	1	4	7	0	2	2	3	2	7	2	0	0	1					
