Выборы Президента Российской Федерации																																																																																			
Дата голосования: 04.03.2012																																																																																			
																																																																																			
Наименование Избирательной комиссии:    Краснодар, Карасунская																																																																																			
																																																																																			
Сводная таблица итогов голосования																																																																																			
																																																																																			
	Число участковых избирательных комиссий	72																																																																																	
	Число участковых избирательных комиссий, приступивших к передаче сведений	72																																																																																	
																																																																																			
		Сумма	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134	УИК №2135	УИК №2136	УИК №2137	УИК №2138	УИК №2139	УИК №2140	УИК №2141	УИК №2142	УИК №2143	УИК №2144	УИК №2145	УИК №2146	УИК №2147	УИК №2148	УИК №2149	УИК №2150	УИК №2151	УИК №2152	УИК №2153	УИК №2154	УИК №2155	УИК №2156	УИК №2157	УИК №2158	УИК №2159	УИК №2160	УИК №2161	УИК №2162	УИК №2163	УИК №2164	УИК №2165	УИК №2166	УИК №2167	УИК №2168	УИК №2169	УИК №2170	УИК №2171	УИК №2172									
1	Число избирателей, включенных в список избирателей	177270	2659	2537	2089	2091	2140	2667	2589	2333	2323	2478	1796	2071	2546	2604	1758	2270	2473	2377	2104	2629	3143	2574	2798	2261	2889	2795	2528	2064	2872	3212	2864	2295	2555	2821	2679	2751	2825	2623	2686	2784	2571	2178	2638	3052	2422	2700	2324	2392	2422	2464	2816	2874	2633	2259	2608	2343	2456	2243	2179	3074	2776	2843	2546	1818	1630	2169	2430	1412	2500	1600	2930	1415									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	172500	2700	2500	2000	2000	2100	2600	2500	2300	2300	2400	1700	2200	2500	2600	1700	2200	2600	2400	2200	2400	2900	2500	2600	2200	2800	2600	2400	2100	2600	2900	2800	2100	2600	2700	2700	2700	2700	2600	2800	2800	2600	2100	2600	2900	2300	2500	2400	2300	2300	2400	2800	2700	2600	2200	2600	2400	2400	2300	2200	2900	2800	2800	2500	1500	1600	2200	2600	1100	2200	1500	2900	1300									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	109279	1609	1501	1248	1183	1244	1614	1631	1454	1442	1444	1115	1174	1560	1641	1019	1204	1812	1659	1366	1498	1735	1404	1532	1314	1740	1626	1305	1517	1645	1841	1882	1380	1542	1568	1525	1662	1800	1591	1879	1847	1974	1649	1782	1864	1462	1697	1505	1472	1450	1384	1843	1695	1708	1483	1643	1691	1512	1368	1573	1744	1614	1680	1773	1224	1008	1375	1689	767	1578	930	1508	881									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	6664	107	77	83	53	117	76	227	70	48	62	47	44	79	116	18	69	107	112	119	61	56	109	58	91	105	122	90	74	124	74	74	155	251	34	36	63	57	139	93	245	271	143	46	35	18	24	27	20	60	67	78	75	73	56	143	227	49	54	44	156	227	204	230	0	247	20	19	26	70	71	120	22									
6	Число погашенных избирательных бюллетеней	56557	984	922	669	764	739	910	642	776	810	894	538	982	861	843	663	927	681	629	715	841	1109	987	1010	795	955	852	1005	509	831	985	844	565	807	1098	1139	975	843	870	828	708	355	308	772	1001	820	779	868	808	790	949	879	930	819	661	814	482	839	878	583	1000	959	916	497	276	345	805	892	307	552	499	1272	397									
