Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																		
Дата голосования: 02.12.2007																																																		
																																																		
Наименование Избирательной комиссии:    Территориальная избирательная комиссия г. Железногорска																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241					
1	"Число избирателей, внесенных в списки избирателей"	80329	285	1544	1826	1732	1926	1692	1902	1838	1967	2000	1890	2497	1294	1757	1916	1707	1750	1648	1951	2535	1730	1782	2406	2123	2044	1766	2354	804	1673	1938	2347	2206	788	1765	1910	2192	2113	2066	2195	2076	2256	2066	2072					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	59670	280	1130	1350	1220	1440	1270	1400	1370	1460	1180	1380	1830	970	1310	1450	1270	1320	1230	1490	1910	1300	1350	1820	1600	1520	1330	1800	490	1260	1440	1780	1580	560	1300	1430	1660	1590	1550	1640	1570	1690	1580	1570					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	45669	179	843	942	947	1029	935	1030	1037	1108	917	972	1380	785	990	1125	834	1045	879	1192	1487	1032	1105	1409	1270	1200	998	1412	301	964	1111	1308	1285	379	1030	1084	1160	1260	1164	1300	1286	1333	1308	1314					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1045	71	70	38	60	21	25	30	15	12	25	36	39	21	16	14	14	25	11	22	22	25	28	21	12	24	14	23	126	16	18	21	5	41	1	12	10	9	11	10	7	10	6	8					
6	Число погашенных избирательных бюллетеней	12956	30	217	370	213	390	310	340	318	340	238	372	411	164	304	311	422	250	340	276	401	243	217	390	318	296	318	365	63	280	311	451	290	140	269	334	490	321	375	330	277	347	266	248					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1045	71	70	38	60	21	25	30	15	12	25	36	39	21	16	14	14	25	11	22	22	25	28	21	12	24	14	23	126	16	18	21	5	41	1	12	10	9	11	10	7	10	6	8					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	45588	179	843	941	947	1029	934	1030	1037	1108	917	971	1378	784	990	1114	834	1045	879	1192	1487	1032	1104	1408	1250	1199	998	1412	300	964	1111	1285	1283	379	1030	1080	1159	1255	1163	1297	1285	1333	1308	1314					
9	Число недействительных избирательных бюллетеней	737	15	6	15	14	15	16	18	11	13	9	7	17	14	15	14	8	11	17	9	23	14	13	16	20	21	14	12	131	10	23	16	14	6	12	13	15	19	15	17	9	22	21	17					
10	Число действительных избирательных бюллетеней	45896	235	907	964	993	1035	943	1042	1041	1107	933	1000	1400	791	991	1114	840	1059	873	1205	1486	1043	1119	1413	1242	1202	998	1423	295	970	1106	1290	1274	414	1019	1079	1154	1245	1159	1290	1283	1321	1293	1305					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	661	0	5	6	11	10	15	13	15	15	15	11	15	10	15	15	10	10	15	25	15	15	15	20	20	20	20	25	10	17	10	20	20	10	16	18	25	10	20	20	20	20	27	17					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	593	0	5	6	11	6	12	13	12	12	12	11	15	9	13	15	10	10	12	24	15	11	13	17	17	17	18	18	9	15	10	17	17	5	16	18	21	10	18	20	20	20	27	16					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	102	0	0	2	7	5	2	2	3	4	3	3	4	5	3	3	0	0	2	3	2	0	2	4	3	0	2	2	1	3	1	0	5	1	0	5	4	2	1	3	2	1	2	5					
14	Число погашенных неиспользованных открепительных удостоверений	68	0	0	0	0	4	3	0	3	3	3	0	0	1	2	0	0	0	3	1	0	4	2	3	3	3	2	7	1	2	0	3	3	5	0	0	4	0	2	0	0	0	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	89	0	0	2	2	1	2	0	4	4	3	2	5	1	1	2	1	0	1	4	4	0	4	3	2	3	0	5	2	5	0	1	2	0	2	3	2	4	0	1	2	4	4	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
18	1.Политическая партия «Аграрная партия России»	761	3	21	18	14	16	19	24	18	14	9	17	23	17	20	22	13	25	11	24	27	15	18	26	8	25	14	34	5	13	15	31	17	3	12	21	21	26	8	23	19	23	13	16					
		1.63%	1.20%	2.30%	1.84%	1.39%	1.52%	1.98%	2.26%	1.71%	1.25%	0.96%	1.69%	1.62%	2.11%	1.99%	1.95%	1.53%	2.34%	1.24%	1.98%	1.79%	1.42%	1.59%	1.82%	0.63%	2.04%	1.38%	2.37%	1.17%	1.33%	1.33%	2.37%	1.32%	0.71%	1.16%	1.92%	1.80%	2.06%	0.68%	1.76%	1.47%	1.71%	0.99%	1.21%					
19	2.Всероссийская политическая партия «Гражданская Сила»	409	3	12	8	3	6	11	10	3	7	11	15	12	9	5	9	3	9	6	10	11	12	13	18	14	8	17	16	1	4	8	11	11	1	5	8	19	9	10	19	11	12	11	8					
		0.88%	1.20%	1.31%	0.82%	0.30%	0.57%	1.15%	0.94%	0.29%	0.63%	1.17%	1.49%	0.85%	1.12%	0.50%	0.80%	0.35%	0.84%	0.67%	0.82%	0.73%	1.14%	1.15%	1.26%	1.11%	0.65%	1.68%	1.11%	0.23%	0.41%	0.71%	0.84%	0.85%	0.24%	0.48%	0.73%	1.63%	0.71%	0.85%	1.45%	0.85%	0.89%	0.84%	0.61%					
20	3.Политическая партия «Демократическая партия России»	76	2	2	3	1	2	2	2	0	1	0	4	1	0	2	1	1	1	0	2	5	0	2	3	2	0	2	1	0	2	3	4	3	1	3	2	3	0	3	4	1	3	1	1					
