Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																													
Дата голосования: 04.12.2011																													
																													
Наименование Избирательной комиссии:    Саянская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245					
1	"Число избирателей, внесенных в список избирателей"	29926	1570	1460	1607	1647	1593	1527	1243	1365	1712	1274	1462	1265	1678	1426	1639	1214	1469	490	1142	460	1291	1392					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	26700	1300	1300	1400	1400	1400	1500	1200	1300	1400	1100	1400	1300	1500	1300	1500	1100	1300	450	900	450	1100	1100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	17471	781	791	880	905	922	1000	892	791	959	790	881	821	1025	834	1015	700	847	252	491	150	919	825					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1169	123	22	57	56	32	20	33	24	11	29	23	49	25	25	34	36	15	8	240	242	36	29					
6	Число погашенных избирательных бюллетеней	8060	396	487	463	439	446	480	275	485	430	281	496	430	450	441	451	364	438	190	169	58	145	246					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1169	123	22	57	56	32	20	33	24	11	29	23	49	25	25	34	36	15	8	240	242	36	29					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17471	781	791	880	905	922	1000	892	791	959	790	881	821	1025	834	1015	700	847	252	491	150	919	825					
9	Число недействительных избирательных бюллетеней	287	10	16	12	17	12	15	13	12	15	16	10	13	14	16	21	13	15	6	14	1	11	15					
10	Число действительных избирательных бюллетеней	18353	894	797	925	944	942	1005	912	803	955	803	894	857	1036	843	1028	723	847	254	717	391	944	839					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	710	20	30	30	60	30	30	30	30	30	30	30	30	40	30	30	20	60	30	30	30	30	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	427	15	14	17	53	14	15	19	17	17	14	14	19	35	21	20	14	55	6	8	4	11	25					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	219	49	10	14	3	17	1	9	4	9	1	7	5	12	5	15	3	5	9	15	9	7	10					
14	Число погашенных неиспользованных открепительных удостоверений	283	5	16	13	7	16	15	11	13	13	16	16	11	5	9	10	6	5	24	22	26	19	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2276	104	91	107	121	133	114	117	101	127	107	111	113	132	106	148	74	92	29	95	30	112	112					
		12.21%	11.50%	11.19%	11.42%	12.59%	13.94%	11.18%	12.65%	12.39%	13.09%	13.06%	12.28%	12.99%	12.57%	12.34%	14.11%	10.05%	10.67%	11.15%	12.99%	7.65%	11.73%	13.11%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2841	137	141	119	131	145	163	125	145	131	96	161	123	175	148	151	107	174	41	127	57	127	117					
		15.24%	15.15%	17.34%	12.70%	13.63%	15.20%	15.98%	13.51%	17.79%	13.51%	11.72%	17.81%	14.14%	16.67%	17.23%	14.39%	14.54%	20.19%	15.77%	17.37%	14.54%	13.30%	13.70%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	179	11	6	9	10	11	8	8	5	11	10	13	3	13	7	13	10	8	1	7	3	5	7					
		0.96%	1.22%	0.74%	0.96%	1.04%	1.15%	0.78%	0.86%	0.61%	1.13%	1.22%	1.44%	0.34%	1.24%	0.81%	1.24%	1.36%	0.93%	0.38%	0.96%	0.77%	0.52%	0.82%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5962	286	263	313	313	260	330	299	272	338	281	291	314	334	290	331	241	294	48	234	43	293	294					
		31.98%	31.64%	32.35%	33.40%	32.57%	27.25%	32.35%	32.32%	33.37%	34.85%	34.31%	32.19%	36.09%	31.81%	33.76%	31.55%	32.74%	34.11%	18.46%	32.01%	10.97%	30.68%	34.43%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	450	20	13	19	21	32	29	17	29	31	24	21	16	25	26	22	16	21	6	14	1	31	16					
		2.41%	2.21%	1.60%	2.03%	2.19%	3.35%	2.84%	1.84%	3.56%	3.20%	2.93%	2.32%	1.84%	2.38%	3.03%	2.10%	2.17%	2.44%	2.31%	1.92%	0.26%	3.25%	1.87%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6527	333	279	355	339	353	354	343	247	310	279	290	283	352	254	359	269	253	126	233	257	369	290					
		35.02%	36.84%	34.32%	37.89%	35.28%	37.00%	34.71%	37.08%	30.31%	31.96%	34.07%	32.08%	32.53%	33.52%	29.57%	34.22%	36.55%	29.35%	48.46%	31.87%	65.56%	38.64%	33.96%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	118	3	4	3	9	8	7	3	4	7	6	7	5	5	12	4	6	5	3	7	0	7	3					
		0.63%	0.33%	0.49%	0.32%	0.94%	0.84%	0.69%	0.32%	0.49%	0.72%	0.73%	0.77%	0.57%	0.48%	1.40%	0.38%	0.82%	0.58%	1.15%	0.96%	0.00%	0.73%	0.35%					
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
