Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																					
Дата голосования: 07.12.2003 0:00:00																																					
																																					
Наименование Избирательной комиссии:    Каргасокская																																					
																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																					
																																					
		Сумма	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445					
1	"Число избирателей, внесенных в списки"	17682	1119	1276	997	721	826	1296	1224	557	632	243	137	168	256	173	160	119	486	420	263	243	254	1663	1990	379	470	208	291	432	229	450					
2	"Число бюллетеней, полученных участковыми комиссиями"	18197	1177	1268	956	742	809	1308	1194	560	632	266	144	188	244	177	152	133	497	432	272	292	273	1610	2370	413	456	205	292	449	249	437					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10562	672	749	595	416	465	705	681	293	365	184	107	129	200	149	124	93	270	296	192	160	149	783	984	245	296	193	237	326	175	329					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1229	106	72	55	22	32	37	74	45	32	17	8	9	15	3	15	4	39	20	48	22	69	82	195	24	70	5	20	34	10	45					
6	Число погашенных бюллетеней	6406	399	447	306	304	312	566	439	222	235	65	29	50	29	25	13	36	188	116	32	110	55	745	1191	144	90	7	35	89	64	63					
7	Число бюллетеней в переносных ящиках для голосования	1229	106	72	55	22	32	37	74	45	32	17	8	9	15	3	15	4	39	20	48	22	69	82	195	24	70	5	20	34	10	45					
8	Число бюллетеней в стационарных ящиках для голосования	10559	671	749	595	416	465	705	681	293	365	184	107	129	200	149	124	93	270	296	192	160	149	783	984	245	296	193	237	326	175	327					
9	Число недействительных бюллетеней	141	10	9	9	3	3	10	9	10	3	3	5	3	3	2	0	4	2	7	7	3	1	7	12	2	4	0	1	7	0	2					
10	Число действительных бюллетеней	11647	767	812	641	435	494	732	746	328	394	198	110	135	212	150	139	93	307	309	233	179	217	858	1167	267	362	198	256	353	185	370					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	500	30	30	20	20	20	30	25	15	25	10	10	5	10	5	10	10	10	10	10	10	10	35	40	15	15	5	10	10	10	35					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	98	5	10	4	5	3	11	5	1	2	0	0	1	0	0	1	0	0	3	0	0	0	13	32	0	0	0	0	0	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	114	4	2	1	0	5	0	0	0	0	0	3	0	3	0	0	1	0	1	7	1	1	13	59	1	2	0	0	0	1	9					
14	Число погашенных открепительных удостоверений	402	25	20	16	15	17	19	20	14	23	10	10	4	10	5	9	10	10	7	10	10	10	22	8	15	15	5	10	10	10	33					
15	Число открепительных удостоверений выданных ТИК	6	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	"1. ""ЕДИНЕНИЕ"""	267	11	17	9	4	5	13	17	15	6	10	6	5	1	3	2	4	6	6	6	6	7	12	23	10	15	7	11	12	3	15					
		2.26%	1.41%	2.07%	1.38%	0.91%	1.00%	1.75%	2.25%	4.43%	1.51%	4.97%	5.21%	3.62%	0.46%	1.97%	1.43%	4.12%	1.94%	1.89%	2.5%	3.29%	3.21%	1.38%	1.95%	3.71%	4.09%	3.53%	4.28%	3.33%	1.62%	4.03%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	302	17	40	22	16	31	27	34	8	20	2	4	1	3	4	4	0	2	3	1	1	5	19	16	4	6	2	3	5	1	1					
		2.56%	2.18%	4.87%	3.38%	3.65%	6.23%	3.63%	4.50%	2.36%	5.03%	0.99%	3.47%	0.72%	1.39%	2.63%	2.87%	0.0%	0.64%	0.94%	0.41%	0.54%	2.29%	2.19%	1.35%	1.48%	1.63%	1.01%	1.16%	1.38%	0.54%	0.26%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	571	57	30	28	23	22	32	26	35	31	3	5	6	5	12	33	15	22	15	10	8	3	32	38	7	13	0	12	11	18	19					
