Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Усть-Майская																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621					
1	"Число избирателей, внесенных в списки"	7127	122	274	625	84	700	768	596	937	426	127	269	366	49	803	462	138	213	168					
2	"Число бюллетеней, полученных участковыми комиссиями"	6974	128	292	612	84	661	723	551	859	453	116	291	337	46	728	545	138	231	179					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	99	7	7	2	1	0	20	0	0	0	0	14	1	1	7	0	0	39	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	4755	115	149	414	67	437	404	365	528	254	89	188	297	42	606	409	128	146	117					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	749	0	48	58	9	70	69	54	131	77	26	18	34	0	82	53	2	6	12					
6	Число погашенных бюллетеней	1371	6	88	138	7	154	230	132	200	122	1	71	5	3	33	83	8	40	50					
7	Число бюллетеней в переносных ящиках для голосования	848	7	55	60	10	70	89	54	131	77	26	32	35	1	89	53	2	45	12					
8	Число бюллетеней в стационарных ящиках для голосования	4755	115	149	414	67	437	404	365	528	254	89	188	297	42	606	409	128	146	117					
9	Число недействительных бюллетеней	68	0	1	10	0	6	7	7	4	9	2	4	4	1	2	6	2	1	2					
10	Число действительных бюллетеней	5535	122	203	464	77	501	486	412	655	322	113	216	328	42	693	456	128	190	127					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	247	5	5	18	5	20	24	21	18	18	15	15	5	2	18	18	15	15	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	83	0	1	4	2	5	14	5	2	0	3	7	5	0	14	6	0	14	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	31	2	1	2	1	2	2	2	3	1	1	2	1	1	3	3	0	3	1					
14	Число погашенных открепительных удостоверений	164	5	4	14	3	15	10	16	16	18	12	8	0	2	4	12	15	1	9					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	"1. ""ЕДИНЕНИЕ"""	147	4	5	22	6	7	12	7	8	8	6	21	18	0	11	3	2	3	4					
		2.62%	3.27%	2.45%	4.64%	7.79%	1.38%	2.43%	1.67%	1.21%	2.41%	5.21%	9.54%	5.42%	0.0%	1.58%	0.64%	1.53%	1.57%	3.10%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	379	2	5	58	1	26	43	26	47	23	21	19	33	4	25	34	1	11	0					
		6.76%	1.63%	2.45%	12.23%	1.29%	5.12%	8.72%	6.20%	7.13%	6.94%	18.26%	8.63%	9.93%	9.30%	3.59%	7.35%	0.76%	5.75%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	108	2	6	8	0	9	16	9	10	7	1	3	3	0	11	10	7	3	3					
		1.92%	1.63%	2.94%	1.68%	0.0%	1.77%	3.24%	2.14%	1.51%	2.11%	0.86%	1.36%	0.90%	0.0%	1.58%	2.16%	5.38%	1.57%	2.32%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	91	1	6	8	0	11	6	11	6	15	0	0	1	0	8	10	1	6	1					
		1.62%	0.81%	2.94%	1.68%	0.0%	2.16%	1.21%	2.62%	0.91%	4.53%	0.0%	0.0%	0.30%	0.0%	1.15%	2.16%	0.76%	3.14%	0.77%					
22	"5. ""За Русь Святую"""	9	0	0	0	0	1	1	2	0	0	0	0	0	0	3	2	0	0	0					
		0.16%	0.0%	0.0%	0.0%	0.0%	0.19%	0.20%	0.47%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.43%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	11	0	2	0	0	2	3	1	2	0	0	0	0	0	1	0	0	0	0					
		0.19%	0.0%	0.98%	0.0%	0.0%	0.39%	0.60%	0.23%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	15	0	0	1	0	1	2	1	1	3	1	0	0	0	3	0	0	2	0					
		0.26%	0.0%	0.0%	0.21%	0.0%	0.19%	0.40%	0.23%	0.15%	0.90%	0.86%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	1.04%	0.0%					
25	"8. ""Народно-республиканская партия России"""	7	0	0	0	0	2	1	0	1	0	0	0	1	0	0	0	1	1	0					
		0.12%	0.0%	0.0%	0.0%	0.0%	0.39%	0.20%	0.0%	0.15%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.76%	0.52%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	14	0	1	1	0	2	0	0	2	1	0	1	0	0	3	1	0	2	0					
		0.24%	0.0%	0.49%	0.21%	0.0%	0.39%	0.0%	0.0%	0.30%	0.30%	0.0%	0.45%	0.0%	0.0%	0.43%	0.21%	0.0%	1.04%	0.0%					
27	"10. ""Аграрная партия России"""	56	2	2	6	0	6	5	1	5	4	0	8	4	0	5	7	1	0	0					
		0.99%	1.63%	0.98%	1.26%	0.0%	1.18%	1.01%	0.23%	0.75%	1.20%	0.0%	3.63%	1.20%	0.0%	0.71%	1.51%	0.76%	0.0%	0.0%					
28	"11. ""Истинные патриоты России"""	8	0	0	1	0	1	0	0	1	1	0	0	0	0	3	0	0	0	1					
		0.14%	0.0%	0.0%	0.21%	0.0%	0.19%	0.0%	0.0%	0.15%	0.30%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.77%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	32	1	2	4	1	5	1	1	3	1	0	2	2	0	6	2	1	0	0					
		0.57%	0.81%	0.98%	0.84%	1.29%	0.98%	0.20%	0.23%	0.45%	0.30%	0.0%	0.90%	0.60%	0.0%	0.86%	0.43%	0.76%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	20	0	1	2	0	1	2	2	5	1	2	0	0	0	2	1	0	1	0					
		0.35%	0.0%	0.49%	0.42%	0.0%	0.19%	0.40%	0.47%	0.75%	0.30%	1.73%	0.0%	0.0%	0.0%	0.28%	0.21%	0.0%	0.52%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	40	0	1	11	0	1	2	3	2	0	0	11	2	0	0	1	1	1	4					
		0.71%	0.0%	0.49%	2.32%	0.0%	0.19%	0.40%	0.71%	0.30%	0.0%	0.0%	5.0%	0.60%	0.0%	0.0%	0.21%	0.76%	0.52%	3.10%					
32	"15. ""Партия СЛОН"""	5	0	0	0	0	2	1	0	0	0	1	0	0	0	1	0	0	0	0					
		0.08%	0.0%	0.0%	0.0%	0.0%	0.39%	0.20%	0.0%	0.0%	0.0%	0.86%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	270	2	12	27	1	32	27	18	34	21	5	12	7	2	25	36	2	3	4					
		4.81%	1.63%	5.88%	5.69%	1.29%	6.31%	5.47%	4.29%	5.15%	6.34%	4.34%	5.45%	2.10%	4.65%	3.59%	7.79%	1.53%	1.57%	3.10%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	21	0	0	2	1	1	2	1	3	3	0	2	2	0	2	2	0	0	0					
		0.37%	0.0%	0.0%	0.42%	1.29%	0.19%	0.40%	0.23%	0.45%	0.90%	0.0%	0.90%	0.60%	0.0%	0.28%	0.43%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	450	8	22	10	1	36	22	32	65	48	20	2	5	2	66	64	10	24	13					
		8.03%	6.55%	10.78%	2.10%	1.29%	7.10%	4.46%	7.63%	9.86%	14.50%	17.39%	0.90%	1.50%	4.65%	9.49%	13.85%	7.69%	12.56%	10.07%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	93	5	15	11	0	13	6	5	7	6	0	3	2	0	9	5	1	5	0					
		1.65%	4.09%	7.35%	2.32%	0.0%	2.56%	1.21%	1.19%	1.06%	1.81%	0.0%	1.36%	0.60%	0.0%	1.29%	1.08%	0.76%	2.61%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	3151	91	94	235	53	282	249	242	392	155	43	108	231	32	450	226	88	103	77					
		56.23%	74.59%	46.07%	49.57%	68.83%	55.62%	50.50%	57.75%	59.48%	46.82%	37.39%	49.09%	69.57%	74.41%	64.74%	48.91%	67.69%	53.92%	59.68%					
38	"21. ""Российская Конституционно-демократическая партия"""	9	1	0	1	0	1	0	1	0	1	0	0	0	0	4	0	0	0	0					
		0.16%	0.81%	0.0%	0.21%	0.0%	0.19%	0.0%	0.23%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	14	0	0	1	0	6	1	0	1	1	0	1	0	0	3	0	0	0	0					
		0.24%	0.0%	0.0%	0.21%	0.0%	1.18%	0.20%	0.0%	0.15%	0.30%	0.0%	0.45%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	420	0	25	50	9	42	71	38	35	14	8	17	9	2	40	30	11	8	11					
		7.49%	0.0%	12.25%	10.54%	11.68%	8.28%	14.40%	9.06%	5.31%	4.22%	6.95%	7.72%	2.71%	4.65%	5.75%	6.49%	8.46%	4.18%	8.52%					
																									
41	Против всех	165	3	4	5	4	11	13	11	25	9	5	6	8	0	12	22	1	17	9					
		2.94%	2.45%	1.96%	1.05%	5.19%	2.16%	2.63%	2.62%	3.79%	2.71%	4.34%	2.72%	2.40%	0.0%	1.72%	4.76%	0.76%	8.90%	6.97%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
