Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
Наименование Избирательной комиссии:    Орджоникидзевская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300					
1	"Число избирателей, внесенных в списки избирателей"	10293	1405	1537	363	540	184	132	906	159	221	109	239	819	145	63	188	153	934	145	289	785	478	499					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9240	1235	1345	305	490	170	125	820	140	200	100	230	750	130	60	170	145	825	130	265	720	435	450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5376	685	790	172	313	117	63	477	98	124	51	156	383	96	50	89	106	505	88	162	322	273	256					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	720	83	62	34	20	10	6	36	7	4	14	37	37	11	2	33	5	41	9	15	151	67	36					
6	Число погашенных избирательных бюллетеней	3144	467	493	99	157	43	56	307	35	72	35	37	330	23	8	48	34	279	33	88	247	95	158					
7	Число избирательных бюллетеней в переносных ящиках для голосования	720	83	62	34	20	10	6	36	7	4	14	37	37	11	2	33	5	41	9	15	151	67	36					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5376	685	790	172	313	117	63	477	98	124	51	156	383	96	50	89	106	505	88	162	322	273	256					
9	Число недействительных избирательных бюллетеней	67	9	8	3	3	2	2	2	1	1	1	1	3	2	0	0	0	6	1	5	7	7	3					
10	Число действительных избирательных бюллетеней	6029	759	844	203	330	125	67	511	104	127	64	192	417	105	52	122	111	540	96	172	466	333	289					
