Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																												
Дата голосования: 07.12.2003 0:00:00																																												
																																												
"Наименование Избирательной комиссии:    Тамбов, Советская"																																												
																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																												
																																												
		Сумма	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954					
1	"Число избирателей, внесенных в списки"	76063	2373	2321	2075	2593	2375	1229	1653	1556	2212	1393	1813	1730	1446	1113	1301	1079	1243	1652	2827	2777	2536	2215	2302	1854	2214	2202	2718	2107	1542	2317	2655	2635	2644	2605	2549	2371	1836					
2	"Число бюллетеней, полученных участковыми комиссиями"	68300	2100	2100	1500	2300	2100	1100	1500	1300	1900	1300	1600	1600	1300	1000	1200	1000	1100	1500	2600	2400	2300	2000	2100	1600	2100	2000	2400	2000	1400	2200	2400	2400	2400	2400	2300	2100	1700					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	38852	1348	1445	1381	1411	1290	599	906	789	1003	581	819	990	670	490	661	478	605	736	1601	1626	1238	1109	1095	828	1166	1095	1723	1255	615	885	1358	1179	1403	1400	1200	1071	803					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2077	17	32	89	32	58	28	44	39	96	55	38	75	70	46	81	56	110	58	82	82	34	74	43	110	29	72	19	34	53	37	65	39	82	106	38	25	29					
6	Число погашенных бюллетеней	27371	735	623	30	857	752	473	550	472	801	664	743	535	560	464	458	466	385	706	917	692	1028	817	962	662	905	833	658	711	732	1278	977	1182	915	894	1062	1004	868					
7	Число бюллетеней в переносных ящиках для голосования	2069	17	24	89	32	58	28	44	39	96	55	38	75	70	46	81	56	110	58	82	82	34	74	43	110	29	72	19	34	53	37	65	39	82	106	38	25	29					
8	Число бюллетеней в стационарных ящиках для голосования	38791	1348	1417	1381	1411	1290	599	906	789	1003	581	818	991	670	490	661	478	605	736	1595	1614	1238	1108	1095	828	1166	1093	1723	1254	615	885	1358	1179	1403	1389	1200	1071	803					
9	Число недействительных бюллетеней	848	19	23	34	12	21	18	10	16	29	14	21	16	23	14	17	24	21	22	21	21	29	34	35	17	20	30	9	16	17	46	41	50	19	15	17	28	29					
10	Число действительных бюллетеней	40012	1346	1418	1436	1431	1327	609	940	812	1070	622	835	1050	717	522	725	510	694	772	1656	1675	1243	1148	1103	921	1175	1135	1733	1272	651	876	1382	1168	1466	1480	1221	1068	803					
